0.4196,,0.0859
0.0274,,0.385114986
0.674,,
0.4259,,
0.1466,,
0.6731,,
0.0006,,
0.6738,,
0.3731,,
0.0149,,
0.0194,,
0.0094,,
0.3216,,
0.693,,
0.0021,,
0,,
0.0003,,
0.446,,
0.0016,,
0.5955,,
0.3792,,
0.4396,,
0.5745,,
0.7803,,
0.2903,,
0.333,,
0.0026,,
0.6742,,
0.0012,,
0.0145,,
0.6742,,
0.0018,,
0.0688,,
0.0069,,
0.3576,,
0.4489,,
0.0083,,
0.8276,,
0.6932,,
0.4499,,
0.4288,,
0.312,,
0.8272,,
0.0175,,
0.0316,,
0.3817,,
0.0011,,
0.1459,,
0.0016,,
0.0009,,
0.0046,,
0.0038,,
0.1677,,
0.0149,,
0.1643,,
0.1509,,
0.5955,,
0.0031,,
0.1748,,
0.6733,,
0.692,,
0.5716,,
0.5829,,
0.6738,,
0.5952,,
0.5806,,
0.111,,
0.6723,,
0.294,,
0.5594,,
0.3817,,
0.693,,
0.7788,,
0.4458,,
0.5715,,
0.0003,,
0.5966,,
0.0318,,
0.7563,,
0.6741,,
0.7561,,
0.321,,
0.5813,,
0.0006,,
0.0012,,
0.4421,,
0.0613,,
0.0161,,
0.5792,,
0.0042,,
0.3012,,
0.4441,,
0.0011,,
0.6925,,
0.0005,,
0.4238,,
0.0003,,
0.1088,,
0.598,,
0.7535,,
0.001,,
0.0051,,
0.7789,,
0.0083,,
0.1448,,
0.4222,,
0.832,,
0.8323,,
0.0005,,
0.8325,,
0.001,,
0.0165,,
0.0165,,
0.692,,
0.0049,,
0.1694,,
0.1156,,
0.0175,,
0.294,,
0.7765,,
0.0096,,
0.2952,,
0.1264,,
0.6734,,
0.8274,,
0.6003,,
0.0859,,
0.0011,,
0.6743,,
0.4566,,
0.1279,,
0.0144,,
0.4417,,
0.6931,,
0.1619,,
0.0157,,
0.0017,,
0.8276,,
0.8329,,
0.0353,,
0.4467,,
0.5938,,
0.1216,,
0.0269,,
0.6738,,
0.6022,,
0.0491,,
0.0011,,
0.0187,,
0.5982,,
0.0319,,
0.1139,,
0.0008,,
0.3579,,
0.6926,,
0.6094,,
0.4309,,
0.832,,
0.1,,
0.5944,,
0.1167,,
0.0006,,
0.6005,,
0.0641,,
0.1026,,
0.0212,,
0.0025,,
0.017,,
0.5754,,
0.1849,,
0.7499,,
0.0705,,
0.5937,,
0.8328,,
0.0654,,
0.6931,,
0.3507,,
0.8322,,
0.0009,,
0.0033,,
0.022,,
0.0176,,
0.4463,,
0.5765,,
0.0188,,
0.7793,,
0.0045,,
0.0124,,
0.0006,,
0.5795,,
0.01,,
0.8328,,
0.4396,,
0.0708,,
0.0938,,
0.0308,,
0.1112,,
0.6937,,
0.0418,,
0.579,,
0.2891,,
0.8267,,
0.0016,,
0.0682,,
0.5822,,
0.0011,,
0.0021,,
0.5811,,
0.7473,,
0.33,,
0.4172,,
0.4255,,
0.0004,,
0.0066,,
0.6727,,
0.0185,,
0.4238,,
0.3209,,
0.6739,,
0.6732,,
0.089,,
0.8329,,
0.0016,,
0.0005,,
0.5772,,
0.0002,,
0.578,,
0.754,,
0.0054,,
0.0293,,
0.059,,
0.0682,,
0.1906,,
0.004,,
0.0153,,
0.0906,,
0.6935,,
0.1166,,
0.0049,,
0.0165,,
0.4238,,
0.6067,,
0.0085,,
0.0164,,
0.0013,,
0.0172,,
0.5943,,
0.0166,,
0.1643,,
0.3032,,
0.1166,,
0.0019,,
0.5982,,
0.1599,,
0.1187,,
0.0786,,
0.6726,,
0.2987,,
0.0947,,
0.0024,,
0.7563,,
0.0042,,
0.0465,,
0.6925,,
0.0026,,
0.001,,
0.6741,,
0.5962,,
0.3656,,
0.0173,,
0.5702,,
0.0107,,
0.1163,,
0.6936,,
0.8273,,
0.1134,,
