HAVE_CRYPTO,HAVE_HASH,HAVE_REPLICATION,HAVE_VERIFY,HAVE_SEQUENCE,HAVE_STATISTICS,DIAGNOSTIC,PAGESIZE,PS1K,PS4K,PS8K,PS16K,PS32K,CACHESIZE,CS32MB,CS16MB,CS64MB,CS512MB,Performance
Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,38.8527
N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,0.3938
Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,2.0589
N,N,Y,N,Y,N,N,Y,N,Y,N,N,N,Y,N,N,N,Y,0.4475
Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,3.2754
N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,0.3897
N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,2.1451
N,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,0.3828
N,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,Y,0.3642
N,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,0.5283
N,N,Y,N,Y,N,N,Y,N,N,Y,N,N,Y,N,N,Y,N,0.4992
Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,10.7181
Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,Y,N,6.5272
Y,N,Y,N,N,N,N,Y,N,N,N,N,Y,Y,N,Y,N,N,37.8200
N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,0.5679
Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,3.2095
N,N,N,Y,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,0.4484
N,N,N,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,0.4646
Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,10.7325
N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,0.4603
N,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,0.5399
Y,Y,N,N,N,N,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,10.9543
N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6448
Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,2.0730
Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,3.2520
Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,37.7236
Y,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,N,N,37.7909
N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,2.1609
N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,Y,0.5222
N,N,N,N,N,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,N,0.5019
N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,N,N,Y,N,0.5059
Y,N,N,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,6.5252
Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,38.8715
Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,39.0130
Y,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,N,20.0014
N,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,1.3058
N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,0.5255
Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,37.6792
N,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,0.5131
N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,0.6366
N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,0.3887
Y,Y,N,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,Y,N,N,10.9268
N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6332
Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,N,Y,39.0850
Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,38.8212
Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,5.8559
Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,2.0754
N,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,0.5292
Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,10.9242
Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,39.0244
Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,Y,N,N,Y,N,3.2042
N,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2584
Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,Y,10.7242
