time_passes,gvn,instcombine,inline,jump_threading,simplifycfg,sccp,print_used_types,ipsccp,iv_users,licm,Performance,[DomFlist],DomEst,RelErr
Y,Y,N,N,N,Y,Y,Y,N,N,N,227.44,[11N 3N 5N ],213.4133,0.0617
Y,N,N,N,N,Y,N,Y,N,Y,Y,214.65,[11Y 4N 9N ],245.2000,0.1423
Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,248.90,[11Y 4N 9N ],245.2000,0.0149
Y,N,N,N,Y,Y,N,N,N,N,N,205.95,[11N 3N 5Y ],209.0900,0.0152
Y,N,Y,Y,N,Y,Y,N,N,Y,N,231.25,[11N 3Y ],243.3333,0.0523
Y,N,N,N,Y,Y,Y,N,Y,Y,N,204.96,[11N 3N 5Y ],209.0900,0.0202
Y,N,N,N,N,Y,N,Y,N,Y,N,201.47,[11N 3N 5N ],213.4133,0.0593
Y,N,N,N,Y,N,Y,N,N,Y,Y,214.89,[11Y 4N 9N ],245.2000,0.1410
Y,Y,N,Y,Y,N,N,Y,N,Y,Y,244.85,[11Y 4Y 9N 8Y 9N ],249.1950,0.0177
Y,Y,N,Y,N,Y,N,N,N,N,N,242.16,[11N 3N 5N ],213.4133,0.1187
Y,N,Y,Y,N,N,Y,N,N,Y,Y,247.25,[11Y 4Y 9N 8N 2N ],267.9200,0.0836
Y,Y,N,N,Y,N,N,Y,N,N,Y,237.33,[11Y 4N 9N ],245.2000,0.0332
Y,Y,N,N,N,Y,N,N,N,N,N,230.74,[11N 3N 5N ],213.4133,0.0751
Y,N,N,Y,Y,Y,Y,N,N,N,N,217.47,[11N 3N 5Y ],209.0900,0.0385
Y,N,Y,Y,Y,Y,N,Y,N,N,N,229.30,[11N 3Y ],243.3333,0.0612
Y,N,Y,Y,N,N,N,Y,N,N,Y,248.90,[11Y 4Y 9N 8Y 9N ],249.1950,0.0012
Y,N,N,Y,Y,N,Y,N,Y,Y,Y,261.84,[11Y 4Y 9Y ],248.7050,0.0502
Y,Y,N,N,Y,Y,N,Y,N,N,N,227.94,[11N 3N 5Y ],209.0900,0.0827
Y,Y,Y,Y,N,Y,Y,Y,N,N,N,252.68,[11N 3Y ],243.3333,0.0370
Y,Y,Y,Y,N,N,Y,N,Y,N,Y,267.43,[11Y 4Y 9Y ],248.7050,0.0700
Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,262.95,[11Y 4Y 9Y ],248.7050,0.0542
Y,Y,N,Y,Y,N,Y,N,Y,N,Y,247.79,[11Y 4Y 9Y ],248.7050,0.0037
Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,250.40,[11Y 4Y 9Y ],248.7050,0.0068
Y,N,Y,N,N,Y,Y,N,Y,N,Y,232.64,[11Y 4N 9Y ],235.7950,0.0136
Y,Y,Y,N,Y,N,Y,Y,N,Y,N,240.41,[11N 3Y ],243.3333,0.0122
Y,Y,Y,N,N,N,Y,N,Y,N,Y,249.99,[11Y 4N 9Y ],235.7950,0.0568
Y,N,N,N,N,N,Y,N,Y,Y,N,202.23,[11N 3N 5N ],213.4133,0.0553
Y,N,N,Y,N,Y,Y,N,Y,Y,Y,263.13,[11Y 4Y 9Y ],248.7050,0.0548
Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,239.37,[11Y 4N 9Y ],235.7950,0.0149
Y,N,Y,Y,Y,N,Y,N,N,N,N,230.80,[11N 3Y ],243.3333,0.0543
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,247.31,[11Y 4Y 9Y ],248.7050,0.0056
Y,Y,Y,N,N,N,Y,N,Y,Y,Y,248.69,[11Y 4N 9Y ],235.7950,0.0519
Y,Y,Y,N,N,N,Y,N,N,Y,N,237.75,[11N 3Y ],243.3333,0.0235
Y,N,N,N,N,Y,Y,Y,Y,Y,Y,218.59,[11Y 4N 9Y ],235.7950,0.0787
Y,Y,N,Y,N,Y,Y,Y,Y,N,N,240.50,[11N 3N 5N ],213.4133,0.1126
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,267.17,[11Y 4Y 9Y ],248.7050,0.0691
Y,N,Y,N,Y,N,Y,Y,Y,Y,N,223.42,[11N 3Y ],243.3333,0.0891
Y,Y,N,Y,N,N,N,Y,N,Y,Y,247.63,[11Y 4Y 9N 8Y 9N ],249.1950,0.0063
Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,245.22,[11N 3Y ],243.3333,0.0077
Y,N,N,Y,N,N,Y,Y,Y,N,N,214.25,[11N 3N 5N ],213.4133,0.0039
Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,231.21,[11N 3Y ],243.3333,0.0524
Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,250.60,[11Y 4N 9Y ],235.7950,0.0591
Y,Y,Y,Y,N,Y,N,Y,N,N,Y,266.45,[11Y 4Y 9N 8Y 9N ],249.1950,0.0648
Y,Y,N,Y,Y,Y,N,N,N,N,N,257.54,[11N 3N 5Y ],209.0900,0.1881
Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,249.13,[11Y 4Y 9Y ],248.7050,0.0017
Y,N,Y,N,N,N,Y,Y,N,N,N,220.42,[11N 3Y ],243.3333,0.1040
Y,Y,Y,Y,N,N,Y,N,Y,Y,N,247.50,[11N 3Y ],243.3333,0.0168
Y,N,Y,Y,Y,N,Y,Y,Y,N,N,229.95,[11N 3Y ],243.3333,0.0582
Y,N,Y,N,Y,Y,Y,Y,N,Y,N,220.82,[11N 3Y ],243.3333,0.1020
Y,Y,N,N,Y,N,Y,Y,N,Y,N,224.30,[11N 3N 5Y ],209.0900,0.0678
Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,249.39,[11N 3Y ],243.3333,0.0243
Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,262.68,[11Y 4Y 9Y ],248.7050,0.0532
Y,Y,Y,Y,Y,N,Y,N,N,Y,N,251.41,[11N 3Y ],243.3333,0.0321
Y,Y,Y,N,N,N,Y,Y,N,N,Y,251.74,[11Y 4N 9N ],245.2000,0.0260
Y,Y,N,N,N,N,N,N,N,N,Y,267.43,[11Y 4N 9N ],245.2000,0.0831
Y,Y,N,Y,Y,Y,N,Y,N,N,Y,252.89,[11Y 4Y 9N 8Y 9N ],249.1950,0.0146
Y,N,N,Y,N,N,Y,N,Y,Y,N,211.39,[11N 3N 5N ],213.4133,0.0096
Y,N,Y,N,N,N,Y,Y,Y,N,N,221.10,[11N 3Y ],243.3333,0.1006
Y,N,Y,N,Y,Y,Y,N,Y,N,Y,234.56,[11Y 4N 9Y ],235.7950,0.0053
Y,Y,Y,Y,Y,Y,N,N,N,Y,N,248.54,[11N 3Y ],243.3333,0.0209
Y,N,N,N,N,N,Y,N,N,N,Y,217.40,[11Y 4N 9N ],245.2000,0.1279
Y,N,Y,N,Y,N,Y,N,Y,Y,N,222.37,[11N 3Y ],243.3333,0.0943
Y,N,Y,Y,Y,N,N,N,N,Y,N,225.34,[11N 3Y ],243.3333,0.0798
Y,Y,Y,N,N,Y,N,N,N,Y,Y,247.99,[11Y 4N 9N ],245.2000,0.0113
Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,252.75,[11Y 4Y 9Y ],248.7050,0.0160
Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,246.32,[11Y 4Y 9Y ],248.7050,0.0097
Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,232.96,[11N 3Y ],243.3333,0.0445
Y,N,N,Y,N,Y,Y,Y,Y,N,N,215.47,[11N 3N 5N ],213.4133,0.0095
Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,253.10,[11N 3Y ],243.3333,0.0386
Y,N,N,Y,N,N,Y,Y,N,N,N,212.52,[11N 3N 5N ],213.4133,0.0042
Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,243.44,[11N 3Y ],243.3333,0.0004
Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,255.62,[11N 3N 5Y ],209.0900,0.1820
Y,N,N,N,Y,N,Y,N,Y,Y,N,202.93,[11N 3N 5Y ],209.0900,0.0304
Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,260.33,[11Y 4Y 9Y ],248.7050,0.0447
Y,N,Y,N,N,N,Y,N,Y,Y,Y,236.60,[11Y 4N 9Y ],235.7950,0.0034
Y,N,Y,Y,N,Y,N,N,N,N,Y,252.27,[11Y 4Y 9N 8N 2N ],267.9200,0.0620
Y,N,N,N,N,Y,Y,N,Y,N,N,201.83,[11N 3N 5N ],213.4133,0.0574
Y,N,N,Y,Y,N,Y,N,N,Y,Y,264.18,[11Y 4Y 9N 8N 2N ],267.9200,0.0142
Y,Y,N,Y,N,Y,Y,N,N,Y,N,237.87,[11N 3N 5N ],213.4133,0.1028
Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,260.69,[11Y 4Y 9N 8Y 9N ],249.1950,0.0441
Y,N,N,N,Y,Y,Y,N,Y,Y,N,205.47,[11N 3N 5Y ],209.0900,0.0176
Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,248.63,[11Y 4N 9Y ],235.7950,0.0516
Y,N,N,N,Y,Y,N,Y,N,N,N,202.94,[11N 3N 5Y ],209.0900,0.0303
Y,Y,Y,Y,Y,N,N,N,N,Y,Y,260.17,[11Y 4Y 9N 8N 2Y ],262.7650,0.0100
Y,N,Y,N,Y,N,Y,N,N,Y,N,218.73,[11N 3Y ],243.3333,0.1125
Y,N,Y,Y,Y,Y,Y,N,N,N,N,224.51,[11N 3Y ],243.3333,0.0838
Y,Y,N,N,N,N,Y,N,N,Y,N,221.25,[11N 3N 5N ],213.4133,0.0354
Y,Y,Y,N,Y,N,Y,N,Y,N,Y,249.44,[11Y 4N 9Y ],235.7950,0.0547
Y,Y,Y,N,N,N,Y,N,Y,N,N,240.16,[11N 3Y ],243.3333,0.0132
Y,Y,N,Y,Y,Y,Y,N,N,Y,N,236.23,[11N 3N 5Y ],209.0900,0.1149
Y,Y,N,N,N,Y,Y,N,Y,Y,N,229.24,[11N 3N 5N ],213.4133,0.0690
Y,Y,Y,N,Y,Y,Y,N,N,N,N,246.50,[11N 3Y ],243.3333,0.0128
Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,236.58,[11Y 4N 9Y ],235.7950,0.0033
Y,N,N,N,Y,N,N,N,N,N,Y,220.80,[11Y 4N 9N ],245.2000,0.1105
Y,Y,N,Y,N,Y,Y,Y,N,Y,N,235.53,[11N 3N 5N ],213.4133,0.0939
Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,236.89,[11N 3N 5Y ],209.0900,0.1174
Y,Y,Y,N,Y,Y,Y,Y,N,N,N,244.61,[11N 3Y ],243.3333,0.0052
Y,Y,Y,N,Y,N,Y,N,Y,Y,N,240.22,[11N 3Y ],243.3333,0.0130
Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,250.24,[11Y 4N 9Y ],235.7950,0.0577
Y,Y,Y,N,Y,N,N,N,N,Y,Y,247.80,[11Y 4N 9N ],245.2000,0.0105
Y,Y,N,Y,N,Y,N,Y,N,N,Y,251.91,[11Y 4Y 9N 8Y 9N ],249.1950,0.0108
Y,N,Y,Y,N,Y,Y,N,N,N,N,231.39,[11N 3Y ],243.3333,0.0516
Y,Y,N,N,Y,N,Y,Y,Y,Y,N,228.72,[11N 3N 5Y ],209.0900,0.0858
Y,N,Y,N,N,N,Y,Y,Y,Y,Y,232.47,[11Y 4N 9Y ],235.7950,0.0143
Y,Y,Y,N,Y,N,N,N,N,Y,N,238.97,[11N 3Y ],243.3333,0.0183
