time_passes,gvn,instcombine,inline,jump_threading,simplifycfg,sccp,print_used_types,ipsccp,iv_users,licm,Performance,[DomFlist],DomEst,RelErr
Y,Y,N,N,N,N,N,N,N,N,N,234.68,[4N 2Y ],239.2890,0.0196
Y,Y,N,N,N,N,Y,N,Y,Y,N,223.68,[4N 2Y ],239.2890,0.0698
Y,N,Y,Y,N,Y,N,N,N,N,N,230.54,[4Y 11N 3Y ],248.2100,0.0766
Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,259.26,[4Y 11Y 10Y ],254.9156,0.0168
Y,N,Y,Y,Y,N,N,N,N,N,N,224.33,[4Y 11N 3Y ],248.2100,0.1065
Y,Y,Y,N,Y,Y,N,Y,N,N,N,244.28,[4N 2Y ],239.2890,0.0204
Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,251.81,[4N 2Y ],239.2890,0.0497
Y,N,Y,N,Y,Y,N,N,N,Y,N,218.12,[4N 2N 5Y ],219.2611,0.0052
Y,N,Y,Y,N,N,N,Y,N,N,N,229.28,[4Y 11N 3Y ],248.2100,0.0826
Y,N,N,N,N,Y,Y,Y,Y,N,N,204.73,[4N 2N 5N ],228.8867,0.1180
Y,N,N,N,N,N,N,Y,N,N,Y,216.64,[4N 2N 5N ],228.8867,0.0565
Y,Y,N,Y,N,Y,Y,N,Y,N,Y,250.26,[4Y 11Y 10N ],260.8727,0.0424
Y,Y,Y,Y,N,N,Y,N,Y,Y,N,247.50,[4Y 11N 3Y ],248.2100,0.0029
Y,N,N,N,Y,Y,Y,N,Y,Y,Y,218.40,[4N 2N 5Y ],219.2611,0.0039
Y,Y,Y,N,N,Y,Y,N,N,N,N,246.48,[4N 2Y ],239.2890,0.0292
Y,Y,Y,N,Y,Y,Y,N,N,Y,N,243.26,[4N 2Y ],239.2890,0.0163
Y,Y,N,Y,N,Y,N,N,N,N,N,242.16,[4Y 11N 3N ],226.7422,0.0637
Y,N,Y,Y,Y,N,Y,N,N,N,N,230.80,[4Y 11N 3Y ],248.2100,0.0754
Y,Y,N,N,Y,N,Y,N,Y,N,Y,236.98,[4N 2Y ],239.2890,0.0097
Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,223.52,[4Y 11N 3Y ],248.2100,0.1105
Y,N,N,Y,N,Y,N,N,N,N,N,218.15,[4Y 11N 3N ],226.7422,0.0394
Y,Y,N,Y,Y,N,Y,N,N,N,N,240.83,[4Y 11N 3N ],226.7422,0.0585
Y,Y,Y,Y,Y,N,N,N,N,N,N,243.78,[4Y 11N 3Y ],248.2100,0.0182
Y,Y,Y,N,N,Y,N,N,N,Y,Y,247.99,[4N 2Y ],239.2890,0.0351
Y,Y,N,N,N,N,Y,N,N,N,Y,237.13,[4N 2Y ],239.2890,0.0091
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,245.34,[4Y 11N 3Y ],248.2100,0.0117
Y,N,Y,N,Y,N,N,Y,N,N,Y,234.38,[4N 2N 5Y ],219.2611,0.0645
Y,N,Y,N,N,N,Y,N,N,Y,N,218.97,[4N 2N 5N ],228.8867,0.0453
Y,Y,Y,Y,N,N,Y,Y,N,N,Y,268.58,[4Y 11Y 10N ],260.8727,0.0287
Y,Y,N,Y,N,Y,Y,Y,N,Y,N,235.53,[4Y 11N 3N ],226.7422,0.0373
Y,Y,N,Y,Y,Y,Y,N,N,Y,N,236.23,[4Y 11N 3N ],226.7422,0.0402
Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,255.47,[4Y 11N 3Y ],248.2100,0.0284
Y,Y,Y,N,N,Y,Y,Y,N,Y,N,240.98,[4N 2Y ],239.2890,0.0070
Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,269.47,[4Y 11Y 10Y ],254.9156,0.0540
Y,N,N,N,Y,N,N,N,N,N,Y,220.80,[4N 2N 5Y ],219.2611,0.0070
Y,Y,N,N,N,N,Y,N,N,Y,Y,230.47,[4N 2Y ],239.2890,0.0383
Y,N,Y,Y,Y,N,Y,Y,Y,N,N,229.56,[4Y 11N 3Y ],248.2100,0.0812
Y,N,Y,Y,N,N,Y,Y,Y,N,N,230.69,[4Y 11N 3Y ],248.2100,0.0759
Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,250.43,[4Y 11Y 10N ],260.8727,0.0417
Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,248.58,[4Y 11Y 10Y ],254.9156,0.0255
Y,N,Y,N,Y,N,Y,N,N,N,Y,236.74,[4N 2N 5Y ],219.2611,0.0738
Y,N,Y,Y,N,Y,N,Y,N,Y,Y,246.65,[4Y 11Y 10Y ],254.9156,0.0335
Y,N,N,Y,N,Y,Y,N,N,Y,Y,258.90,[4Y 11Y 10Y ],254.9156,0.0154
Y,Y,N,Y,N,Y,Y,N,Y,Y,N,235.35,[4Y 11N 3N ],226.7422,0.0366
Y,N,Y,N,N,Y,N,N,N,N,N,224.73,[4N 2N 5N ],228.8867,0.0185
Y,Y,Y,Y,N,Y,Y,N,N,N,Y,267.28,[4Y 11Y 10N ],260.8727,0.0240
Y,Y,N,Y,Y,Y,N,Y,N,N,Y,252.89,[4Y 11Y 10N ],260.8727,0.0316
Y,N,N,N,Y,Y,Y,Y,Y,N,Y,217.40,[4N 2N 5Y ],219.2611,0.0086
Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,248.74,[4Y 11Y 10Y ],254.9156,0.0248
Y,Y,N,Y,Y,N,N,Y,N,Y,Y,244.85,[4Y 11Y 10Y ],254.9156,0.0411
Y,N,Y,Y,N,Y,Y,N,N,Y,Y,251.20,[4Y 11Y 10Y ],254.9156,0.0148
Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,247.26,[4Y 11Y 10Y ],254.9156,0.0310
Y,Y,Y,N,N,N,N,Y,N,N,Y,252.18,[4N 2Y ],239.2890,0.0511
Y,N,N,N,N,N,Y,N,Y,Y,N,205.13,[4N 2N 5N ],228.8867,0.1158
Y,N,N,N,N,Y,Y,N,Y,N,N,201.83,[4N 2N 5N ],228.8867,0.1341
Y,Y,Y,Y,N,N,N,N,N,Y,N,244.91,[4Y 11N 3Y ],248.2100,0.0135
Y,Y,N,N,N,N,N,N,N,N,Y,267.43,[4N 2Y ],239.2890,0.1052
Y,N,N,N,Y,Y,N,Y,N,N,Y,215.20,[4N 2N 5Y ],219.2611,0.0189
Y,Y,N,N,Y,Y,N,N,N,Y,Y,232.22,[4N 2Y ],239.2890,0.0304
Y,N,N,Y,N,Y,Y,Y,N,N,Y,267.17,[4Y 11Y 10N ],260.8727,0.0236
Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,251.52,[4Y 11Y 10Y ],254.9156,0.0135
Y,N,Y,N,N,Y,N,Y,N,N,N,224.18,[4N 2N 5N ],228.8867,0.0210
Y,Y,N,N,Y,Y,N,N,N,N,N,229.86,[4N 2Y ],239.2890,0.0410
Y,Y,N,N,Y,Y,N,Y,N,Y,Y,235.57,[4N 2Y ],239.2890,0.0158
Y,N,Y,N,Y,N,Y,N,Y,N,Y,232.47,[4N 2N 5Y ],219.2611,0.0568
Y,Y,N,N,N,Y,Y,N,Y,Y,Y,234.67,[4N 2Y ],239.2890,0.0197
Y,Y,N,N,N,Y,N,N,N,Y,Y,231.22,[4N 2Y ],239.2890,0.0349
Y,Y,Y,N,N,Y,Y,Y,N,N,Y,255.32,[4N 2Y ],239.2890,0.0628
Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,252.87,[4N 2Y ],239.2890,0.0537
Y,Y,Y,N,N,N,N,N,N,Y,Y,246.33,[4N 2Y ],239.2890,0.0286
Y,N,Y,N,Y,Y,Y,N,Y,N,N,222.16,[4N 2N 5Y ],219.2611,0.0130
Y,N,N,N,N,N,Y,N,Y,N,N,201.15,[4N 2N 5N ],228.8867,0.1379
Y,N,N,N,Y,N,Y,N,N,N,Y,219.31,[4N 2N 5Y ],219.2611,0.0002
Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,239.51,[4Y 11N 3N ],226.7422,0.0533
Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,250.68,[4Y 11N 3Y ],248.2100,0.0099
Y,Y,Y,N,Y,Y,N,Y,N,Y,N,240.21,[4N 2Y ],239.2890,0.0038
Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,250.49,[4Y 11N 3Y ],248.2100,0.0091
Y,Y,N,Y,N,N,Y,N,N,N,Y,253.98,[4Y 11Y 10N ],260.8727,0.0271
Y,Y,Y,N,N,N,Y,Y,Y,Y,N,241.70,[4N 2Y ],239.2890,0.0100
Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,254.42,[4N 2Y ],239.2890,0.0595
Y,Y,N,N,N,Y,Y,N,Y,N,N,224.34,[4N 2Y ],239.2890,0.0666
Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,250.40,[4Y 11Y 10N ],260.8727,0.0418
Y,Y,Y,Y,Y,N,Y,N,N,N,Y,266.48,[4Y 11Y 10N ],260.8727,0.0210
Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,249.60,[4Y 11Y 10Y ],254.9156,0.0213
Y,Y,Y,N,N,Y,Y,N,Y,N,Y,253.74,[4N 2Y ],239.2890,0.0570
Y,Y,Y,N,Y,Y,N,N,N,Y,Y,249.37,[4N 2Y ],239.2890,0.0404
Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,249.34,[4Y 11N 3Y ],248.2100,0.0045
Y,N,N,Y,Y,N,Y,N,Y,Y,Y,261.84,[4Y 11Y 10Y ],254.9156,0.0264
Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,269.47,[4Y 11Y 10N ],260.8727,0.0319
Y,N,N,Y,N,N,Y,N,Y,N,N,209.70,[4Y 11N 3N ],226.7422,0.0813
Y,Y,N,Y,N,Y,N,Y,N,N,Y,251.91,[4Y 11Y 10N ],260.8727,0.0356
Y,N,Y,N,Y,Y,Y,Y,Y,N,N,219.77,[4N 2N 5Y ],219.2611,0.0023
Y,Y,N,N,Y,N,Y,Y,Y,N,N,230.13,[4N 2Y ],239.2890,0.0398
Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,251.00,[4Y 11N 3Y ],248.2100,0.0111
Y,Y,Y,N,N,N,Y,N,N,Y,N,237.75,[4N 2Y ],239.2890,0.0065
Y,N,N,Y,Y,N,N,Y,N,Y,Y,257.68,[4Y 11Y 10Y ],254.9156,0.0107
Y,N,Y,Y,Y,Y,Y,N,N,N,N,224.51,[4Y 11N 3Y ],248.2100,0.1056
Y,N,N,N,N,Y,Y,N,Y,N,Y,214.28,[4N 2N 5N ],228.8867,0.0682
Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,236.38,[4N 2Y ],239.2890,0.0123
Y,N,Y,Y,Y,N,N,Y,N,N,Y,249.49,[4Y 11Y 10N ],260.8727,0.0456
Y,N,Y,Y,N,N,Y,N,N,N,Y,250.16,[4Y 11Y 10N ],260.8727,0.0428
Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,218.62,[4Y 11N 3N ],226.7422,0.0372
Y,Y,Y,N,N,N,Y,N,N,N,Y,252.84,[4N 2Y ],239.2890,0.0536
Y,Y,N,Y,N,N,Y,Y,N,N,Y,255.17,[4Y 11Y 10N ],260.8727,0.0223
Y,Y,Y,N,N,Y,N,Y,N,Y,Y,250.34,[4N 2Y ],239.2890,0.0441
Y,Y,N,N,Y,N,Y,N,N,N,N,231.19,[4N 2Y ],239.2890,0.0350
Y,N,N,Y,Y,N,Y,N,Y,Y,N,213.85,[4Y 11N 3N ],226.7422,0.0603
