0.5143,,0.1429
0.1724,,0.230145652
0.0968,,
0.1,,
0.1724,,
0.4516,,
0.4848,,
0.4706,,
0.3929,,
0.0625,,
0.5211,,
0.3061,,
0.0286,,
0.1282,,
0.5325,,
0.0303,,
0.2,,
0.4516,,
0.4925,,
0.027,,
0.0556,,
0.1429,,
0.5278,,
0.15,,
0.122,,
0.5068,,
0,,
0.027,,
0.1,,
0.027,,
0.122,,
0.4857,,
0.2174,,
0.0625,,
0.0303,,
0.122,,
0.0968,,
0.2273,,
0.0303,,
0.1429,,
0.5072,,
0.4333,,
0.5909,,
0.1429,,
0.0556,,
0.0968,,
0.0811,,
0.5278,,
0.234,,
0.0588,,
0.4688,,
0.027,,
0.1333,,
0.4769,,
0.5342,,
0.4545,,
0.0286,,
0.0526,,
0.2174,,
0.122,,
0.1282,,
0.15,,
0.4426,,
0.5072,,
0,,
0.0968,,
0.0286,,
0.1724,,
0.561,,
0.4688,,
0.493,,
0.0968,,
0.4035,,
0.3571,,
0.52,,
0.4098,,
0.5405,,
0.0968,,
0.5663,,
0.4545,,
0.4783,,
0.5526,,
0.4545,,
0.2143,,
0.4769,,
0.1053,,
0.1724,,
0.027,,
0.1053,,
0.0526,,
0.0286,,
0.1282,,
0,,
0.5526,,
0.4375,,
0.0625,,
0.3793,,
0.4603,,
0.5443,,
0.1628,,
0.4237,,
0.122,,
0.122,,
0.234,,
0.122,,
0.0811,,
0.0286,,
0.1333,,
0.493,,
0.0769,,
0.0769,,
0.0625,,
0.0303,,
0.5556,,
0.1,,
0.1,,
0.1,,
0.4237,,
0.4462,,
0.1333,,
0.0625,,
0.1818,,
0.4603,,
0.1333,,
0,,
0.0625,,
0.4516,,
0.2,,
0,,
0.55,,
0.4857,,
0.234,,
0.2,,
0.3704,,
0.0286,,
0.0526,,
0.0526,,
0.5641,,
0.0968,,
0.1,,
0.4603,,
0.0286,,
0,,
0.5068,,
0.027,,
0.1,,
0.0625,,
0.5278,,
0,,
0,,
0.1429,,
0.1,,
0.1053,,
0.1333,,
0,,
0.2143,,
0.0556,,
0.1,,
0.1,,
0.0526,,
0.1333,,
0.32,,
0.0588,,
0.2653,,
0.122,,
0.0556,,
0.1818,,
0.4857,,
0.1429,,
0.0625,,
0,,
0.5135,,
0.0303,,
0.0303,,
0.5342,,
0.2174,,
0.0588,,
0.1628,,
0.1818,,
0.4286,,
0.4098,,
0.4706,,
0.0909,,
0.5556,,
