time_passes,gvn,instcombine,inline,jump_threading,simplifycfg,sccp,print_used_types,ipsccp,iv_users,licm,Performance,[DomFlist],DomEst,RelErr
Y,Y,N,N,Y,N,N,N,N,N,Y,256.22,[4N 11Y 5Y ],251.5571,0.0182
Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,246.32,[4Y 11Y ],262.9080,0.0673
Y,Y,N,N,N,Y,Y,N,Y,N,N,224.34,[4N 11N 6Y ],243.9809,0.0875
Y,Y,Y,N,N,Y,Y,N,Y,Y,N,242.43,[4N 11N 6Y ],243.9809,0.0064
Y,N,Y,N,Y,N,N,N,N,Y,Y,231.32,[4N 11Y 5Y ],251.5571,0.0875
Y,N,N,N,N,Y,Y,Y,N,N,Y,215.48,[4N 11Y 5N ],250.5475,0.1627
Y,Y,N,Y,N,Y,N,N,N,Y,Y,245.79,[4Y 11Y ],262.9080,0.0696
Y,N,N,Y,N,Y,N,Y,N,N,Y,263.58,[4Y 11Y ],262.9080,0.0025
Y,N,N,N,Y,Y,Y,N,Y,Y,N,205.47,[4N 11N 6Y ],243.9809,0.1874
Y,N,N,Y,Y,Y,N,N,N,N,N,216.37,[4Y 11N 6Y ],252.5050,0.1670
Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,249.83,[4Y 11Y ],262.9080,0.0523
Y,N,Y,N,N,N,Y,N,Y,Y,N,222.87,[4N 11N 6N ],241.4010,0.0831
Y,Y,N,Y,Y,N,Y,N,Y,N,N,237.50,[4Y 11N 6N ],250.6112,0.0552
Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,250.49,[4Y 11N 6N ],250.6112,0.0005
Y,N,N,Y,N,Y,Y,N,N,Y,Y,258.90,[4Y 11Y ],262.9080,0.0155
Y,Y,N,N,Y,N,N,Y,N,N,Y,237.33,[4N 11Y 5Y ],251.5571,0.0599
Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,241.78,[4N 11N 6Y ],243.9809,0.0091
Y,N,Y,Y,Y,Y,Y,N,N,N,Y,268.55,[4Y 11Y ],262.9080,0.0210
Y,N,Y,Y,N,N,N,N,N,Y,N,224.49,[4Y 11N 6N ],250.6112,0.1164
Y,N,N,N,Y,N,N,N,N,N,Y,220.80,[4N 11Y 5Y ],251.5571,0.1393
Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,251.15,[4Y 11Y ],262.9080,0.0468
Y,N,Y,Y,Y,Y,N,N,N,N,N,223.77,[4Y 11N 6Y ],252.5050,0.1284
