time_passes,gvn,instcombine,inline,jump_threading,simplifycfg,sccp,print_used_types,ipsccp,iv_users,licm,Performance,[DomFlist],DomEst,RelErr
Y,N,Y,N,N,Y,Y,Y,Y,N,N,221.26,[2N 11N ],226.2660,0.0226
Y,Y,Y,N,N,N,Y,N,Y,Y,N,241.97,[2Y 11N ],247.0927,0.0212
Y,Y,Y,Y,Y,N,Y,N,N,N,Y,266.48,[2Y 11Y ],258.1840,0.0311
Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,231.21,[2N 11N ],226.2660,0.0214
Y,Y,N,N,N,Y,Y,Y,N,N,Y,235.85,[2Y 11Y ],258.1840,0.0947
Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,240.54,[2Y 11N ],247.0927,0.0272
Y,N,N,Y,Y,Y,N,N,N,N,N,216.37,[2N 11N ],226.2660,0.0457
Y,N,N,Y,Y,N,Y,N,N,Y,N,215.31,[2N 11N ],226.2660,0.0509
Y,Y,Y,N,Y,Y,Y,N,Y,N,N,243.96,[2Y 11N ],247.0927,0.0128
Y,N,N,Y,N,N,N,N,N,N,Y,220.87,[2N 11Y ],242.9750,0.1001
Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,248.58,[2N 11Y ],242.9750,0.0225
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,253.67,[2Y 11Y ],258.1840,0.0178
Y,Y,Y,Y,N,N,Y,N,N,Y,Y,261.90,[2Y 11Y ],258.1840,0.0142
Y,Y,N,N,Y,N,Y,N,Y,Y,N,224.53,[2Y 11N ],247.0927,0.1005
Y,N,Y,N,N,Y,N,Y,N,Y,N,218.56,[2N 11N ],226.2660,0.0353
Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,251.24,[2N 11Y ],242.9750,0.0329
Y,N,N,Y,Y,N,Y,Y,Y,N,N,214.15,[2N 11N ],226.2660,0.0566
Y,N,N,N,Y,Y,Y,Y,Y,N,N,204.29,[2N 11N ],226.2660,0.1076
Y,N,Y,N,Y,N,N,Y,N,N,N,221.78,[2N 11N ],226.2660,0.0202
Y,N,Y,N,Y,Y,N,N,N,N,N,233.28,[2N 11N ],226.2660,0.0301
