Check_none,Check_crc64,Check_sha256,Check_crc32,Preset_0,Preset_-2,Preset_-5,Preset_-6,Preset_-7,Preset_-8,Preset_-9,Preset_-3,Preset_-1,Preset_-4,extreme,sparse,PERF
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,132.672
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,132.242
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,34.33
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,167.91
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,169.40
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,72.008
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71.824
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,186.106
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,185.826
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,90.722
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90.248
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,193.356
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,193.678
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34.472
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,92.81
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93.564
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,195.126
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,196.172
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,94.87
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,94.768
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,198.328
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,197.562
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,96.684
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98.624
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,160.188
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,134.414
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,134.716
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,22.298
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23.032
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,154.442
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,154.368
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,28.18
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,28.344
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,164.288
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,164.136
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,160.168
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,36.314
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,36.318
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,161.786
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,161.778
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,47.596
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,47.446
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,174.798
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,174.274
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,59.674
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,59.924
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,45.764
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,169.756
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,169.356
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,73.602
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,73.942
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,187.596
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,187.702
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,93.452
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,93.456
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,196.05
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,195.62
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45.816
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,94.492
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,95.348
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,199.606
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,198.808
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,96.444
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,96.488
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,198.666
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,199.29
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,97.986
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,97.984
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,173.994
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,172.83
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,58.25
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59.724
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22.796
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,168.25
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,168.884
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,72.156
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72.17
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,186.518
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,186.55
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,90.474
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91.196
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,194.212
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,194.248
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.47
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,92.932
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93.062
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,195.52
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,195.62
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,94.858
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,94.606
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,197.206
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,197.52
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,96.586
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,97.476
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,156.612
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,133.096
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,134.086
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,20.95
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,21.832
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,153.032
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,153.522
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,26.48
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,26.614
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,172.272
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,162.438
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,152.502
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,34.834
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,34.89
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,160.758
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,165.26
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,46.366
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,46.084
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,173.994
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,173.20
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,58.558
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,59.692
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.384
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,169.71
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,168.178
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,72.126
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,72.052
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,186.498
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,186.378
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,90.60
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,90.796
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,198.076
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,194.038
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.338
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,93.668
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,94.30
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,196.228
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,196.388
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,95.32
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,95.918
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,198.36
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,197.662
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,96.27
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,95.986
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,162.986
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,133.834
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,132.82
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20.688
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.756
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,153.17
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,153.452
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.952
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.72
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,162.904
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,163.38
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,162.676
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35.018
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35.124
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,160.90
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,160.688
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48.054
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46.402
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,174.438
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,173.708
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,58.774
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58.88
