Check_none,Check_crc64,Check_sha256,Check_crc32,Preset_0,Preset_-2,Preset_-5,Preset_-6,Preset_-7,Preset_-8,Preset_-9,Preset_-3,Preset_-1,Preset_-4,extreme,sparse,PERF
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,25.872
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,25.874
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.90
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,31.394
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,31.42
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13.266
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.256
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,33.856
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,33.888
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16.716
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.688
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,34.69
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,34.632
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.888
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16.884
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.918
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,34.732
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,34.818
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,16.97
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.954
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,34.978
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,35.042
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17.174
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.194
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,30.544
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,26.202
