Check_none,Check_crc64,Check_sha256,Check_crc32,Preset_0,Preset_-2,Preset_-5,Preset_-6,Preset_-7,Preset_-8,Preset_-9,Preset_-3,Preset_-1,Preset_-4,extreme,sparse,PERF
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,91.09
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,91.01
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18.254
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,108.418
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,108.608
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,43.13
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43.076
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,118.006
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,117.946
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,54.36
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54.366
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,120.422
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,120.492
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.378
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,54.97
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54.898
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,121.008
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,120.972
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,55.454
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55.562
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,121.76
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,121.718
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,56.158
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56.16
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,105.482
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,92.234
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,92.27
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,11.76
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11.746
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,104.606
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,104.614
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,15.386
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.378
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,109.832
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,109.802
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,105.494
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,19.492
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19.504
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,106.818
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,106.738
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,24.696
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,24.762
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,114.068
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,114.076
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,35.294
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,35.304
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23.444
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,109.402
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,109.482
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,44.166
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,44.146
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,118.97
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,118.974
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,55.44
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,55.43
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,121.492
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,121.456
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23.436
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,55.944
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,55.952
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,122.004
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,122.076
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,56.472
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,56.414
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,122.78
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,122.768
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,57.17
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,57.204
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,112.816
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,112.866
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,34.308
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.02
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10.39
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,108.174
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,108.196
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,42.90
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42.918
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,117.706
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,117.69
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,54.148
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54.132
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,120.35
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,120.22
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.402
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,54.722
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54.684
