Check_none,Check_crc64,Check_sha256,Check_crc32,Preset_0,Preset_-2,Preset_-5,Preset_-6,Preset_-7,Preset_-8,Preset_-9,Preset_-3,Preset_-1,Preset_-4,extreme,sparse,PERF
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,22.568
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,23.104
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.13
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,27.42
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,27.312
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11.556
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.566
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,29.398
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,29.402
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14.522
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.508
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,30.314
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30.31
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.12
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14.984
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.82
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30.696
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,30.276
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14.996
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.838
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,30.632
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30.85
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15.092
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.944
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,26.68
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,22.692
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,23.022
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3.046
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.096
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,25.372
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,25.906
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3.248
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.252
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,27.78
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,27.074
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,26.666
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4.426
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.44
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,26.83
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,26.792
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5.754
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.778
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,28.40
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,28.668
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,9.446
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9.458
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.434
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,27.862
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,27.95
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,11.772
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12.114
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,29.88
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,29.642
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,15.132
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,14.964
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,30.346
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,30.586
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.454
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,15.112
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.236
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,30.816
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,30.598
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,15.268
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.082
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,30.938
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,30.858
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,15.214
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15.198
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,28.466
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,28.284
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8.974
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.98
