no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance,[DomFlist],DomEst,RelErr
Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,272.003,[15N 5N ],599.3168,1.2033
Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,275.390,[15N 5N ],599.3168,1.1762
Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,N,246.237,[15N 5N ],599.3168,1.4339
Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,715.737,[15N 5Y ],727.9406,0.0171
Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,369.810,[15Y 2Y ],463.6483,0.2537
Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,264.330,[15N 5Y ],727.9406,1.7539
Y,Y,N,N,N,Y,Y,N,Y,N,N,Y,Y,N,N,Y,561.847,[15N 5N ],599.3168,0.0667
Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,363.937,[15Y 2Y ],463.6483,0.2740
Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,821.527,[15N 5Y ],727.9406,0.1139
Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,498.827,[15N 5N ],599.3168,0.2015
Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,687.033,[15N 5N ],599.3168,0.1277
Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,456.437,[15Y 2Y ],463.6483,0.0158
Y,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,742.463,[15N 5Y ],727.9406,0.0196
Y,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,741.887,[15N 5Y ],727.9406,0.0188
Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,463.500,[15Y 2Y ],463.6483,0.0003
Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,672.413,[15N 5Y ],727.9406,0.0826
Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,361.703,[15Y 2Y ],463.6483,0.2818
Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,462.740,[15Y 2Y ],463.6483,0.0020
Y,Y,N,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,257.450,[15N 5N ],599.3168,1.3279
Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,482.040,[15Y 2N ],491.0172,0.0186
Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,295.427,[15N 5N ],599.3168,1.0286
Y,N,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,576.410,[15N 5N ],599.3168,0.0397
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,476.127,[15Y 2N ],491.0172,0.0313
Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,773.670,[15N 5Y ],727.9406,0.0591
Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,299.703,[15N 5Y ],727.9406,1.4289
Y,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,270.657,[15N 5N ],599.3168,1.2143
Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,615.093,[15N 5Y ],727.9406,0.1835
Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,295.423,[15N 5N ],599.3168,1.0287
Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,581.513,[15N 5N ],599.3168,0.0306
Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,429.257,[15Y 2Y ],463.6483,0.0801
Y,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,439.107,[15Y 2N ],491.0172,0.1182
Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,252.780,[15N 5Y ],727.9406,1.8797
Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,432.030,[15Y 2Y ],463.6483,0.0732
Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,645.540,[15N 5Y ],727.9406,0.1276
Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,712.810,[15N 5N ],599.3168,0.1592
Y,N,N,Y,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,516.220,[15Y 2N ],491.0172,0.0488
Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,432.677,[15Y 2N ],491.0172,0.1348
Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,680.727,[15N 5N ],599.3168,0.1196
Y,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,741.590,[15N 5Y ],727.9406,0.0184
Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,N,420.010,[15Y 2Y ],463.6483,0.1039
Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,291.010,[15N 5Y ],727.9406,1.5014
Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,310.793,[15N 5Y ],727.9406,1.3422
Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,610.823,[15N 5N ],599.3168,0.0188
Y,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,257.927,[15N 5N ],599.3168,1.3236
Y,N,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,508.767,[15N 5N ],599.3168,0.1780
Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,581.717,[15N 5N ],599.3168,0.0303
Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,517.123,[15Y 2N ],491.0172,0.0505
Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,492.130,[15N 5N ],599.3168,0.2178
Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,275.923,[15N 5N ],599.3168,1.1720
Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,544.823,[15Y 2Y ],463.6483,0.1490
Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,715.993,[15N 5N ],599.3168,0.1630
Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,310.607,[15N 5Y ],727.9406,1.3436
Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,254.033,[15N 5N ],599.3168,1.3592
Y,N,Y,Y,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,295.353,[15N 5N ],599.3168,1.0292
Y,Y,N,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,492.307,[15Y 2Y ],463.6483,0.0582
Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,543.463,[15Y 2Y ],463.6483,0.1469
Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,N,383.260,[15Y 2N ],491.0172,0.2812
Y,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,821.757,[15N 5Y ],727.9406,0.1142
Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,425.247,[15Y 2Y ],463.6483,0.0903
Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,N,244.230,[15N 5N ],599.3168,1.4539
Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,485.583,[15Y 2Y ],463.6483,0.0452
Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,615.060,[15N 5Y ],727.9406,0.1835
Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,260.550,[15N 5Y ],727.9406,1.7939
Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,299.867,[15N 5Y ],727.9406,1.4275
Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,807.437,[15N 5Y ],727.9406,0.0985
Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,426.527,[15Y 2Y ],463.6483,0.0870
Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,611.600,[15N 5Y ],727.9406,0.1902
Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,291.587,[15N 5Y ],727.9406,1.4965
