no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,809.807
Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,734.210
Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,Y,683.520
Y,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,818.040
Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,773.437
Y,N,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,726.790
Y,N,N,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,745.597
Y,Y,N,N,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,687.600
Y,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,612.970
Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,N,Y,583.527
Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,780.930
Y,N,N,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,Y,726.917
Y,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,741.590
Y,Y,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,588.540
Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,707.597
Y,Y,N,N,N,Y,N,N,Y,N,N,Y,Y,N,N,Y,687.473
Y,Y,N,Y,N,N,N,N,Y,N,N,Y,Y,N,N,Y,590.550
Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,705.397
Y,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,742.463
Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,807.273
Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,773.387
Y,N,N,N,N,Y,N,N,Y,N,N,Y,Y,N,N,Y,721.873
Y,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,613.447
Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,Y,N,N,Y,680.563
Y,Y,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,587.773
Y,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,744.893
Y,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,Y,607.927
Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,715.993
Y,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,581.813
Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,Y,584.977
Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,680.557
Y,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,713.577
Y,N,Y,N,N,Y,N,N,Y,N,N,Y,Y,N,N,Y,712.870
Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,775.810
Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,817.990
Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,783.877
Y,N,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,731.760
Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,821.760
