0.8889,,0.1414
0.3793,,0.352871779
0.7172,,
0.1005,,
0.2762,,
0.2581,,
0.9879,,
0.0256,,
0.0685,,
0.018,,
0.1453,,
0.0092,,
0.0038,,
0.4167,,
0.5402,,
0.773,,
0.05,,
0.0388,,
0.0395,,
0.0762,,
0.9895,,
0.0761,,
0.1409,,
1.1867,,
0.3333,,
0.5774,,
1.1161,,
0.0583,,
0.0811,,
0.0182,,
0.3137,,
0.1754,,
0.0833,,
0.5429,,
0.6085,,
0.5057,,
0.018,,
0.4909,,
0.1439,,
0.6667,,
0.0754,,
1.0703,,
0.0813,,
0.0395,,
0.0516,,
0.6085,,
0.071,,
0.0629,,
0.7434,,
0.1696,,
0.1414,,
1.0238,,
0,,
0.0925,,
0.2407,,
0.0685,,
0.5774,,
0.9895,,
1.05,,
0.8889,,
0.6435,,
0.8889,,
0.1135,,
0,,
0.0536,,
0.7182,,
0.1812,,
0.0038,,
0.3958,,
0.9879,,
0.453,,
0.0353,,
1.0238,,
0.0356,,
0.0308,,
0.0536,,
0.6667,,
0.0892,,
0.0493,,
0.4578,,
0.025,,
0.2188,,
0.0667,,
1.0703,,
1.16,,
0.0583,,
0.078,,
0.05,,
0.64,,
0.0526,,
0.1146,,
0.0714,,
0.1771,,
0.6435,,
0.1014,,
0.64,,
0.0399,,
0.0488,,
0.6821,,
0.828,,
0.1453,,
0.1167,,
0.0685,,
0.0399,,
0.0053,,
0.0762,,
0.0494,,
0.0058,,
0.3448,,
0.1143,,
0.055,,
0.8889,,
0.6,,
0.9485,,
0.7708,,
0.0352,,
0.0667,,
1.05,,
0.2,,
0.7263,,
0.7581,,
1.2235,,
0.0356,,
0.0119,,
0.5774,,
1.2235,,
0.8222,,
0.0583,,
0.1078,,
1.0432,,
0.6085,,
0.6159,,
0.0209,,
0.1333,,
0.0488,,
0.2072,,
0.5315,,
0.1005,,
0.0761,,
0.0152,,
1.1,,
0.0583,,
0.05,,
1.0076,,
0.0053,,
0.1471,,
0.0884,,
0.9485,,
0.8743,,
0.0556,,
0.1032,,
0.0395,,
0.0263,,
0.3793,,
0.1414,,
0.0092,,
0.0536,,
0.3535,,
0.025,,
0.2903,,
1.1371,,
0.4409,,
0.023,,
