Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,Y,Y,N,Y,Y,Y,N,N,1680,[3Y 9N 8N ],1930.0000,0.1488
Y,N,Y,Y,Y,N,Y,N,Y,1110,[3Y 9Y ],1230.0000,0.1081
Y,N,N,N,Y,N,Y,N,Y,1200,[3N 2N ],1220.0000,0.0167
Y,Y,N,Y,N,Y,N,Y,N,990,[3N 2Y 7N 8Y ],1005.0000,0.0152
Y,Y,Y,Y,N,N,Y,N,Y,1170,[3Y 9Y ],1230.0000,0.0513
Y,Y,N,Y,N,N,N,Y,N,1110,[3N 2Y 7N 8Y ],1005.0000,0.0946
Y,N,Y,Y,N,N,Y,N,N,2130,[3Y 9N 8N ],1930.0000,0.0939
Y,N,N,N,N,Y,N,N,N,1080,[3N 2N ],1220.0000,0.1296
Y,N,Y,N,N,Y,Y,N,N,1680,[3Y 9N 8N ],1930.0000,0.1488
Y,Y,N,N,Y,N,Y,Y,N,1050,[3N 2Y 7Y ],900.0000,0.1429
Y,Y,N,Y,N,N,N,N,Y,990,[3N 2Y 7N 8N ],980.0000,0.0101
Y,N,N,Y,N,N,Y,N,N,1230,[3N 2N ],1220.0000,0.0081
Y,N,N,Y,N,Y,Y,N,Y,1050,[3N 2N ],1220.0000,0.1619
Y,N,N,N,Y,N,N,Y,N,1410,[3N 2N ],1220.0000,0.1348
Y,Y,Y,N,Y,Y,Y,Y,N,1920,[3Y 9N 8Y ],2295.0000,0.1953
Y,N,Y,N,N,Y,Y,N,Y,1260,[3Y 9Y ],1230.0000,0.0238
Y,N,Y,N,N,N,N,N,Y,1200,[3Y 9Y ],1230.0000,0.0250
Y,Y,N,Y,Y,N,Y,N,N,990,[3N 2Y 7Y ],900.0000,0.0909
Y,Y,N,N,N,Y,Y,Y,N,930,[3N 2Y 7Y ],900.0000,0.0323
Y,Y,Y,N,Y,N,Y,N,Y,1170,[3Y 9Y ],1230.0000,0.0513
Y,N,N,N,N,Y,N,N,Y,1050,[3N 2N ],1220.0000,0.1619
Y,Y,N,N,N,N,Y,Y,N,1020,[3N 2Y 7Y ],900.0000,0.1176
Y,Y,Y,N,Y,Y,N,N,Y,1080,[3Y 9Y ],1230.0000,0.1389
Y,N,N,N,Y,Y,Y,N,N,990,[3N 2N ],1220.0000,0.2323
Y,N,Y,Y,Y,N,Y,Y,N,2430,[3Y 9N 8Y ],2295.0000,0.0556
Y,Y,N,Y,N,Y,Y,N,Y,870,[3N 2Y 7Y ],900.0000,0.0345
Y,N,Y,N,Y,Y,Y,Y,N,2100,[3Y 9N 8Y ],2295.0000,0.0929
