HAVE_CRYPTO,HAVE_HASH,HAVE_REPLICATION,HAVE_VERIFY,HAVE_SEQUENCE,HAVE_STATISTICS,DIAGNOSTIC,PAGESIZE,PS1K,PS4K,PS8K,PS16K,PS32K,CACHESIZE,CS32MB,CS16MB,CS64MB,CS512MB,Performance,[DomFlist],DomEst,RelErr
N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,Y,N,0.5302,[1N 4N 2N ],0.5667,0.0688
Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,21.2449,[1Y 9N 16Y ],12.3734,0.4176
N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,Y,0.4785,[1N 4N 2N ],0.5667,0.1843
N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,0.5216,[1N 4Y 2N ],0.6178,0.1845
N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,0.9520,[1N 4N 2N ],0.5667,0.4047
N,N,Y,N,N,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,0.4492,[1N 4N 2N ],0.5667,0.2616
Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,37.7172,[1Y 9N 16N ],20.2828,0.4622
N,N,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,Y,N,0.6146,[1N 4N 2N ],0.5667,0.0779
Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,6.5215,[1Y 9N 16Y ],12.3734,0.8973
Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,38.9802,[1Y 9N 16N ],20.2828,0.4797
Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,5.8617,[1Y 9N 16N ],20.2828,2.4602
Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9712,[1Y 9N 16N ],20.2828,0.0156
N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,Y,N,N,0.7457,[1N 4Y 2Y ],0.4890,0.3443
Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,Y,6.5171,[1Y 9N 16N ],20.2828,2.1122
Y,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,Y,38.9492,[1Y 9N 16N ],20.2828,0.4793
N,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,Y,N,0.7403,[1N 4N 2Y ],1.1293,0.5254
Y,N,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,Y,N,N,37.8014,[1Y 9N 16Y ],12.3734,0.6727
Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,10.9450,[1Y 9N 16N ],20.2828,0.8532
N,N,Y,N,Y,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,0.4967,[1N 4N 2N ],0.5667,0.1409
Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,21.2809,[1Y 9N 16N ],20.2828,0.0469
N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,2.1644,[1N 4Y 2Y ],0.4890,0.7741
N,Y,N,N,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2577,[1N 4N 2Y ],1.1293,0.1021
N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,0.5811,[1N 4Y 2N ],0.6178,0.0632
Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,Y,N,6.5165,[1Y 9N 16N ],20.2828,2.1125
N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,0.4003,[1N 4N 2Y ],1.1293,1.8211
Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,3.2881,[1Y 9Y 17N ],2.6475,0.1948
N,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,0.4428,[1N 4Y 2N ],0.6178,0.3952
N,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,0.3705,[1N 4Y 2Y ],0.4890,0.3198
Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9631,[1Y 9N 16N ],20.2828,0.0160
N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,0.5141,[1N 4Y 2Y ],0.4890,0.0489
N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,N,N,0.9145,[1N 4N 2N ],0.5667,0.3803
N,N,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,0.5055,[1N 4N 2N ],0.5667,0.1211
Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,10.7136,[1Y 9N 16N ],20.2828,0.8932
Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,2.0760,[1Y 9Y 17N ],2.6475,0.2753
Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,19.9323,[1Y 9N 16Y ],12.3734,0.3792
Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,10.7295,[1Y 9N 16N ],20.2828,0.8904
N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,1.2604,[1N 4Y 2Y ],0.4890,0.6120
Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,Y,10.7242,[1Y 9N 16N ],20.2828,0.8913
N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,N,Y,0.9272,[1N 4N 2N ],0.5667,0.3888
N,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,1.2551,[1N 4N 2Y ],1.1293,0.1003
N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,0.5809,[1N 4Y 2N ],0.6178,0.0635
Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,2.0361,[1Y 9Y 17N ],2.6475,0.3003
N,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,0.4453,[1N 4N 2N ],0.5667,0.2726
N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,0.3825,[1N 4Y 2Y ],0.4890,0.2784
Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,5.8422,[1Y 9N 16Y ],12.3734,1.1179
Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,3.2328,[1Y 9Y 17N ],2.6475,0.1810
N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,0.5681,[1N 4N 2N ],0.5667,0.0025
Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,10.9186,[1Y 9N 16Y ],12.3734,0.1332
N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,Y,N,0.6314,[1N 4Y 2N ],0.6178,0.0215
N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,0.9584,[1N 4Y 2N ],0.6178,0.3554
N,Y,N,N,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,0.5372,[1N 4N 2Y ],1.1293,1.1022
N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,Y,N,N,0.9246,[1N 4Y 2N ],0.6178,0.3318
N,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,N,N,Y,N,0.7479,[1N 4N 2Y ],1.1293,0.5099
N,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,0.3620,[1N 4N 2Y ],1.1293,2.1195
Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,3.3024,[1Y 9Y 17Y ],2.2804,0.3095
Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,39.0191,[1Y 9N 16N ],20.2828,0.4802
Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,Y,N,N,10.7555,[1Y 9N 16Y ],12.3734,0.1504
N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,0.5101,[1N 4N 2N ],0.5667,0.1110
N,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,1.3135,[1N 4N 2Y ],1.1293,0.1403
N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6379,[1N 4Y 2N ],0.6178,0.0315
Y,N,N,Y,N,N,N,Y,N,N,Y,N,N,Y,N,N,Y,N,10.7440,[1Y 9N 16N ],20.2828,0.8878
N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,2.0939,[1N 4N 2Y ],1.1293,0.4607
N,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,0.5795,[1N 4Y 2N ],0.6178,0.0661
N,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,N,N,2.0920,[1N 4N 2Y ],1.1293,0.4602
Y,Y,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,21.2827,[1Y 9N 16N ],20.2828,0.0470
Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,5.8585,[1Y 9N 16N ],20.2828,2.4621
N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,0.9212,[1N 4N 2N ],0.5667,0.3848
