HAVE_CRYPTO,HAVE_HASH,HAVE_REPLICATION,HAVE_VERIFY,HAVE_SEQUENCE,HAVE_STATISTICS,DIAGNOSTIC,PAGESIZE,PS1K,PS4K,PS8K,PS16K,PS32K,CACHESIZE,CS32MB,CS16MB,CS64MB,CS512MB,Performance,[DomFlist],DomEst,RelErr
Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,3.2865,[1Y 3Y 9Y ],2.0663,0.3713
Y,N,N,Y,N,N,N,Y,N,N,N,N,Y,Y,N,Y,N,N,37.7456,[1Y 3N 2N ],6.5250,0.8271
Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,5.8673,[1Y 3N 2Y ],24.9502,3.2524
Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,38.8701,[1Y 3N 2Y ],24.9502,0.3581
N,Y,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,2.1359,[1N 2Y ],1.6350,0.2345
Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,6.5374,[1Y 3N 2N ],6.5250,0.0019
N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,0.9298,[1N 2N 17N ],0.5157,0.4454
N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,0.7524,[1N 2Y ],1.6350,1.1730
N,Y,N,N,N,N,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,0.5359,[1N 2Y ],1.6350,2.0509
Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,10.9075,[1Y 3Y 9N ],7.7068,0.2934
Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,2.0723,[1Y 3Y 9Y ],2.0663,0.0029
N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,0.9603,[1N 2N 17N ],0.5157,0.4630
Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,10.9061,[1Y 3Y 9N ],7.7068,0.2933
N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,0.3690,[1N 2Y ],1.6350,3.4309
Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,3.2688,[1Y 3N 2N ],6.5250,0.9962
N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,0.5232,[1N 2N 17N ],0.5157,0.0144
N,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,0.7755,[1N 2Y ],1.6350,1.1083
Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,6.5215,[1Y 3Y 9N ],7.7068,0.1818
N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,0.7761,[1N 2Y ],1.6350,1.1067
Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2034,[1Y 3Y 9N ],7.7068,0.6365
Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,6.5152,[1Y 3N 2N ],6.5250,0.0015
Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,2.0853,[1Y 3Y 9Y ],2.0663,0.0091
Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,2.0746,[1Y 3N 2Y ],24.9502,11.0265
Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,19.9208,[1Y 3Y 9N ],7.7068,0.6131
Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,Y,N,6.5251,[1Y 3Y 9N ],7.7068,0.1811
N,N,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,N,N,0.4351,[1N 2N 17N ],0.5157,0.1852
N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,0.6347,[1N 2N 17N ],0.5157,0.1875
Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,Y,10.9178,[1Y 3Y 9N ],7.7068,0.2941
Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,Y,2.0185,[1Y 3N 2Y ],24.9502,11.3607
N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,Y,0.4991,[1N 2N 17N ],0.5157,0.0332
Y,N,N,N,Y,N,N,Y,N,N,Y,N,N,Y,N,N,Y,N,10.7399,[1Y 3N 2N ],6.5250,0.3924
Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,39.0128,[1Y 3Y 9N ],7.7068,0.8025
Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,5.8387,[1Y 3Y 9N ],7.7068,0.3200
N,N,N,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,0.4789,[1N 2N 17N ],0.5157,0.0768
N,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,Y,Y,N,N,N,0.7601,[1N 2Y ],1.6350,1.1510
Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,2.0854,[1Y 3N 2Y ],24.9502,10.9642
Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,10.9010,[1Y 3N 2Y ],24.9502,1.2888
Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,Y,N,5.8158,[1Y 3N 2Y ],24.9502,3.2901
Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,19.9808,[1Y 3Y 9N ],7.7068,0.6143
Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,Y,6.5171,[1Y 3N 2N ],6.5250,0.0012
Y,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,21.2877,[1Y 3Y 9N ],7.7068,0.6380
Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,10.9231,[1Y 3N 2Y ],24.9502,1.2842
N,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,0.9169,[1N 2N 17Y ],0.7749,0.1549
Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,2.0857,[1Y 3Y 9Y ],2.0663,0.0093
N,N,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6379,[1N 2N 17N ],0.5157,0.1916
N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,N,0.4942,[1N 2N 17N ],0.5157,0.0434
