210,44;210,44;0
210,34;210,34;0
258,826666666667;258,826666666667;0
234,68;234,68;0
219,636666666667;219,636666666667;0
208,92;208,92;0
208,046666666667;208,046666666667;0
206,9;206,9;0
204,986666666667;204,986666666667;0
204,053333333333;204,053333333333;0
201,153333333333;201,153333333333;0
204,886666666667;200,66;-2
206,063333333333;213,603333333333;4
226,790000000001;248,583333333333;9
223,540000000001;251,803333333333;11
223,440000000001;261,573333333333;15
217,153333333334;267,593333333333;19
217,053333333334;260,693333333333;17
183,816666666669;265,423333333333;31
181,038;262,94;31
183,716666666669;263,82;30
181,038;267,51;32
260,523333333334;268,55;3
198,993333333333;214,886666666667;7
260,423333333334;249,343333333333;-4
227,823333333335;251,786666666667;10
227,723333333335;251,523333333333;9
218,086666666668;252,683333333333;14
181,038;263,586666666667;31
217,986666666668;264,743333333333;18
181,038;269,47;33
254,136666666667;269,47;6
254,036666666667;249,36;-2
211,700000000001;250,43;15
199,776666666666;210,996666666667;5
211,600000000001;262,113333333333;19
221,436666666668;267,173333333333;17
181,038;252,446666666667;28
221,336666666668;265,816666666667;17
181,038;253,673333333333;29
198,893333333333;215,01;7
199,676666666666;212,053333333333;6
213,75;216,373333333333;1
213,65;210,506666666667;-1
207,363333333333;212,713333333333;3
207,263333333333;211,48;2
207,733333333333;213,096666666667;3
198,6;202,386666666667;2
201,346666666666;214,406666666667;6
207,633333333333;215,733333333333;4
201,246666666666;215,946666666667;7
199,926666666667;217,236666666667;8
199,826666666667;212,443333333333;6
200,71;214,38;6
200,61;215,943333333333;7
208,296666666667;217,466666666667;4
202,28;213,406666666667;5
208,196666666667;216,923333333333;4
198,5;201,896666666667;2
202,18;215,366666666667;6
193,54;218,233333333333;11
193,44;213;9
201,91;214,48;6
201,81;214,05;6
194,323333333333;215,47;10
195,893333333333;217,293333333333;10
194,223333333333;218,323333333333;11
195,793333333333;218,623333333333;10
195,7;203,636666666667;4
219,536666666667;216,403333333333;-1
218,816666666667;218,816666666667;0
218,716666666667;219,283333333333;0
213,25;221,376666666667;4
212,43;217,286666666667;2
213,15;220,396666666667;3
212,33;219,386666666667;3
214,183333333334;222,433333333333;4
214,083333333334;218,096666666667;2
207,796666666667;220,423333333333;6
189,313333333333;204,176666666667;7
207,696666666667;218,89;5
213,363333333334;221,166666666667;4
206,976666666667;221,01;6
213,263333333334;222,086666666667;4
206,876666666667;223,296666666667;7
216,096666666667;224,073333333333;4
215,996666666667;217,696666666667;1
215,276666666667;219,966666666667;2
215,176666666667;220,386666666667;2
210,643333333334;222,52;5
195,6;205,13;5
209,823333333334;219,333333333333;4
210,543333333334;222,186666666667;5
209,723333333334;221,726666666667;5
209,71;224,176666666667;6
209,61;218,563333333333;4
204,256666666667;220,573333333333;7
204,156666666667;220,21;7
208,89;222,266666666667;6
203,436666666667;221,26;8
208,79;223,07;6
189,213333333333;205,99;8
203,336666666667;223,286666666667;9
224,95;224,95;0
224,85;224,49;0
227,013333333333;227,013333333333;0
226,913333333333;227,4;0
218,563333333333;229,276666666667;5
220,626666666666;224,99;2
218,463333333333;228,646666666667;4
220,526666666666;227,153333333333;3
221,41;230,536666666667;4
221,31;226,13;2
215,023333333333;228,653333333333;6
214,923333333333;226,57;5
223,473333333333;228,466666666667;2
217,086666666666;229,07;5
223,373333333333;230,466666666667;3
216,986666666666;230,793333333333;6
219,496666666667;232,116666666667;5
219,396666666667;226,883333333333;3
221,56;229,186666666667;3
206,8;200,38;-3
221,46;229,643333333333;4
215,956666666667;231,39;7
218,02;228,266666666667;4
215,856666666667;231,253333333333;7
217,92;230,773333333333;6
213,11;232,76;8
213,01;227,19;6
