3451;3451;0
3138;3138;0
3182;3182;0
3249;3249;0
3299;3299;0
5231;5231;0
3314;3314;0
3269;3269;0
3269;3269;0
4714;4714;0
3398;3398;0
3353;3333;-1
5289;5289;0
5235;5235;0
5690;5304;-7
5190;5241;1
5645;5338;-6
3139;3139;0
3264;3264;0
3531;3153;-12
3219;3161;-2
3486;3512;1
5228;5228;0
5469;5328;-3
5364;5220;-3
6002;5310;-13
5319;5309;0
5957;5328;-12
14638;14638;0
15176;14761;-3
14833;14562;-2
15768;14786;-7
14788;14580;-1
15723;14905;-5
4881;4881;0
4768;4768;0
5332;4879;-9
4723;4787;1
5287;4903;-8
3232;3232;0
3591;3428;-5
3268;3268;0
3715;3412;-9
3385;3089;-10
4074;3605;-13
3223;3271;1
3642;3341;-9
3670;3053;-20
4331;3429;-26
5140;5194;1
5561;5350;-4
5599;5463;-2
6262;5468;-15
5367;5231;-3
5826;5432;-7
6185;5308;-17
6886;5515;-25
5322;5263;-1
6140;5316;-16
6083;5435;-12
7143;5494;-30
5207;5207;0
5365;5365;0
5506;5295;-4
5906;5486;-8
5362;5256;-2
5520;5449;-1
6058;5328;-14
6458;5510;-17
5317;5235;-2
6013;5387;-12
5777;5421;-7
6715;5502;-22
3065;3065;0
3177;3177;0
3235;3235;0
3263;3263;0
3588;3143;-14
3079;3085;0
3646;3058;-19
3218;3216;0
3336;3336;0
3543;3347;-6
3903;3517;-11
5123;5216;2
5762;5361;-7
5727;5356;-7
6608;5462;-21
5482;5233;-5
6483;5343;-21
6121;5390;-14
7364;5548;-33
5437;5274;-3
6378;5419;-18
6438;5314;-21
7621;5508;-38
2986;2986;0
3219;3155;-2
3283;3171;-4
3758;3325;-13
3204;3157;-1
3834;2960;-30
3501;3154;-11
4373;3424;-28
3159;3195;1
3758;3258;-15
3789;3155;-20
4630;3457;-34
3165;3165;0
3276;3106;-5
3161;3161;0
3514;3303;-6
3311;3178;-4
3307;3127;-6
3819;3185;-20
4057;3167;-28
3266;3532;8
3774;3238;-17
3564;3358;-6
4314;3230;-34
5302;5186;-2
5640;5354;-5
5784;5342;-8
6364;5499;-16
5589;5230;-7
5927;5465;-8
6468;5314;-22
7048;5457;-29
5544;5241;-6
6423;5339;-20
6184;5420;-14
7305;5467;-34
14740;14685;0
15629;16342;4
15641;14744;-6
16772;16479;-2
15158;14594;-4
16456;14694;-12
16047;16351;2
17587;16440;-7
15113;14785;-2
16304;16399;1
16411;14656;-12
17844;16448;-8
14807;14653;-1
15586;14852;-5
15395;16427;6
16416;16446;0
15153;14627;-4
16329;14710;-11
15741;16401;4
17159;16531;-4
15108;14667;-3
15998;16392;2
16284;14727;-11
17416;16442;-6
4705;4705;0
5113;4894;-4
4951;4951;0
5601;5045;-11
4910;4759;-3
5156;4920;-5
5715;4915;-16
6203;5048;-23
4865;4668;-4
5670;4897;-16
5413;4957;-9
6460;5091;-27
4638;4669;1
5185;4898;-6
5168;4907;-5
5957;5044;-18
4915;4698;-5
5462;4943;-10
5842;4913;-19
6631;5090;-30
4870;4792;-2
5797;4880;-19
5719;4953;-15
6888;5062;-36
