3451;3451;0
3138;3138;0
3182;3182;0
3249;3249;0
3299;3299;0
5231;5231;0
3314;3314;0
3269;3269;0
3269;3269;0
4714;4714;0
3398;3398;0
3353;3333;-1
5289;5289;0
5235;5235;0
5304;5304;0
5190;5241;1
5259;5338;1
3139;3139;0
3264;3264;0
3153;3153;0
3219;3161;-2
3108;3512;12
5228;5228;0
5328;5328;0
5220;5220;0
5310;5310;0
5175;5309;3
5265;5328;1
14638;14638;0
14761;14761;0
14833;14562;-2
14514;14786;2
14788;14580;-1
14469;14905;3
4881;4881;0
4768;4768;0
4879;4879;0
4723;4787;1
4834;4903;1
3232;3232;0
3428;3428;0
3268;3268;0
3412;3412;0
3385;3089;-10
3605;3605;0
3223;3271;1
3340;3341;0
3367;3053;-10
3560;3429;-4
5140;5194;1
5350;5350;0
5463;5463;0
5543;5468;-1
5231;5231;0
5554;5432;-2
5308;5308;0
5632;5515;-2
5186;5263;1
5263;5316;1
5509;5435;-1
5587;5494;-2
5207;5207;0
5365;5365;0
5295;5295;0
5486;5486;0
5362;5256;-2
5520;5449;-1
5328;5328;0
5510;5510;0
5317;5235;-2
5283;5387;2
5475;5421;-1
5465;5502;1
3065;3065;0
3177;3177;0
3235;3235;0
3263;3263;0
3143;3143;0
3079;3085;0
3058;3058;0
3218;3216;0
3034;3336;9
3098;3347;7
3013;3517;14
5216;5216;0
5437;5361;-1
5356;5356;0
5353;5462;2
5248;5233;0
5152;5343;4
5281;5390;2
4979;5548;10
5203;5274;1
5236;5419;3
5107;5314;4
4934;5508;10
2986;2986;0
3155;3155;0
3171;3171;0
3325;3325;0
3157;3157;0
2960;2960;0
3154;3154;0
2826;3424;17
3112;3195;3
3109;3258;5
2915;3155;8
2781;3457;20
3165;3165;0
3106;3106;0
3161;3161;0
3344;3303;-1
3178;3178;0
3174;3127;-2
3185;3185;0
3167;3167;0
3133;3532;11
3140;3238;3
3129;3358;7
3122;3230;3
5186;5186;0
5354;5354;0
5342;5342;0
5543;5499;-1
5196;5230;1
5364;5465;2
5701;5314;-7
5780;5457;-6
5151;5241;2
5656;5339;-6
5319;5420;2
5735;5467;-5
14740;14685;0
16342;16342;0
14796;14744;0
16479;16479;0
14496;14594;1
14163;14694;4
16351;16351;0
16436;16440;0
14451;14785;2
16306;16399;1
14118;14656;4
16391;16448;0
14807;14653;-1
14741;14852;1
16531;16427;-1
16709;16446;-2
14627;14627;0
14454;14710;2
16604;16401;-1
16872;16531;-2
14582;14667;1
16559;16392;-1
14409;14727;2
16827;16442;-2
4705;4705;0
4894;4894;0
4951;4951;0
5045;5045;0
4759;4759;0
4924;4920;0
4915;4915;0
5048;5048;0
4714;4668;-1
4870;4897;1
4879;4957;2
5003;5091;2
4638;4669;1
4898;4898;0
4949;4907;-1
4951;5044;2
4764;4698;-1
4943;4943;0
4913;4913;0
5037;5090;1
4719;4792;2
4868;4880;0
4898;4953;1
4992;5062;1
