no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance,[DomFlist],DomEst,RelErr
Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,482.640,[16N 14N 6Y 7Y ],450.4820,0.0666
Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,279.810,[16N 14Y 2Y 5Y ],274.0133,0.0207
Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,462.437,[16N 14N 6Y 7Y ],450.4820,0.0259
Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,608.997,[16Y 6N ],581.6900,0.0448
Y,N,Y,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,730.010,[16Y 6N ],581.6900,0.2032
Y,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,N,Y,617.420,[16Y 6N ],581.6900,0.0579
Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,291.010,[16N 14Y 2Y 5Y ],274.0133,0.0584
Y,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,Y,N,N,263.367,[16N 14Y 2N ],299.0475,0.1355
Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,413.880,[16N 14N 6Y 7Y ],450.4820,0.0884
Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,275.417,[16N 14Y 2Y 5N ],269.4453,0.0217
Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,252.630,[16N 14Y 2Y 5Y ],274.0133,0.0846
Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,666.553,[16Y 6Y 7Y ],644.6500,0.0329
Y,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,666.503,[16Y 6Y 7Y ],644.6500,0.0328
Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,366.837,[16N 14N 6N ],436.3232,0.1894
Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,295.607,[16N 14Y 2N ],299.0475,0.0116
Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,275.923,[16N 14Y 2Y 5N ],269.4453,0.0235
Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,487.373,[16N 14N 6N ],436.3232,0.1047
Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,448.530,[16N 14N 6N ],436.3232,0.0272
Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,286.430,[16N 14Y 2Y 5N ],269.4453,0.0593
Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,266.510,[16N 14Y 2N ],299.0475,0.1221
Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,726.510,[16Y 6Y 7N ],762.9910,0.0502
Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,287.060,[16N 14Y 2Y 5N ],269.4453,0.0614
Y,N,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,279.037,[16N 14Y 2N ],299.0475,0.0717
Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,628.497,[16Y 6N ],581.6900,0.0745
Y,N,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,576.410,[16Y 6Y 7Y ],644.6500,0.1184
Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,432.723,[16N 14N 6Y 7Y ],450.4820,0.0410
Y,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,416.887,[16N 14N 6N ],436.3232,0.0466
Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,535.800,[16N 14N 6Y 7N ],533.2077,0.0048
Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,254.013,[16N 14Y 2Y 5N ],269.4453,0.0608
Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,784.020,[16Y 6Y 7N ],762.9910,0.0268
Y,Y,N,N,N,Y,Y,N,Y,N,N,Y,Y,N,Y,N,414.997,[16N 14N 6Y 7Y ],450.4820,0.0855
Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,363.937,[16N 14N 6N ],436.3232,0.1989
Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,644.160,[16Y 6Y 7Y ],644.6500,0.0008
Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,N,414.243,[16N 14N 6Y 7Y ],450.4820,0.0875
Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,267.853,[16N 14Y 2N ],299.0475,0.1165
Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,817.793,[16Y 6Y 7N ],762.9910,0.0670
Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,704.807,[16Y 6N ],581.6900,0.1747
Y,Y,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,257.973,[16N 14Y 2Y 5N ],269.4453,0.0445
Y,N,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,521.843,[16N 14N 6Y 7N ],533.2077,0.0218
Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,N,485.437,[16N 14N 6Y 7N ],533.2077,0.0984
Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,287.063,[16N 14Y 2Y 5N ],269.4453,0.0614
Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,279.753,[16N 14Y 2Y 5Y ],274.0133,0.0205
Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,Y,683.520,[16Y 6Y 7N ],762.9910,0.1163
Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,556.513,[16Y 6Y 7Y ],644.6500,0.1584
Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,666.493,[16Y 6Y 7Y ],644.6500,0.0328
Y,N,N,N,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,305.443,[16N 14Y 2N ],299.0475,0.0209
Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,Y,N,N,Y,576.480,[16Y 6Y 7Y ],644.6500,0.1183
Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,463.347,[16N 14N 6Y 7Y ],450.4820,0.0278
Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,535.697,[16N 14N 6Y 7N ],533.2077,0.0046
Y,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,305.350,[16N 14Y 2N ],299.0475,0.0206
Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,378.283,[16N 14N 6N ],436.3232,0.1534
Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,576.277,[16Y 6Y 7Y ],644.6500,0.1186
Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,579.023,[16Y 6N ],581.6900,0.0046
