Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,Y,Y,Y,N,Y,N,N,Y,1080,[3Y 2Y ],1020.0000,0.0556
Y,Y,Y,Y,N,Y,N,N,N,1890,[3Y 2Y ],1020.0000,0.4603
Y,N,N,N,Y,N,Y,Y,N,1380,[3N 4N ],1080.0000,0.2174
Y,N,N,Y,Y,Y,Y,N,Y,1110,[3N 4Y ],960.0000,0.1351
Y,Y,Y,N,N,Y,Y,Y,N,1860,[3Y 2Y ],1020.0000,0.4516
Y,Y,Y,N,Y,N,Y,N,N,1890,[3Y 2Y ],1020.0000,0.4603
Y,Y,Y,N,Y,N,Y,Y,N,2190,[3Y 2Y ],1020.0000,0.5342
Y,N,N,N,N,Y,Y,N,N,1020,[3N 4N ],1080.0000,0.0588
Y,Y,N,Y,Y,N,N,N,Y,1050,[3N 4Y ],960.0000,0.0857
Y,Y,N,Y,N,Y,N,N,N,930,[3N 4Y ],960.0000,0.0323
Y,N,N,Y,N,N,Y,N,Y,1140,[3N 4Y ],960.0000,0.1579
Y,Y,N,N,N,Y,Y,Y,N,930,[3N 4N ],1080.0000,0.1613
Y,Y,N,N,Y,N,Y,N,Y,960,[3N 4N ],1080.0000,0.1250
Y,Y,Y,N,Y,Y,Y,N,N,1680,[3Y 2Y ],1020.0000,0.3929
Y,N,Y,Y,Y,N,Y,Y,N,2430,[3Y 2N ],1770.0000,0.2716
Y,N,N,Y,Y,N,N,N,Y,1200,[3N 4Y ],960.0000,0.2000
Y,N,N,Y,N,N,N,N,Y,1200,[3N 4Y ],960.0000,0.2000
Y,Y,Y,Y,N,Y,N,Y,N,1890,[3Y 2Y ],1020.0000,0.4603
Y,Y,Y,Y,N,N,N,Y,N,2160,[3Y 2Y ],1020.0000,0.5278
Y,Y,Y,Y,Y,N,Y,Y,N,2190,[3Y 2Y ],1020.0000,0.5342
Y,Y,Y,N,Y,Y,N,N,N,1770,[3Y 2Y ],1020.0000,0.4237
Y,N,Y,N,Y,N,N,N,Y,1380,[3Y 2N ],1770.0000,0.2826
Y,N,N,Y,Y,N,N,N,N,1350,[3N 4Y ],960.0000,0.2889
Y,Y,N,Y,N,Y,N,N,Y,930,[3N 4Y ],960.0000,0.0323
Y,N,N,Y,Y,Y,N,Y,N,1260,[3N 4Y ],960.0000,0.2381
Y,N,N,N,N,Y,Y,N,Y,1080,[3N 4N ],1080.0000,0.0000
Y,Y,N,N,N,Y,N,N,Y,930,[3N 4N ],1080.0000,0.1613
Y,N,Y,N,N,Y,Y,N,N,1680,[3Y 2N ],1770.0000,0.0536
Y,N,Y,N,Y,N,N,Y,N,2400,[3Y 2N ],1770.0000,0.2625
Y,Y,Y,N,N,N,N,N,N,1950,[3Y 2Y ],1020.0000,0.4769
Y,N,N,Y,N,Y,Y,N,Y,1050,[3N 4Y ],960.0000,0.0857
Y,Y,Y,Y,N,Y,Y,N,Y,1470,[3Y 2Y ],1020.0000,0.3061
Y,Y,N,N,N,Y,Y,N,N,840,[3N 4N ],1080.0000,0.2857
Y,N,Y,Y,Y,Y,N,N,Y,1200,[3Y 2N ],1770.0000,0.4750
Y,Y,Y,N,N,Y,Y,N,N,1620,[3Y 2Y ],1020.0000,0.3704
Y,Y,Y,N,N,Y,N,N,N,1710,[3Y 2Y ],1020.0000,0.4035
Y,N,N,N,N,N,N,N,Y,1230,[3N 4N ],1080.0000,0.1220
Y,N,Y,Y,Y,N,N,N,N,2370,[3Y 2N ],1770.0000,0.2532
Y,Y,Y,Y,Y,Y,N,Y,N,2100,[3Y 2Y ],1020.0000,0.5143
Y,Y,N,N,N,N,N,Y,N,1110,[3N 4N ],1080.0000,0.0270
Y,N,Y,Y,Y,N,Y,N,N,2190,[3Y 2N ],1770.0000,0.1918
Y,N,Y,Y,N,Y,Y,N,Y,1230,[3Y 2N ],1770.0000,0.4390
Y,Y,Y,Y,N,N,Y,Y,N,2160,[3Y 2Y ],1020.0000,0.5278
Y,Y,N,Y,Y,Y,Y,N,N,900,[3N 4Y ],960.0000,0.0667
Y,Y,Y,N,Y,N,N,Y,N,2280,[3Y 2Y ],1020.0000,0.5526
Y,Y,N,Y,N,Y,N,Y,N,990,[3N 4Y ],960.0000,0.0303
Y,Y,N,N,Y,Y,N,Y,N,1020,[3N 4N ],1080.0000,0.0588
Y,N,Y,N,N,Y,Y,N,Y,1260,[3Y 2N ],1770.0000,0.4048
Y,N,Y,Y,N,N,N,N,N,2220,[3Y 2N ],1770.0000,0.2027
Y,Y,N,Y,N,Y,Y,Y,N,960,[3N 4Y ],960.0000,0.0000
Y,Y,N,Y,Y,Y,Y,N,Y,870,[3N 4Y ],960.0000,0.1034
Y,Y,N,Y,N,N,Y,N,Y,960,[3N 4Y ],960.0000,0.0000
Y,Y,Y,Y,Y,Y,N,N,N,1920,[3Y 2Y ],1020.0000,0.4688
Y,N,N,N,N,Y,Y,Y,N,1140,[3N 4N ],1080.0000,0.0526
Y,Y,Y,N,Y,N,Y,N,Y,1170,[3Y 2Y ],1020.0000,0.1282
Y,Y,N,Y,Y,Y,N,Y,N,1020,[3N 4Y ],960.0000,0.0588
Y,Y,N,N,N,N,Y,N,N,900,[3N 4N ],1080.0000,0.2000
Y,Y,N,N,N,Y,N,Y,N,1020,[3N 4N ],1080.0000,0.0588
Y,N,N,Y,Y,Y,Y,N,N,1110,[3N 4Y ],960.0000,0.1351
Y,Y,N,Y,N,Y,Y,N,N,900,[3N 4Y ],960.0000,0.0667
Y,N,N,Y,N,Y,Y,Y,N,1140,[3N 4Y ],960.0000,0.1579
Y,Y,N,Y,Y,Y,Y,Y,N,990,[3N 4Y ],960.0000,0.0303
Y,N,Y,Y,Y,Y,Y,Y,N,2070,[3Y 2N ],1770.0000,0.1449
Y,N,Y,N,N,N,Y,N,Y,1350,[3Y 2N ],1770.0000,0.3111
Y,N,Y,N,N,N,N,N,Y,1200,[3Y 2N ],1770.0000,0.4750
Y,Y,N,Y,Y,N,Y,N,N,990,[3N 4Y ],960.0000,0.0303
Y,N,Y,Y,Y,N,Y,N,Y,1110,[3Y 2N ],1770.0000,0.5946
Y,N,Y,N,N,Y,N,N,Y,1230,[3Y 2N ],1770.0000,0.4390
Y,N,N,Y,N,N,Y,Y,N,1320,[3N 4Y ],960.0000,0.2727
Y,Y,N,N,Y,Y,N,N,N,900,[3N 4N ],1080.0000,0.2000
Y,N,N,Y,Y,Y,N,N,Y,1140,[3N 4Y ],960.0000,0.1579
Y,N,Y,N,Y,Y,N,Y,N,2190,[3Y 2N ],1770.0000,0.1918
Y,N,Y,Y,N,N,N,N,Y,1290,[3Y 2N ],1770.0000,0.3721
Y,Y,N,Y,N,N,N,Y,N,1110,[3N 4Y ],960.0000,0.1351
Y,Y,N,Y,Y,N,N,Y,N,1140,[3N 4Y ],960.0000,0.1579
Y,N,Y,Y,N,Y,Y,N,N,1830,[3Y 2N ],1770.0000,0.0328
Y,Y,N,N,Y,N,N,N,Y,1020,[3N 4N ],1080.0000,0.0588
Y,N,Y,N,Y,Y,N,N,Y,1350,[3Y 2N ],1770.0000,0.3111
Y,Y,N,Y,Y,Y,N,N,Y,930,[3N 4Y ],960.0000,0.0323
Y,N,N,N,N,N,Y,Y,N,1290,[3N 4N ],1080.0000,0.1628
Y,N,N,N,Y,N,N,N,N,1200,[3N 4N ],1080.0000,0.1000
Y,Y,N,Y,Y,N,Y,Y,N,1080,[3N 4Y ],960.0000,0.1111
Y,Y,Y,N,Y,N,N,N,Y,1320,[3Y 2Y ],1020.0000,0.2273
Y,Y,Y,N,N,N,Y,N,Y,1020,[3Y 2Y ],1020.0000,0.0000
Y,N,Y,Y,Y,Y,N,N,N,2040,[3Y 2N ],1770.0000,0.1324
Y,Y,N,N,Y,Y,N,N,Y,930,[3N 4N ],1080.0000,0.1613
Y,N,Y,N,N,Y,N,Y,N,2130,[3Y 2N ],1770.0000,0.1690
Y,N,N,N,Y,Y,N,N,Y,1200,[3N 4N ],1080.0000,0.1000
Y,Y,N,N,Y,N,N,Y,N,1140,[3N 4N ],1080.0000,0.0526
Y,N,Y,Y,Y,N,N,Y,N,2640,[3Y 2N ],1770.0000,0.3295
Y,Y,Y,N,Y,Y,Y,Y,N,1920,[3Y 2Y ],1020.0000,0.4688
Y,Y,N,N,N,N,Y,N,Y,960,[3N 4N ],1080.0000,0.1250
Y,N,N,N,Y,N,Y,N,Y,1200,[3N 4N ],1080.0000,0.1000
Y,N,N,N,N,N,Y,N,N,1110,[3N 4N ],1080.0000,0.0270
Y,N,Y,Y,Y,Y,Y,N,Y,1170,[3Y 2N ],1770.0000,0.5128
Y,N,N,Y,Y,N,Y,N,Y,1230,[3N 4Y ],960.0000,0.2195
Y,Y,N,Y,N,N,N,N,Y,990,[3N 4Y ],960.0000,0.0303
Y,Y,Y,N,N,N,Y,Y,N,2160,[3Y 2Y ],1020.0000,0.5278
Y,Y,N,N,Y,Y,Y,Y,N,960,[3N 4N ],1080.0000,0.1250
Y,Y,Y,N,N,Y,Y,N,Y,1140,[3Y 2Y ],1020.0000,0.1053
Y,N,N,Y,N,Y,N,N,N,1170,[3N 4Y ],960.0000,0.1795
Y,Y,N,Y,N,Y,Y,N,Y,870,[3N 4Y ],960.0000,0.1034
Y,N,Y,N,Y,N,Y,Y,N,2430,[3Y 2N ],1770.0000,0.2716
Y,Y,N,Y,Y,N,Y,N,Y,990,[3N 4Y ],960.0000,0.0303
Y,Y,Y,Y,N,Y,Y,N,N,1770,[3Y 2Y ],1020.0000,0.4237
Y,N,N,N,Y,Y,Y,N,Y,1050,[3N 4N ],1080.0000,0.0286
Y,N,Y,Y,N,Y,N,Y,N,2100,[3Y 2N ],1770.0000,0.1571
Y,N,N,N,N,Y,N,N,Y,1050,[3N 4N ],1080.0000,0.0286
Y,Y,Y,N,Y,Y,Y,N,Y,1500,[3Y 2Y ],1020.0000,0.3200
Y,Y,N,N,Y,N,Y,N,N,930,[3N 4N ],1080.0000,0.1613
Y,N,N,Y,N,Y,Y,N,N,1080,[3N 4Y ],960.0000,0.1111
Y,Y,Y,N,Y,N,N,N,N,1950,[3Y 2Y ],1020.0000,0.4769
Y,Y,Y,Y,Y,N,N,N,N,2220,[3Y 2Y ],1020.0000,0.5405
Y,Y,Y,N,N,Y,N,N,Y,1200,[3Y 2Y ],1020.0000,0.1500
Y,N,Y,N,N,N,N,Y,N,2490,[3Y 2N ],1770.0000,0.2892
Y,N,N,Y,Y,N,N,Y,N,1470,[3N 4Y ],960.0000,0.3469
Y,Y,N,Y,N,N,N,N,N,1050,[3N 4Y ],960.0000,0.0857
Y,N,Y,Y,N,N,N,Y,N,2460,[3Y 2N ],1770.0000,0.2805
Y,Y,Y,N,N,Y,N,Y,N,1980,[3Y 2Y ],1020.0000,0.4848
