0.0238,,0.0805
0.0503,,0.080541
0.0049,,
0.0584,,
0.039,,
0.0509,,
0.0724,,
0.0281,,
0.0328,,
0.0593,,
0.0297,,
0.0131,,
0.0081,,
0.0166,,
0.0461,,
0.0401,,
0.0389,,
0.0793,,
0.0796,,
0.0078,,
0.0591,,
0.0051,,
0.0058,,
0.0511,,
0.0499,,
0.0116,,
0.0312,,
0.1696,,
0.0672,,
0.0625,,
0.0718,,
0.117,,
0.1096,,
0.1447,,
0.098,,
0.108,,
0.0779,,
0.1574,,
0.1166,,
0.0563,,
0.0993,,
0.1117,,
0.128,,
0.17,,
0.078,,
0.1417,,
0.0861,,
0.0927,,
0.1436,,
0.1069,,
0.0827,,
0.1208,,
0.0564,,
0.095,,
0.0489,,
0.0782,,
0.1309,,
0.1322,,
0.0989,,
0.0435,,
0.1177,,
0.1069,,
0.0436,,
0.0975,,
0.144,,
0.1039,,
0.1131,,
0.1148,,
0.0522,,
0.0972,,
0.0803,,
0.0817,,
0.1123,,
0.1639,,
0.0712,,
0.0865,,
0.0585,,
0.033,,
0.0856,,
0.1221,,
0.0808,,
0.0807,,
0.0796,,
0.1545,,
0.0844,,
0.065,,
0.0311,,
0.0973,,
0.0844,,
0.0611,,
0.0733,,
0.1384,,
0.0915,,
0.0481,,
0.0634,,
0.1097,,
0.1056,,
0.1018,,
0.1309,,
0.0914,,
