time_passes,gvn,instcombine,inline,jump_threading,simplifycfg,sccp,print_used_types,ipsccp,iv_users,licm,Performance
Y,N,Y,N,Y,N,Y,N,Y,Y,Y,235.37
Y,N,Y,Y,N,Y,Y,N,N,N,N,231.39
Y,Y,N,Y,N,N,N,N,N,N,Y,240.35
Y,N,N,N,Y,Y,Y,Y,Y,N,Y,217.40
Y,Y,N,N,Y,N,Y,N,N,Y,N,223.34
Y,N,N,N,Y,Y,Y,N,N,N,N,206.62
Y,Y,N,N,Y,N,Y,Y,Y,N,Y,235.23
Y,N,N,N,N,Y,Y,N,Y,N,Y,215.19
Y,Y,N,N,N,N,N,N,N,N,N,234.68
Y,N,N,Y,Y,Y,N,N,N,N,N,216.37
Y,N,N,N,Y,Y,Y,Y,Y,Y,N,207.65
Y,N,Y,Y,Y,Y,N,N,N,Y,N,226.75
Y,N,N,N,Y,N,N,N,N,N,N,208.47
Y,Y,Y,N,N,N,Y,Y,N,N,N,242.79
Y,N,N,Y,N,Y,Y,Y,Y,N,Y,263.57
Y,N,N,N,Y,N,Y,Y,Y,Y,N,202.69
Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,251.57
Y,N,Y,Y,N,N,N,N,N,Y,N,224.49
Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,266.21
Y,N,N,N,N,N,N,N,N,N,N,210.44
Y,N,Y,N,N,N,N,N,N,Y,N,216.40
Y,Y,Y,N,Y,Y,N,N,N,N,Y,254.73
Y,Y,N,N,N,Y,Y,N,Y,N,N,227.39
Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,218.50
Y,Y,N,N,N,N,Y,N,Y,Y,N,223.68
Y,Y,N,Y,N,Y,N,Y,N,N,Y,251.91
Y,N,Y,Y,Y,N,Y,Y,Y,N,N,229.56
Y,N,Y,Y,N,Y,Y,N,Y,N,N,228.27
Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,243.44
Y,Y,Y,Y,Y,Y,N,N,N,N,Y,251.80
Y,Y,N,Y,N,N,Y,Y,N,N,N,238.78
Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,251.30
Y,N,N,Y,N,N,Y,N,Y,Y,N,215.85
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,247.31
Y,N,Y,Y,N,N,N,Y,N,N,N,229.28
Y,Y,N,N,Y,Y,N,Y,N,N,Y,238.74
Y,N,N,N,Y,Y,N,N,N,N,Y,218.73
Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,262.94
Y,N,Y,Y,N,N,Y,N,Y,Y,Y,248.20
Y,Y,N,N,N,N,Y,Y,Y,Y,N,225.62
Y,N,N,N,Y,N,Y,N,N,N,N,207.23
Y,N,N,N,N,N,Y,Y,Y,Y,Y,218.40
Y,N,Y,Y,Y,N,Y,N,N,N,N,230.80
Y,N,Y,N,N,N,N,N,N,N,N,219.64
Y,N,N,N,Y,N,Y,N,Y,N,N,203.56
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,267.17
Y,N,Y,N,N,Y,N,Y,N,N,N,224.18
Y,N,Y,N,Y,N,Y,N,Y,Y,Y,233.23
Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,254.26
Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,266.93
Y,Y,N,N,Y,Y,Y,Y,Y,N,N,227.12
Y,Y,Y,Y,N,Y,Y,N,N,N,N,255.23
Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,241.57
Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,251.43
Y,N,Y,Y,Y,Y,Y,N,N,N,Y,268.55
Y,N,N,N,N,N,Y,N,N,Y,N,200.66
Y,N,Y,Y,Y,N,N,Y,N,N,N,232.14
Y,Y,Y,Y,Y,Y,N,Y,N,N,N,254.89
Y,N,Y,N,Y,Y,Y,Y,Y,N,N,231.16
Y,N,N,Y,Y,N,Y,N,Y,N,Y,257.71
Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,252.62
Y,N,N,N,Y,N,Y,Y,Y,N,Y,214.00
