time_passes,gvn,instcombine,inline,jump_threading,simplifycfg,sccp,print_used_types,ipsccp,iv_users,licm,Performance
Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,253.82
Y,Y,N,N,Y,Y,Y,Y,Y,N,N,227.12
Y,N,Y,N,Y,N,Y,N,N,Y,N,218.73
Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,262.67
Y,N,N,Y,Y,Y,Y,N,Y,N,Y,259.69
Y,Y,Y,Y,Y,N,N,N,N,Y,Y,260.17
Y,Y,N,N,N,Y,N,N,N,Y,Y,231.22
Y,N,N,Y,Y,N,Y,N,Y,N,Y,257.71
Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,249.34
Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,262.94
Y,N,Y,N,N,N,Y,Y,Y,N,Y,231.00
Y,N,N,Y,N,N,Y,Y,N,Y,N,211.19
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,253.67
Y,N,N,Y,N,N,Y,N,N,Y,Y,256.94
Y,Y,N,Y,N,Y,N,Y,N,N,N,242.55
Y,Y,Y,N,N,N,Y,Y,Y,Y,N,241.70
Y,Y,Y,Y,Y,N,N,N,N,N,N,243.78
Y,N,Y,N,N,Y,Y,N,Y,N,N,219.33
Y,Y,N,Y,N,Y,Y,N,N,N,Y,253.39
Y,N,Y,N,Y,N,N,Y,N,N,N,221.78
Y,Y,Y,Y,N,N,Y,N,N,Y,N,247.77
Y,N,N,Y,Y,N,Y,N,Y,N,N,211.27
