Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,N,N,Y,Y,N,Y,Y,N,1380,[3N 2N ],1260.0000,0.0870
Y,N,Y,Y,Y,Y,Y,Y,N,2070,[3Y 9N 6Y 7Y ],1815.0000,0.1232
Y,N,Y,N,Y,N,Y,N,N,1950,[3Y 9N 6N ],2167.5000,0.1115
Y,Y,Y,N,Y,Y,N,N,Y,1080,[3Y 9Y ],1267.5000,0.1736
Y,Y,N,N,Y,Y,Y,N,N,840,[3N 2Y 8N ],890.0000,0.0595
Y,N,N,Y,Y,N,Y,N,Y,1230,[3N 2N ],1260.0000,0.0244
Y,N,Y,N,N,Y,Y,N,Y,1260,[3Y 9Y ],1267.5000,0.0060
Y,N,Y,Y,N,Y,Y,Y,N,1980,[3Y 9N 6Y 7Y ],1815.0000,0.0833
Y,N,Y,Y,Y,Y,N,N,Y,1200,[3Y 9Y ],1267.5000,0.0562
Y,N,Y,Y,N,N,Y,Y,N,2310,[3Y 9N 6N ],2167.5000,0.0617
Y,Y,Y,N,Y,N,N,N,Y,1320,[3Y 9Y ],1267.5000,0.0398
Y,Y,Y,Y,Y,N,N,N,Y,1050,[3Y 9Y ],1267.5000,0.2071
Y,N,Y,N,N,N,N,N,N,2040,[3Y 9N 6N ],2167.5000,0.0625
Y,N,N,N,Y,Y,N,N,Y,1200,[3N 2N ],1260.0000,0.0500
Y,Y,Y,Y,Y,Y,Y,N,Y,870,[3Y 9Y ],1267.5000,0.4569
Y,Y,Y,N,Y,N,Y,N,Y,1170,[3Y 9Y ],1267.5000,0.0833
Y,N,N,N,Y,N,Y,N,N,1140,[3N 2N ],1260.0000,0.1053
Y,N,Y,Y,Y,N,Y,Y,N,2430,[3Y 9N 6N ],2167.5000,0.1080
Y,Y,N,Y,N,Y,N,Y,N,990,[3N 2Y 8Y ],1068.0000,0.0788
Y,N,N,Y,N,N,N,N,Y,1200,[3N 2N ],1260.0000,0.0500
Y,N,N,N,Y,N,Y,Y,N,1380,[3N 2N ],1260.0000,0.0870
Y,N,Y,N,Y,N,Y,N,Y,1110,[3Y 9Y ],1267.5000,0.1419
Y,Y,Y,N,N,Y,N,N,Y,1200,[3Y 9Y ],1267.5000,0.0562
Y,N,N,Y,Y,Y,N,Y,N,1260,[3N 2N ],1260.0000,0.0000
Y,Y,Y,Y,Y,N,Y,Y,N,2190,[3Y 9N 6N ],2167.5000,0.0103
Y,Y,N,Y,Y,N,Y,N,N,990,[3N 2Y 8N ],890.0000,0.1010
Y,Y,Y,N,Y,N,N,N,N,1950,[3Y 9N 6N ],2167.5000,0.1115
