Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,N,Y,N,Y,Y,N,Y,N,2190,[3Y 9N 8Y ],2190.0000,0.0000
Y,N,Y,Y,N,N,Y,Y,N,2310,[3Y 9N 8Y ],2190.0000,0.0519
Y,Y,N,N,Y,Y,N,Y,N,1020,[3N 6Y ],1014.0000,0.0059
Y,N,N,N,Y,Y,N,N,N,1020,[3N 6Y ],1014.0000,0.0059
Y,N,Y,N,N,Y,Y,Y,N,1980,[3Y 9N 8Y ],2190.0000,0.1061
Y,Y,N,Y,N,N,Y,Y,N,1020,[3N 6N 8Y ],1400.0000,0.3725
Y,Y,N,Y,N,N,N,Y,N,1110,[3N 6N 8Y ],1400.0000,0.2613
Y,Y,Y,N,N,N,N,Y,N,2280,[3Y 9N 8Y ],2190.0000,0.0395
Y,N,N,Y,Y,N,N,N,Y,1200,[3N 6N 8N 7N ],1170.0000,0.0250
Y,Y,N,N,Y,N,Y,N,Y,960,[3N 6N 8N 7Y ],1100.0000,0.1458
Y,N,N,Y,N,N,Y,N,N,1230,[3N 6N 8N 7Y ],1100.0000,0.1057
Y,N,Y,N,Y,Y,N,N,N,1830,[3Y 9N 8N ],1938.0000,0.0590
Y,Y,N,Y,Y,Y,Y,Y,N,990,[3N 6Y ],1014.0000,0.0242
Y,N,Y,Y,Y,N,N,Y,N,2640,[3Y 9N 8Y ],2190.0000,0.1705
Y,N,N,N,N,N,N,N,N,1200,[3N 6N 8N 7N ],1170.0000,0.0250
Y,Y,N,Y,Y,N,N,Y,N,1140,[3N 6N 8Y ],1400.0000,0.2281
Y,N,Y,N,Y,N,N,N,Y,1380,[3Y 9Y ],1132.5000,0.1793
Y,N,N,N,N,Y,Y,N,N,1020,[3N 6Y ],1014.0000,0.0059
Y,N,Y,N,N,Y,Y,N,N,1680,[3Y 9N 8N ],1938.0000,0.1536
Y,Y,Y,N,N,N,Y,N,N,1830,[3Y 9N 8N ],1938.0000,0.0590
Y,N,N,Y,Y,N,Y,Y,N,1380,[3N 6N 8Y ],1400.0000,0.0145
Y,N,N,Y,N,Y,N,Y,N,1260,[3N 6Y ],1014.0000,0.1952
Y,N,N,Y,Y,Y,Y,N,N,1110,[3N 6Y ],1014.0000,0.0865
Y,Y,N,N,Y,N,N,N,N,960,[3N 6N 8N 7N ],1170.0000,0.2188
Y,N,N,N,N,N,N,N,Y,1230,[3N 6N 8N 7N ],1170.0000,0.0488
Y,Y,N,N,Y,N,Y,Y,N,1050,[3N 6N 8Y ],1400.0000,0.3333
Y,N,Y,Y,N,Y,Y,N,Y,1230,[3Y 9Y ],1132.5000,0.0793
Y,N,Y,Y,Y,N,Y,N,N,2190,[3Y 9N 8N ],1938.0000,0.1151
Y,N,N,Y,Y,N,N,Y,N,1470,[3N 6N 8Y ],1400.0000,0.0476
Y,Y,Y,Y,Y,Y,Y,N,Y,870,[3Y 9Y ],1132.5000,0.3017
Y,N,Y,Y,Y,Y,N,Y,N,2190,[3Y 9N 8Y ],2190.0000,0.0000
Y,N,N,Y,N,N,Y,Y,N,1320,[3N 6N 8Y ],1400.0000,0.0606
Y,Y,N,N,N,N,N,N,N,990,[3N 6N 8N 7N ],1170.0000,0.1818
Y,Y,Y,Y,N,N,N,N,Y,1170,[3Y 9Y ],1132.5000,0.0321
Y,Y,N,Y,Y,N,Y,Y,N,1080,[3N 6N 8Y ],1400.0000,0.2963
Y,Y,Y,Y,N,Y,Y,N,N,1770,[3Y 9N 8N ],1938.0000,0.0949
Y,N,N,Y,N,Y,N,N,N,1170,[3N 6Y ],1014.0000,0.1333
Y,N,N,Y,Y,Y,N,N,N,1200,[3N 6Y ],1014.0000,0.1550
Y,Y,N,N,N,N,Y,N,Y,960,[3N 6N 8N 7Y ],1100.0000,0.1458
Y,Y,Y,N,N,Y,N,N,Y,1200,[3Y 9Y ],1132.5000,0.0562
Y,Y,Y,N,N,N,Y,N,Y,1020,[3Y 9Y ],1132.5000,0.1103
Y,Y,N,N,N,Y,Y,N,N,840,[3N 6Y ],1014.0000,0.2071
Y,N,Y,Y,N,N,N,Y,N,2460,[3Y 9N 8Y ],2190.0000,0.1098
Y,N,Y,Y,N,Y,Y,N,N,1830,[3Y 9N 8N ],1938.0000,0.0590
Y,Y,N,N,N,N,N,Y,N,1110,[3N 6N 8Y ],1400.0000,0.2613
Y,Y,N,N,Y,Y,Y,N,Y,900,[3N 6Y ],1014.0000,0.1267
Y,Y,Y,Y,Y,N,Y,Y,N,2190,[3Y 9N 8Y ],2190.0000,0.0000
Y,N,N,N,Y,Y,N,Y,N,1320,[3N 6Y ],1014.0000,0.2318
Y,Y,N,Y,Y,N,Y,N,Y,990,[3N 6N 8N 7Y ],1100.0000,0.1111
Y,Y,N,N,Y,N,Y,N,N,930,[3N 6N 8N 7Y ],1100.0000,0.1828
Y,Y,Y,N,N,Y,Y,N,N,1620,[3Y 9N 8N ],1938.0000,0.1963
Y,Y,Y,N,Y,Y,Y,Y,N,1920,[3Y 9N 8Y ],2190.0000,0.1406
Y,Y,Y,Y,Y,N,N,N,Y,1050,[3Y 9Y ],1132.5000,0.0786
Y,Y,N,N,Y,Y,N,N,N,900,[3N 6Y ],1014.0000,0.1267
Y,N,N,N,Y,N,Y,N,N,1140,[3N 6N 8N 7Y ],1100.0000,0.0351
Y,N,Y,N,Y,N,Y,Y,N,2430,[3Y 9N 8Y ],2190.0000,0.0988
Y,Y,N,Y,N,Y,N,Y,N,990,[3N 6Y ],1014.0000,0.0242
Y,N,N,Y,Y,Y,Y,Y,N,1230,[3N 6Y ],1014.0000,0.1756
Y,N,N,Y,Y,Y,N,N,Y,1140,[3N 6Y ],1014.0000,0.1105
Y,Y,N,Y,N,N,N,N,Y,990,[3N 6N 8N 7N ],1170.0000,0.1818
Y,Y,N,N,N,Y,N,N,Y,930,[3N 6Y ],1014.0000,0.0903
Y,N,Y,Y,Y,N,Y,N,Y,1110,[3Y 9Y ],1132.5000,0.0203
Y,N,Y,Y,Y,N,Y,Y,N,2430,[3Y 9N 8Y ],2190.0000,0.0988
Y,N,Y,Y,N,Y,N,N,N,1980,[3Y 9N 8N ],1938.0000,0.0212
Y,Y,Y,N,N,N,N,N,Y,1140,[3Y 9Y ],1132.5000,0.0066
Y,Y,N,N,N,Y,Y,Y,N,930,[3N 6Y ],1014.0000,0.0903
Y,N,N,Y,N,Y,N,N,Y,1110,[3N 6Y ],1014.0000,0.0865
Y,Y,N,Y,Y,N,Y,N,N,990,[3N 6N 8N 7Y ],1100.0000,0.1111
Y,Y,Y,Y,N,N,Y,N,Y,1170,[3Y 9Y ],1132.5000,0.0321
Y,Y,Y,Y,N,Y,Y,N,Y,1470,[3Y 9Y ],1132.5000,0.2296
Y,Y,Y,N,N,Y,Y,Y,N,1860,[3Y 9N 8Y ],2190.0000,0.1774
Y,Y,Y,Y,N,N,N,N,N,2130,[3Y 9N 8N ],1938.0000,0.0901
Y,N,Y,N,N,N,Y,Y,N,2250,[3Y 9N 8Y ],2190.0000,0.0267
Y,N,Y,Y,Y,Y,N,N,Y,1200,[3Y 9Y ],1132.5000,0.0562
Y,N,Y,N,N,N,Y,N,N,1920,[3Y 9N 8N ],1938.0000,0.0094
Y,N,Y,N,N,Y,Y,N,Y,1260,[3Y 9Y ],1132.5000,0.1012
Y,N,Y,Y,N,N,N,N,Y,1290,[3Y 9Y ],1132.5000,0.1221
Y,Y,Y,N,N,Y,Y,N,Y,1140,[3Y 9Y ],1132.5000,0.0066
Y,N,Y,N,Y,Y,Y,N,Y,1230,[3Y 9Y ],1132.5000,0.0793
Y,Y,Y,N,Y,N,N,N,Y,1320,[3Y 9Y ],1132.5000,0.1420
Y,N,N,N,N,Y,Y,Y,N,1140,[3N 6Y ],1014.0000,0.1105
Y,N,N,N,N,N,N,Y,N,1410,[3N 6N 8Y ],1400.0000,0.0071
Y,N,Y,Y,N,N,Y,N,Y,1320,[3Y 9Y ],1132.5000,0.1420
Y,N,Y,Y,Y,Y,Y,N,Y,1170,[3Y 9Y ],1132.5000,0.0321
Y,N,N,Y,Y,Y,N,Y,N,1260,[3N 6Y ],1014.0000,0.1952
Y,Y,Y,N,Y,Y,Y,N,N,1680,[3Y 9N 8N ],1938.0000,0.1536
Y,Y,Y,Y,N,N,N,Y,N,2160,[3Y 9N 8Y ],2190.0000,0.0139
Y,Y,N,Y,Y,Y,Y,N,Y,870,[3N 6Y ],1014.0000,0.1655
Y,N,N,Y,Y,N,Y,N,N,1170,[3N 6N 8N 7Y ],1100.0000,0.0598
Y,N,N,N,N,Y,Y,N,Y,1080,[3N 6Y ],1014.0000,0.0611
Y,Y,Y,N,Y,N,Y,Y,N,2190,[3Y 9N 8Y ],2190.0000,0.0000
Y,N,Y,N,N,N,N,Y,N,2490,[3Y 9N 8Y ],2190.0000,0.1205
Y,Y,N,N,N,N,Y,N,N,900,[3N 6N 8N 7Y ],1100.0000,0.2222
Y,N,N,N,Y,N,N,Y,N,1410,[3N 6N 8Y ],1400.0000,0.0071
Y,Y,N,Y,N,Y,Y,N,Y,870,[3N 6Y ],1014.0000,0.1655
Y,N,Y,N,Y,Y,N,N,Y,1350,[3Y 9Y ],1132.5000,0.1611
Y,N,N,Y,Y,N,N,N,N,1350,[3N 6N 8N 7N ],1170.0000,0.1333
Y,Y,Y,Y,Y,Y,Y,N,N,1800,[3Y 9N 8N ],1938.0000,0.0767
Y,Y,Y,Y,N,Y,N,Y,N,1890,[3Y 9N 8Y ],2190.0000,0.1587
Y,Y,N,N,N,N,Y,Y,N,1020,[3N 6N 8Y ],1400.0000,0.3725
Y,Y,N,N,Y,Y,Y,N,N,840,[3N 6Y ],1014.0000,0.2071
Y,N,N,Y,N,Y,Y,N,N,1080,[3N 6Y ],1014.0000,0.0611
Y,Y,Y,N,Y,Y,N,Y,N,2070,[3Y 9N 8Y ],2190.0000,0.0580
Y,Y,Y,N,Y,N,N,Y,N,2280,[3Y 9N 8Y ],2190.0000,0.0395
Y,N,Y,Y,N,Y,N,Y,N,2100,[3Y 9N 8Y ],2190.0000,0.0429
Y,N,Y,Y,N,Y,Y,Y,N,1980,[3Y 9N 8Y ],2190.0000,0.1061
Y,Y,N,Y,N,Y,N,N,Y,930,[3N 6Y ],1014.0000,0.0903
Y,N,Y,Y,N,N,N,N,N,2220,[3Y 9N 8N ],1938.0000,0.1270
Y,N,Y,N,Y,N,Y,N,Y,1110,[3Y 9Y ],1132.5000,0.0203
Y,N,N,N,Y,Y,Y,N,Y,1050,[3N 6Y ],1014.0000,0.0343
Y,N,Y,Y,N,N,Y,N,N,2130,[3Y 9N 8N ],1938.0000,0.0901
Y,Y,N,N,Y,N,N,Y,N,1140,[3N 6N 8Y ],1400.0000,0.2281
Y,N,N,Y,N,N,N,N,Y,1200,[3N 6N 8N 7N ],1170.0000,0.0250
Y,Y,Y,N,Y,N,N,N,N,1950,[3Y 9N 8N ],1938.0000,0.0062
