Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,Y,Y,N,N,N,N,N,Y,1140,[3Y ],1830.0000,0.6053
Y,Y,Y,N,Y,Y,Y,N,N,1680,[3Y ],1830.0000,0.0893
Y,Y,N,N,N,N,N,Y,N,1110,[3N 2Y ],900.0000,0.1892
Y,Y,Y,N,N,Y,N,N,N,1710,[3Y ],1830.0000,0.0702
Y,Y,Y,N,Y,Y,N,N,Y,1080,[3Y ],1830.0000,0.6944
Y,Y,Y,N,Y,Y,N,Y,N,2070,[3Y ],1830.0000,0.1159
Y,N,N,Y,N,N,Y,N,Y,1140,[3N 2N ],1140.0000,0.0000
Y,N,N,N,N,Y,Y,Y,N,1140,[3N 2N ],1140.0000,0.0000
Y,Y,Y,N,Y,N,N,N,Y,1320,[3Y ],1830.0000,0.3864
Y,N,N,N,Y,N,Y,N,N,1140,[3N 2N ],1140.0000,0.0000
Y,Y,N,Y,N,N,Y,N,Y,960,[3N 2Y ],900.0000,0.0625
Y,N,N,Y,N,N,Y,N,N,1230,[3N 2N ],1140.0000,0.0732
Y,Y,Y,Y,Y,N,Y,Y,N,2190,[3Y ],1830.0000,0.1644
Y,N,N,N,Y,N,N,Y,N,1410,[3N 2N ],1140.0000,0.1915
Y,Y,N,Y,Y,N,Y,N,N,990,[3N 2Y ],900.0000,0.0909
Y,Y,Y,Y,N,N,N,N,N,2130,[3Y ],1830.0000,0.1408
Y,Y,N,N,Y,N,Y,Y,N,1050,[3N 2Y ],900.0000,0.1429
Y,N,Y,Y,N,N,N,N,Y,1290,[3Y ],1830.0000,0.4186
Y,Y,Y,N,Y,Y,Y,Y,N,1920,[3Y ],1830.0000,0.0469
Y,N,N,N,Y,N,N,N,N,1200,[3N 2N ],1140.0000,0.0500
Y,Y,N,Y,Y,N,N,Y,N,1140,[3N 2Y ],900.0000,0.2105
Y,N,Y,Y,N,N,N,Y,N,2460,[3Y ],1830.0000,0.2561
Y,N,N,Y,N,N,N,Y,N,1410,[3N 2N ],1140.0000,0.1915
Y,Y,N,Y,N,Y,Y,N,N,900,[3N 2Y ],900.0000,0.0000
Y,N,Y,Y,N,Y,N,Y,N,2100,[3Y ],1830.0000,0.1286
Y,Y,N,Y,Y,Y,N,Y,N,1020,[3N 2Y ],900.0000,0.1176
Y,Y,N,N,N,N,Y,N,Y,960,[3N 2Y ],900.0000,0.0625
Y,N,Y,N,Y,N,Y,N,N,1950,[3Y ],1830.0000,0.0615
Y,Y,Y,Y,Y,Y,Y,N,Y,870,[3Y ],1830.0000,1.1034
Y,Y,N,N,Y,N,N,N,N,960,[3N 2Y ],900.0000,0.0625
Y,Y,N,N,N,Y,N,N,N,900,[3N 2Y ],900.0000,0.0000
Y,Y,N,N,Y,Y,Y,Y,N,960,[3N 2Y ],900.0000,0.0625
Y,Y,N,Y,Y,Y,Y,Y,N,990,[3N 2Y ],900.0000,0.0909
Y,Y,N,N,Y,Y,N,N,Y,930,[3N 2Y ],900.0000,0.0323
Y,N,N,Y,N,Y,N,N,Y,1110,[3N 2N ],1140.0000,0.0270
Y,N,N,N,N,Y,N,N,N,1080,[3N 2N ],1140.0000,0.0556
Y,N,N,N,Y,Y,Y,Y,N,1230,[3N 2N ],1140.0000,0.0732
Y,Y,Y,N,N,Y,Y,N,N,1620,[3Y ],1830.0000,0.1296
Y,N,N,Y,N,Y,Y,Y,N,1140,[3N 2N ],1140.0000,0.0000
Y,N,N,N,N,N,N,N,N,1200,[3N 2N ],1140.0000,0.0500
Y,N,Y,Y,N,N,Y,N,Y,1320,[3Y ],1830.0000,0.3864
Y,N,Y,Y,Y,N,Y,N,Y,1110,[3Y ],1830.0000,0.6486
Y,N,Y,N,N,Y,Y,Y,N,1980,[3Y ],1830.0000,0.0758
Y,Y,N,N,Y,Y,Y,N,N,840,[3N 2Y ],900.0000,0.0714
Y,Y,Y,N,Y,N,Y,Y,N,2190,[3Y ],1830.0000,0.1644
Y,Y,Y,Y,Y,Y,N,Y,N,2100,[3Y ],1830.0000,0.1286
Y,N,Y,N,Y,Y,Y,N,Y,1230,[3Y ],1830.0000,0.4878
Y,N,N,Y,Y,Y,N,Y,N,1260,[3N 2N ],1140.0000,0.0952
Y,Y,N,Y,Y,Y,Y,N,Y,870,[3N 2Y ],900.0000,0.0345
Y,N,N,N,N,N,Y,N,Y,1080,[3N 2N ],1140.0000,0.0556
Y,Y,N,Y,N,Y,Y,Y,N,960,[3N 2Y ],900.0000,0.0625
Y,N,Y,Y,Y,Y,N,N,Y,1200,[3Y ],1830.0000,0.5250
Y,Y,N,N,N,N,Y,Y,N,1020,[3N 2Y ],900.0000,0.1176
Y,N,Y,Y,Y,N,Y,Y,N,2430,[3Y ],1830.0000,0.2469
Y,N,Y,N,Y,N,N,Y,N,2400,[3Y ],1830.0000,0.2375
Y,N,Y,N,N,Y,Y,N,N,1680,[3Y ],1830.0000,0.0893
Y,Y,Y,N,Y,Y,N,N,N,1770,[3Y ],1830.0000,0.0339
Y,N,Y,N,Y,Y,Y,Y,N,2100,[3Y ],1830.0000,0.1286
Y,N,N,N,N,Y,N,Y,N,1260,[3N 2N ],1140.0000,0.0952
Y,N,Y,N,N,Y,N,N,N,1770,[3Y ],1830.0000,0.0339
Y,Y,N,N,N,Y,Y,N,Y,870,[3N 2Y ],900.0000,0.0345
Y,N,Y,Y,N,Y,Y,N,N,1830,[3Y ],1830.0000,0.0000
Y,N,Y,Y,Y,Y,Y,Y,N,2070,[3Y ],1830.0000,0.1159
Y,Y,Y,N,N,N,Y,N,Y,1020,[3Y ],1830.0000,0.7941
Y,N,N,Y,N,N,N,N,N,1320,[3N 2N ],1140.0000,0.1364
Y,Y,N,Y,N,Y,Y,N,Y,870,[3N 2Y ],900.0000,0.0345
Y,N,Y,N,N,N,N,N,Y,1200,[3Y ],1830.0000,0.5250
Y,Y,N,Y,Y,N,Y,N,Y,990,[3N 2Y ],900.0000,0.0909
Y,N,Y,N,N,Y,N,N,Y,1230,[3Y ],1830.0000,0.4878
Y,Y,Y,N,N,N,N,N,N,1950,[3Y ],1830.0000,0.0615
Y,Y,N,Y,Y,N,N,N,Y,1050,[3N 2Y ],900.0000,0.1429
Y,Y,N,N,N,Y,N,N,Y,930,[3N 2Y ],900.0000,0.0323
Y,N,Y,N,N,N,Y,N,Y,1350,[3Y ],1830.0000,0.3556
Y,Y,N,N,Y,Y,N,Y,N,1020,[3N 2Y ],900.0000,0.1176
Y,N,N,N,N,Y,Y,N,Y,1080,[3N 2N ],1140.0000,0.0556
Y,Y,N,Y,Y,Y,N,N,Y,930,[3N 2Y ],900.0000,0.0323
Y,Y,Y,Y,N,Y,N,Y,N,1890,[3Y ],1830.0000,0.0317
Y,Y,N,N,N,Y,Y,Y,N,930,[3N 2Y ],900.0000,0.0323
Y,N,Y,N,N,N,Y,Y,N,2250,[3Y ],1830.0000,0.1867
Y,Y,N,Y,Y,N,Y,Y,N,1080,[3N 2Y ],900.0000,0.1667
Y,Y,Y,Y,N,Y,N,N,Y,1080,[3Y ],1830.0000,0.6944
Y,Y,N,N,Y,N,Y,N,N,930,[3N 2Y ],900.0000,0.0323
Y,Y,N,Y,Y,N,N,N,N,1080,[3N 2Y ],900.0000,0.1667
Y,Y,Y,Y,Y,N,N,N,N,2220,[3Y ],1830.0000,0.1757
Y,Y,Y,N,N,N,Y,N,N,1830,[3Y ],1830.0000,0.0000
Y,Y,N,Y,N,Y,N,N,N,930,[3N 2Y ],900.0000,0.0323
Y,N,Y,N,Y,Y,N,N,Y,1350,[3Y ],1830.0000,0.3556
Y,N,Y,Y,Y,Y,N,Y,N,2190,[3Y ],1830.0000,0.1644
Y,N,N,N,Y,Y,Y,N,Y,1050,[3N 2N ],1140.0000,0.0857
Y,N,Y,N,Y,Y,N,N,N,1830,[3Y ],1830.0000,0.0000
Y,N,N,Y,N,Y,N,Y,N,1260,[3N 2N ],1140.0000,0.0952
Y,Y,Y,Y,N,Y,Y,Y,N,1860,[3Y ],1830.0000,0.0161
Y,N,Y,N,Y,Y,N,Y,N,2190,[3Y ],1830.0000,0.1644
Y,N,Y,Y,N,Y,Y,Y,N,1980,[3Y ],1830.0000,0.0758
Y,N,N,Y,N,Y,N,N,N,1170,[3N 2N ],1140.0000,0.0256
Y,Y,N,N,N,Y,N,Y,N,1020,[3N 2Y ],900.0000,0.1176
Y,Y,Y,N,Y,N,Y,N,N,1890,[3Y ],1830.0000,0.0317
Y,Y,Y,Y,N,N,N,N,Y,1170,[3Y ],1830.0000,0.5641
Y,N,N,Y,Y,N,Y,N,N,1170,[3N 2N ],1140.0000,0.0256
