Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,Y,N,N,Y,Y,Y,N,Y,900,[3N 2Y ],960.0000,0.0667
Y,N,N,Y,N,Y,Y,Y,N,1140,[3N 2N 7Y ],1092.0000,0.0421
Y,N,Y,Y,N,N,N,N,Y,1290,[3Y 9Y ],1164.0000,0.0977
Y,Y,N,N,N,N,N,Y,N,1110,[3N 2Y ],960.0000,0.1351
Y,Y,Y,Y,Y,N,Y,N,Y,1200,[3Y 9Y ],1164.0000,0.0300
Y,Y,Y,N,Y,N,N,N,Y,1320,[3Y 9Y ],1164.0000,0.1182
Y,Y,Y,N,Y,N,N,Y,N,2280,[3Y 9N 4N 6N ],2030.0000,0.1096
Y,Y,Y,Y,Y,Y,Y,N,N,1800,[3Y 9N 4Y ],2340.0000,0.3000
Y,Y,Y,N,Y,Y,Y,N,Y,1500,[3Y 9Y ],1164.0000,0.2240
Y,Y,Y,N,N,Y,N,Y,N,1980,[3Y 9N 4N 6Y ],1836.0000,0.0727
Y,Y,N,Y,N,N,Y,N,Y,960,[3N 2Y ],960.0000,0.0000
Y,Y,N,N,Y,N,Y,N,Y,960,[3N 2Y ],960.0000,0.0000
Y,Y,N,N,Y,Y,N,Y,N,1020,[3N 2Y ],960.0000,0.0588
Y,N,Y,Y,Y,N,N,Y,N,2640,[3Y 9N 4Y ],2340.0000,0.1136
Y,N,N,Y,N,N,Y,N,N,1230,[3N 2N 7Y ],1092.0000,0.1122
Y,N,N,N,Y,Y,N,N,N,1020,[3N 2N 7N ],1260.0000,0.2353
Y,N,Y,Y,N,N,N,N,N,2220,[3Y 9N 4Y ],2340.0000,0.0541
Y,Y,Y,Y,N,Y,N,N,N,1890,[3Y 9N 4Y ],2340.0000,0.2381
Y,N,N,N,N,N,N,N,Y,1230,[3N 2N 7N ],1260.0000,0.0244
Y,N,N,Y,Y,N,Y,N,N,1170,[3N 2N 7Y ],1092.0000,0.0667
Y,N,Y,Y,N,N,Y,Y,N,2310,[3Y 9N 4Y ],2340.0000,0.0130
Y,Y,Y,N,N,N,Y,Y,N,2160,[3Y 9N 4N 6N ],2030.0000,0.0602
Y,N,Y,Y,Y,Y,N,Y,N,2190,[3Y 9N 4Y ],2340.0000,0.0685
Y,Y,N,Y,N,N,Y,Y,N,1020,[3N 2Y ],960.0000,0.0588
Y,Y,Y,Y,Y,N,Y,Y,N,2190,[3Y 9N 4Y ],2340.0000,0.0685
Y,Y,Y,Y,N,N,N,Y,N,2160,[3Y 9N 4Y ],2340.0000,0.0833
Y,Y,N,Y,Y,N,Y,Y,N,1080,[3N 2Y ],960.0000,0.1111
Y,N,Y,Y,Y,Y,Y,Y,N,2070,[3Y 9N 4Y ],2340.0000,0.1304
Y,N,Y,Y,Y,Y,Y,N,Y,1170,[3Y 9Y ],1164.0000,0.0051
Y,N,Y,Y,Y,Y,N,N,Y,1200,[3Y 9Y ],1164.0000,0.0300
Y,N,N,N,N,N,N,N,N,1200,[3N 2N 7N ],1260.0000,0.0500
Y,N,Y,N,Y,Y,N,N,Y,1350,[3Y 9Y ],1164.0000,0.1378
Y,N,N,Y,Y,Y,N,Y,N,1260,[3N 2N 7N ],1260.0000,0.0000
Y,Y,Y,Y,N,N,N,N,Y,1170,[3Y 9Y ],1164.0000,0.0051
Y,N,Y,Y,Y,N,N,N,N,2370,[3Y 9N 4Y ],2340.0000,0.0127
Y,N,Y,Y,N,N,Y,N,Y,1320,[3Y 9Y ],1164.0000,0.1182
Y,N,Y,N,Y,N,N,N,N,2100,[3Y 9N 4N 6N ],2030.0000,0.0333
Y,Y,N,Y,Y,N,N,Y,N,1140,[3N 2Y ],960.0000,0.1579
Y,N,Y,N,N,Y,Y,N,N,1680,[3Y 9N 4N 6Y ],1836.0000,0.0929
Y,N,N,N,Y,Y,Y,N,Y,1050,[3N 2N 7Y ],1092.0000,0.0400
Y,N,N,Y,N,Y,Y,N,Y,1050,[3N 2N 7Y ],1092.0000,0.0400
Y,N,N,N,N,Y,N,N,Y,1050,[3N 2N 7N ],1260.0000,0.2000
Y,N,Y,Y,N,Y,N,N,Y,1020,[3Y 9Y ],1164.0000,0.1412
Y,Y,Y,N,Y,Y,N,Y,N,2070,[3Y 9N 4N 6Y ],1836.0000,0.1130
Y,Y,N,Y,N,Y,Y,Y,N,960,[3N 2Y ],960.0000,0.0000
Y,N,Y,Y,Y,N,N,N,Y,1200,[3Y 9Y ],1164.0000,0.0300
Y,N,N,N,Y,N,Y,N,Y,1200,[3N 2N 7Y ],1092.0000,0.0900
Y,Y,Y,N,Y,N,Y,Y,N,2190,[3Y 9N 4N 6N ],2030.0000,0.0731
Y,N,Y,N,N,N,N,N,Y,1200,[3Y 9Y ],1164.0000,0.0300
Y,Y,N,N,N,Y,N,Y,N,1020,[3N 2Y ],960.0000,0.0588
Y,Y,Y,Y,Y,N,N,N,Y,1050,[3Y 9Y ],1164.0000,0.1086
Y,Y,Y,N,N,Y,N,N,Y,1200,[3Y 9Y ],1164.0000,0.0300
Y,N,Y,Y,Y,Y,N,N,N,2040,[3Y 9N 4Y ],2340.0000,0.1471
Y,Y,N,N,Y,Y,N,N,Y,930,[3N 2Y ],960.0000,0.0323
Y,Y,Y,N,Y,Y,Y,Y,N,1920,[3Y 9N 4N 6Y ],1836.0000,0.0438
Y,N,Y,N,Y,N,N,N,Y,1380,[3Y 9Y ],1164.0000,0.1565
Y,Y,N,Y,N,N,N,N,Y,990,[3N 2Y ],960.0000,0.0303
Y,N,Y,N,Y,N,Y,N,N,1950,[3Y 9N 4N 6N ],2030.0000,0.0410
Y,N,N,Y,N,Y,N,N,Y,1110,[3N 2N 7N ],1260.0000,0.1351
Y,Y,N,N,N,Y,Y,Y,N,930,[3N 2Y ],960.0000,0.0323
Y,Y,N,N,N,Y,Y,N,Y,870,[3N 2Y ],960.0000,0.1034
Y,Y,Y,Y,Y,N,N,N,N,2220,[3Y 9N 4Y ],2340.0000,0.0541
Y,Y,N,Y,Y,Y,Y,N,N,900,[3N 2Y ],960.0000,0.0667
Y,N,Y,N,N,Y,N,N,Y,1230,[3Y 9Y ],1164.0000,0.0537
Y,N,N,N,N,Y,Y,N,Y,1080,[3N 2N 7Y ],1092.0000,0.0111
Y,Y,Y,N,Y,Y,N,N,Y,1080,[3Y 9Y ],1164.0000,0.0778
Y,N,N,N,N,N,Y,Y,N,1290,[3N 2N 7Y ],1092.0000,0.1535
Y,Y,Y,Y,N,Y,Y,N,Y,1470,[3Y 9Y ],1164.0000,0.2082
Y,N,N,Y,Y,Y,N,N,Y,1140,[3N 2N 7N ],1260.0000,0.1053
