Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,N,Y,Y,Y,N,N,N,Y,1200,[2N ],1230.0000,0.0250
Y,Y,Y,Y,N,Y,Y,N,N,1770,[2Y ],1770.0000,0.0000
Y,Y,Y,N,N,N,N,N,N,1950,[2Y ],1770.0000,0.0923
Y,N,Y,Y,N,N,N,Y,N,2460,[2N ],1230.0000,0.5000
Y,Y,Y,Y,Y,Y,N,N,N,1920,[2Y ],1770.0000,0.0781
Y,N,Y,N,N,N,N,N,N,2040,[2N ],1230.0000,0.3971
Y,Y,Y,Y,N,N,Y,N,N,2010,[2Y ],1770.0000,0.1194
Y,N,N,N,Y,N,N,N,Y,1260,[2N ],1230.0000,0.0238
Y,N,N,N,N,Y,Y,Y,N,1140,[2N ],1230.0000,0.0789
Y,N,Y,N,N,Y,Y,N,Y,1260,[2N ],1230.0000,0.0238
Y,N,N,N,N,N,Y,Y,N,1290,[2N ],1230.0000,0.0465
Y,N,Y,Y,Y,N,N,N,N,2370,[2N ],1230.0000,0.4810
Y,Y,N,N,N,N,Y,N,N,900,[2Y ],1770.0000,0.9667
Y,Y,N,Y,Y,Y,Y,Y,N,990,[2Y ],1770.0000,0.7879
Y,N,Y,Y,N,N,N,N,N,2220,[2N ],1230.0000,0.4459
Y,N,N,N,Y,Y,Y,Y,N,1230,[2N ],1230.0000,0.0000
Y,Y,N,N,Y,N,N,Y,N,1140,[2Y ],1770.0000,0.5526
Y,N,N,Y,N,Y,N,N,N,1170,[2N ],1230.0000,0.0513
Y,N,Y,Y,N,N,Y,Y,N,2310,[2N ],1230.0000,0.4675
Y,N,N,Y,Y,N,N,N,Y,1200,[2N ],1230.0000,0.0250
Y,Y,Y,N,N,N,N,Y,N,2280,[2Y ],1770.0000,0.2237
Y,N,N,Y,Y,N,N,Y,N,1470,[2N ],1230.0000,0.1633
Y,N,Y,Y,Y,Y,Y,Y,N,2070,[2N ],1230.0000,0.4058
Y,Y,Y,Y,N,Y,N,Y,N,1890,[2Y ],1770.0000,0.0635
Y,N,Y,N,Y,N,Y,Y,N,2430,[2N ],1230.0000,0.4938
Y,Y,N,Y,Y,N,Y,N,N,990,[2Y ],1770.0000,0.7879
Y,Y,N,N,Y,Y,N,N,N,900,[2Y ],1770.0000,0.9667
Y,N,N,Y,N,N,Y,Y,N,1320,[2N ],1230.0000,0.0682
Y,Y,N,Y,Y,Y,N,N,N,960,[2Y ],1770.0000,0.8438
Y,N,Y,N,Y,Y,N,N,N,1830,[2N ],1230.0000,0.3279
Y,Y,N,N,Y,Y,N,N,Y,930,[2Y ],1770.0000,0.9032
Y,Y,Y,N,N,N,Y,N,Y,1020,[2Y ],1770.0000,0.7353
Y,Y,N,N,N,N,N,N,N,990,[2Y ],1770.0000,0.7879
Y,Y,N,N,Y,N,N,N,Y,1020,[2Y ],1770.0000,0.7353
Y,Y,Y,N,N,Y,N,N,Y,1200,[2Y ],1770.0000,0.4750
Y,N,N,N,N,Y,N,N,Y,1050,[2N ],1230.0000,0.1714
Y,Y,N,N,N,N,N,N,Y,990,[2Y ],1770.0000,0.7879
Y,N,Y,Y,Y,N,Y,N,Y,1110,[2N ],1230.0000,0.1081
Y,N,Y,N,Y,Y,Y,Y,N,2100,[2N ],1230.0000,0.4143
Y,N,N,Y,N,N,N,N,N,1320,[2N ],1230.0000,0.0682
Y,Y,N,N,Y,N,Y,N,Y,960,[2Y ],1770.0000,0.8438
Y,N,N,N,Y,N,N,Y,N,1410,[2N ],1230.0000,0.1277
Y,N,Y,Y,N,Y,Y,N,N,1830,[2N ],1230.0000,0.3279
Y,N,Y,Y,Y,N,Y,Y,N,2430,[2N ],1230.0000,0.4938
Y,Y,Y,N,Y,N,Y,N,N,1890,[2Y ],1770.0000,0.0635
Y,N,N,N,Y,N,Y,N,N,1140,[2N ],1230.0000,0.0789
Y,Y,Y,Y,Y,N,N,N,Y,1050,[2Y ],1770.0000,0.6857
Y,Y,Y,Y,N,N,N,Y,N,2160,[2Y ],1770.0000,0.1806
Y,Y,Y,N,Y,Y,Y,Y,N,1920,[2Y ],1770.0000,0.0781
Y,Y,N,N,N,Y,N,Y,N,1020,[2Y ],1770.0000,0.7353
Y,N,N,Y,N,Y,Y,N,N,1080,[2N ],1230.0000,0.1389
Y,Y,N,N,N,Y,N,N,N,900,[2Y ],1770.0000,0.9667
Y,Y,Y,Y,Y,N,Y,N,Y,1200,[2Y ],1770.0000,0.4750
Y,N,Y,N,Y,N,N,Y,N,2400,[2N ],1230.0000,0.4875
Y,Y,Y,N,N,N,N,N,Y,1140,[2Y ],1770.0000,0.5526
Y,N,Y,Y,Y,Y,Y,N,Y,1170,[2N ],1230.0000,0.0513
Y,Y,N,Y,N,Y,N,N,N,930,[2Y ],1770.0000,0.9032
Y,N,Y,N,Y,Y,N,N,Y,1350,[2N ],1230.0000,0.0889
Y,N,Y,N,Y,N,N,N,Y,1380,[2N ],1230.0000,0.1087
Y,Y,Y,N,Y,N,Y,N,Y,1170,[2Y ],1770.0000,0.5128
Y,N,N,N,Y,Y,Y,N,Y,1050,[2N ],1230.0000,0.1714
Y,Y,N,N,N,N,N,Y,N,1110,[2Y ],1770.0000,0.5946
Y,Y,Y,N,Y,N,N,Y,N,2280,[2Y ],1770.0000,0.2237
Y,Y,N,N,Y,N,Y,Y,N,1050,[2Y ],1770.0000,0.6857
Y,N,N,N,Y,N,N,N,N,1200,[2N ],1230.0000,0.0250
Y,N,N,Y,Y,N,N,N,N,1350,[2N ],1230.0000,0.0889
Y,Y,N,N,Y,Y,Y,N,N,840,[2Y ],1770.0000,1.1071
Y,Y,Y,N,N,N,Y,N,N,1830,[2Y ],1770.0000,0.0328
Y,N,Y,Y,Y,N,Y,N,N,2190,[2N ],1230.0000,0.4384
Y,N,Y,N,Y,Y,N,Y,N,2190,[2N ],1230.0000,0.4384
Y,Y,N,Y,Y,N,Y,N,Y,990,[2Y ],1770.0000,0.7879
Y,N,Y,N,N,Y,N,Y,N,2130,[2N ],1230.0000,0.4225
Y,N,N,N,N,N,Y,N,Y,1080,[2N ],1230.0000,0.1389
Y,N,Y,N,N,N,Y,Y,N,2250,[2N ],1230.0000,0.4533
Y,N,Y,N,N,N,Y,N,Y,1350,[2N ],1230.0000,0.0889
Y,N,N,N,Y,N,Y,N,Y,1200,[2N ],1230.0000,0.0250
Y,Y,N,Y,Y,N,N,N,N,1080,[2Y ],1770.0000,0.6389
Y,N,Y,N,N,Y,Y,Y,N,1980,[2N ],1230.0000,0.3788
Y,N,N,Y,Y,Y,N,N,N,1200,[2N ],1230.0000,0.0250
Y,N,N,Y,Y,Y,Y,Y,N,1230,[2N ],1230.0000,0.0000
Y,Y,N,Y,N,N,Y,N,Y,960,[2Y ],1770.0000,0.8438
Y,Y,N,N,Y,Y,Y,Y,N,960,[2Y ],1770.0000,0.8438
Y,Y,Y,Y,N,Y,N,N,Y,1080,[2Y ],1770.0000,0.6389
Y,Y,N,N,N,N,Y,N,Y,960,[2Y ],1770.0000,0.8438
Y,Y,N,Y,N,Y,Y,N,N,900,[2Y ],1770.0000,0.9667
Y,Y,N,Y,N,Y,Y,N,Y,870,[2Y ],1770.0000,1.0345
Y,N,N,Y,Y,Y,Y,N,N,1110,[2N ],1230.0000,0.1081
Y,N,N,Y,N,Y,Y,N,Y,1050,[2N ],1230.0000,0.1714
Y,N,Y,Y,N,N,Y,N,N,2130,[2N ],1230.0000,0.4225
Y,Y,Y,Y,Y,N,Y,N,N,2070,[2Y ],1770.0000,0.1449
Y,Y,N,N,N,Y,Y,N,N,840,[2Y ],1770.0000,1.1071
Y,N,Y,Y,N,N,Y,N,Y,1320,[2N ],1230.0000,0.0682
Y,N,Y,N,N,Y,Y,N,N,1680,[2N ],1230.0000,0.2679
Y,N,N,N,Y,N,Y,Y,N,1380,[2N ],1230.0000,0.1087
Y,Y,Y,N,Y,Y,N,Y,N,2070,[2Y ],1770.0000,0.1449
Y,N,N,N,N,N,N,Y,N,1410,[2N ],1230.0000,0.1277
Y,N,Y,Y,N,Y,Y,N,Y,1230,[2N ],1230.0000,0.0000
Y,Y,N,N,Y,Y,N,Y,N,1020,[2Y ],1770.0000,0.7353
Y,Y,Y,N,Y,Y,N,N,N,1770,[2Y ],1770.0000,0.0000
Y,N,N,Y,N,N,N,Y,N,1410,[2N ],1230.0000,0.1277
Y,Y,N,Y,Y,N,N,N,Y,1050,[2Y ],1770.0000,0.6857
Y,N,Y,Y,N,Y,N,Y,N,2100,[2N ],1230.0000,0.4143
Y,Y,Y,N,N,N,Y,Y,N,2160,[2Y ],1770.0000,0.1806
Y,N,N,N,Y,Y,N,Y,N,1320,[2N ],1230.0000,0.0682
Y,Y,Y,Y,N,N,N,N,N,2130,[2Y ],1770.0000,0.1690
Y,Y,Y,Y,N,Y,Y,Y,N,1860,[2Y ],1770.0000,0.0484
Y,N,N,N,Y,Y,Y,N,N,990,[2N ],1230.0000,0.2424
Y,Y,Y,Y,N,Y,Y,N,Y,1470,[2Y ],1770.0000,0.2041
Y,N,Y,N,Y,N,Y,N,Y,1110,[2N ],1230.0000,0.1081
Y,N,Y,N,N,N,N,N,Y,1200,[2N ],1230.0000,0.0250
