"","Performance","freqAll","freqN1","freqN2","freqN3","freqPW"
"1",14.088,0.00153744783659126,0,0,0.00170940170940171,0.00247349823321555
"2",14.167,0.000878541620909291,0,0,0.00170940170940171,0.000353356890459364
"3",14.281,0.00131781243136394,0.00512820512820513,0.00256410256410256,0,0.00176678445229682
"4",14.334,0.000658906215681968,0,0,0,0.000353356890459364
"5",14.107,0.000439270810454645,0,0,0,0
"6",14.223,0.000878541620909291,0,0,0.00341880341880342,0.000706713780918728
"7",14.229,0.000658906215681968,0,0,0,0.000706713780918728
"8",14.247,0.000658906215681968,0,0,0.00170940170940171,0.000353356890459364
"9",14.137,0.000878541620909291,0,0,0,0.000706713780918728
"10",14.349,0.000439270810454645,0,0,0,0.000706713780918728
"11",14.4,0.00109817702613661,0,0.00256410256410256,0.00170940170940171,0.00176678445229682
"12",13.695,0.000439270810454645,0,0,0,0.000706713780918728
"13",13.702,0.000658906215681968,0,0.00256410256410256,0,0.000353356890459364
"14",14.238,0.000219635405227323,0,0,0,0
"15",13.359,0.000219635405227323,0,0,0,0.000353356890459364
"16",13.335,0.000658906215681968,0,0,0.00170940170940171,0.00106007067137809
"17",13.499,0.000878541620909291,0.00512820512820513,0,0,0.00106007067137809
"18",13.483,0.000439270810454645,0,0,0.00170940170940171,0
"19",13.907,0.000219635405227323,0,0,0,0.000706713780918728
"20",13.398,0.000439270810454645,0,0,0,0
"21",13.44,0.000439270810454645,0,0,0,0.000706713780918728
"22",13.277,0.000219635405227323,0,0,0,0.000353356890459364
"23",13.371,0.000219635405227323,0,0,0,0
"24",13.611,0.00109817702613661,0.00512820512820513,0.00256410256410256,0,0.000353356890459364
"25",15.688,0.000219635405227323,0,0,0,0
"26",15.721,0.000219635405227323,0,0,0,0.000353356890459364
"27",14.28,0.000439270810454645,0,0,0,0
"28",15.02,0.000219635405227323,0,0,0,0.000353356890459364
"29",15.101,0.000219635405227323,0,0,0,0
"30",15.348,0.000219635405227323,0,0,0,0
"31",15.032,0.000219635405227323,0.00512820512820513,0,0,0
"32",15.186,0.000878541620909291,0,0,0,0.000706713780918728
"33",14.623,0.00131781243136394,0.00512820512820513,0.00256410256410256,0,0.000706713780918728
"34",14.673,0.000658906215681968,0,0,0,0.000706713780918728
"35",14.996,0.000439270810454645,0,0,0,0.000353356890459364
"36",15.306,0.000439270810454645,0,0,0,0.000353356890459364
"37",15.277,0.000439270810454645,0,0,0,0.000353356890459364
"38",15.577,0.000439270810454645,0,0,0,0.000706713780918728
"39",14.585,0.00153744783659126,0,0.00256410256410256,0.00341880341880342,0.00106007067137809
"40",14.675,0.000878541620909291,0,0,0,0.000353356890459364
"41",14.434,0.000439270810454645,0,0,0.00170940170940171,0
"42",15.313,0.000439270810454645,0,0,0.00341880341880342,0
"43",15.501,0.000439270810454645,0,0,0,0
"44",14.811,0.000439270810454645,0,0,0,0.000706713780918728
"45",14.602,0.00131781243136394,0,0.00256410256410256,0,0.00106007067137809
"46",15.014,0.000878541620909291,0,0,0.00170940170940171,0.000706713780918728
"47",14.449,0.000439270810454645,0,0,0,0.000353356890459364
"48",15.042,0.000878541620909291,0,0,0.00170940170940171,0.000353356890459364
"49",15.154,0.000439270810454645,0,0,0,0.000706713780918728
"50",15.331,0.00109817702613661,0,0,0.00341880341880342,0.00141342756183746
"51",14.868,0.000878541620909291,0.00512820512820513,0,0,0
"52",15.458,0.000658906215681968,0,0,0,0.00106007067137809
"53",15.038,0.000439270810454645,0.00512820512820513,0,0,0.000353356890459364
"54",14.863,0.000219635405227323,0,0,0,0
"55",15.434,0.000439270810454645,0,0.00256410256410256,0,0.000353356890459364
"56",14.813,0.000439270810454645,0,0,0,0.000706713780918728
"57",14.978,0.000878541620909291,0,0.00256410256410256,0,0.00106007067137809
"58",14.671,0.00109817702613661,0,0.00256410256410256,0.00170940170940171,0.00106007067137809
"59",15.098,0.000658906215681968,0,0.00256410256410256,0,0.00106007067137809
"60",14.969,0.000658906215681968,0,0,0,0.000353356890459364
"61",14.617,0.000658906215681968,0,0.00256410256410256,0.00170940170940171,0
"62",14.925,0.000658906215681968,0,0,0,0
"63",14.8,0.000439270810454645,0,0,0,0
"64",14.662,0.000439270810454645,0,0,0,0.000353356890459364
"65",15.234,0.000878541620909291,0.00512820512820513,0,0.00683760683760684,0.00106007067137809
"66",15.077,0.000219635405227323,0,0,0,0
"67",15.067,0.000219635405227323,0,0,0,0
"68",15.301,0.000439270810454645,0,0,0,0
"69",14.909,0.000219635405227323,0,0,0,0
"70",15.366,0.000439270810454645,0,0,0,0.000706713780918728
"71",14.691,0.000439270810454645,0,0,0,0
"73",14.705,0.000439270810454645,0,0,0.00170940170940171,0
"75",15.177,0.000439270810454645,0,0,0,0.00106007067137809
"76",15.513,0.000439270810454645,0,0.00256410256410256,0.00170940170940171,0.00106007067137809
"77",14.833,0.000658906215681968,0.00512820512820513,0,0,0.000706713780918728
"78",15.226,0.000439270810454645,0,0,0,0.000353356890459364
"79",15.112,0.000658906215681968,0,0,0,0.000353356890459364
"80",15.427,0.000439270810454645,0.00512820512820513,0,0,0.000353356890459364
"81",15.307,0.000658906215681968,0,0,0,0.000353356890459364
"82",15.315,0.000219635405227323,0,0,0,0
"83",15.256,0.000658906215681968,0,0,0.00341880341880342,0.00106007067137809
"84",15.14,0.000658906215681968,0,0.00256410256410256,0,0.000353356890459364
"85",14.763,0.000439270810454645,0,0.00256410256410256,0.00170940170940171,0.000353356890459364
"86",14.861,0.000219635405227323,0,0,0,0
"87",14.651,0.00109817702613661,0,0.00256410256410256,0.00170940170940171,0.000353356890459364
"88",15.097,0.000219635405227323,0,0.00256410256410256,0.00170940170940171,0.000353356890459364
"89",15.364,0.000658906215681968,0,0,0,0.000353356890459364
"90",15.074,0.000219635405227323,0,0,0,0.000706713780918728
"91",15.344,0.000658906215681968,0,0,0.00170940170940171,0.000353356890459364
"92",15.109,0.000439270810454645,0,0,0,0.00106007067137809
"93",15.211,0.000658906215681968,0,0,0.00341880341880342,0.000706713780918728
"94",14.884,0.000439270810454645,0,0.00256410256410256,0,0.000353356890459364
"95",14.751,0.000439270810454645,0,0,0,0.000706713780918728
"96",15.371,0.000878541620909291,0.00512820512820513,0,0,0.00176678445229682
"97",15.645,0.000219635405227323,0,0,0,0.000706713780918728
"98",15.009,0.000878541620909291,0,0,0,0.00106007067137809
"99",14.885,0.000219635405227323,0,0,0,0
"101",15.268,0.000219635405227323,0,0,0.00170940170940171,0
"102",15.431,0.000219635405227323,0,0,0,0
"103",15.237,0.000219635405227323,0,0,0,0
"104",15.253,0.000439270810454645,0.00512820512820513,0,0,0
"105",15.015,0.000439270810454645,0,0,0,0.000353356890459364
"106",14.674,0.00109817702613661,0,0.00512820512820513,0,0.000706713780918728
"107",15.425,0.000439270810454645,0,0.00256410256410256,0,0
"108",15.523,0.000219635405227323,0,0,0,0
"109",14.784,0.000219635405227323,0,0,0.00170940170940171,0
"110",15.428,0.000439270810454645,0.00512820512820513,0,0,0.000353356890459364
"111",14.929,0.000219635405227323,0,0.00256410256410256,0,0.000353356890459364
"112",14.792,0.000439270810454645,0,0,0,0.000353356890459364
"113",15.147,0.000439270810454645,0,0,0,0.000353356890459364
"114",15.4,0.000878541620909291,0,0,0.00170940170940171,0.00247349823321555
"115",15.345,0.000219635405227323,0,0,0,0.000706713780918728
"116",14.536,0.000439270810454645,0,0,0,0.000353356890459364
"117",14.632,0.000439270810454645,0,0,0,0.000706713780918728
"118",15.041,0.000439270810454645,0,0,0.00170940170940171,0
"119",14.908,0.000439270810454645,0,0,0,0.000353356890459364
"120",14.819,0.000658906215681968,0.00512820512820513,0,0,0.00106007067137809
"121",14.877,0.00131781243136394,0,0,0.00170940170940171,0.00106007067137809
"122",15.176,0.000658906215681968,0,0,0,0.000353356890459364
"123",14.572,0.000219635405227323,0,0,0,0
"124",15.027,0.000658906215681968,0,0,0,0.000353356890459364
"125",14.99,0.000219635405227323,0,0,0,0.000353356890459364
"126",14.643,0.000658906215681968,0,0,0,0.00176678445229682
"128",15.022,0.000878541620909291,0,0,0,0.000706713780918728
"129",14.718,0.000439270810454645,0.00512820512820513,0,0.00170940170940171,0.000353356890459364
"130",15.207,0.000439270810454645,0,0,0,0.000706713780918728
"131",14.764,0.00109817702613661,0,0.00512820512820513,0.00341880341880342,0.00318021201413428
"132",14.944,0.000219635405227323,0,0,0,0
"134",14.437,0.000878541620909291,0,0,0.00170940170940171,0.00141342756183746
"135",15.006,0.000439270810454645,0,0,0.00170940170940171,0.000706713780918728
"136",15.299,0.000219635405227323,0,0,0,0.000706713780918728
"137",14.854,0.000219635405227323,0,0,0,0
"138",14.699,0.000878541620909291,0,0.00256410256410256,0.00170940170940171,0.000706713780918728
"139",14.563,0.000878541620909291,0,0,0.00512820512820513,0.000706713780918728
"140",14.848,0.000439270810454645,0,0,0,0.000706713780918728
"142",14.761,0.000878541620909291,0,0,0,0.000706713780918728
"143",14.325,0.00131781243136394,0,0.00256410256410256,0,0.00106007067137809
"144",14.506,0.000878541620909291,0,0,0,0.000706713780918728
"145",14.203,0.000878541620909291,0.0102564102564103,0,0.00341880341880342,0.000353356890459364
"146",14.653,0.000439270810454645,0,0,0,0
"147",14.52,0.000439270810454645,0,0,0.00170940170940171,0
"148",14.595,0.000658906215681968,0,0,0.00341880341880342,0.00106007067137809
"149",14.88,0.000439270810454645,0,0,0,0.000706713780918728
"150",14.667,0.00109817702613661,0,0,0,0.00106007067137809
"151",15.292,0.000439270810454645,0,0,0.00170940170940171,0.000353356890459364
"152",14.408,0.000658906215681968,0,0,0.00170940170940171,0.000706713780918728
"153",14.986,0.000439270810454645,0,0,0,0
"154",14.597,0.000219635405227323,0,0,0,0
"155",13.727,0.000219635405227323,0,0.00256410256410256,0,0
"156",14.253,0.000439270810454645,0,0,0,0.000706713780918728
"157",14.728,0.000219635405227323,0,0,0.00170940170940171,0.000353356890459364
"158",14.405,0.000658906215681968,0,0.00512820512820513,0,0.000353356890459364
"159",14.29,0.000219635405227323,0,0,0,0.000353356890459364
"160",14.809,0.000658906215681968,0,0,0,0.00141342756183746
"161",14.735,0.000878541620909291,0,0.00256410256410256,0,0.00106007067137809
"162",13.966,0.000219635405227323,0,0,0,0
"163",14.097,0.000658906215681968,0.00512820512820513,0.00256410256410256,0,0.000706713780918728
"164",14.465,0.00131781243136394,0,0,0.00170940170940171,0.00106007067137809
"165",14.759,0.000878541620909291,0,0.00256410256410256,0,0.00141342756183746
"167",14.803,0.000658906215681968,0,0.00256410256410256,0,0.000706713780918728
"168",14.288,0.000878541620909291,0,0.00769230769230769,0,0.000706713780918728
"169",13.97,0.000878541620909291,0,0.00256410256410256,0.00341880341880342,0.000706713780918728
"170",14.022,0.000658906215681968,0,0,0,0.00106007067137809
"171",13.595,0.000439270810454645,0,0.00256410256410256,0,0.000353356890459364
"172",14.593,0.000658906215681968,0,0,0,0.000353356890459364
"173",14.488,0.000439270810454645,0,0.00256410256410256,0,0
"174",14.576,0.000658906215681968,0,0,0,0.00106007067137809
"175",14.174,0.00109817702613661,0,0,0.00512820512820513,0.000706713780918728
"176",14.515,0.00131781243136394,0,0.00256410256410256,0,0.00106007067137809
"177",14.233,0.000658906215681968,0,0,0,0.000353356890459364
"178",14.78,0.00109817702613661,0,0,0,0.00106007067137809
"180",14.493,0.00131781243136394,0.00512820512820513,0,0.00170940170940171,0.00141342756183746
"181",14.827,0.000658906215681968,0,0,0,0.000706713780918728
"182",13.979,0.000658906215681968,0.00512820512820513,0,0,0.000706713780918728
