no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,581.107
Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,644.157
Y,N,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,507.247
Y,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,521.700
Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,455.720
Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,537.143
Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,279.903
Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,264.380
Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,299.850
Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,715.250
Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,246.273
Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,263.910
Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,561.960
Y,Y,N,Y,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,286.427
Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,378.283
Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,652.653
Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,446.250
Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,424.890
Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,482.377
Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,446.640
Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,426.443
Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,715.907
Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,251.870
Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,295.683
Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,482.083
Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,277.853
Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,421.113
Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,809.937
Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,809.970
Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,275.957
Y,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,N,259.807
Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,462.473
