Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,Y,N,N,Y,N,N,N,N,960,[3N 2Y 6N 9N ],1020.0000,0.0625
Y,N,N,N,Y,Y,Y,Y,N,1230,[3N 2N 5Y ],1230.0000,0.0000
Y,N,N,Y,Y,Y,Y,N,Y,1110,[3N 2N 5Y ],1230.0000,0.1081
Y,N,N,Y,Y,N,Y,N,N,1170,[3N 2N 5Y ],1230.0000,0.0513
Y,Y,N,Y,Y,N,Y,N,N,990,[3N 2Y 6N 9N ],1020.0000,0.0303
Y,N,Y,Y,N,Y,N,N,N,1980,[3Y 8N 5N ],1695.0000,0.1439
Y,Y,N,N,Y,Y,N,N,Y,930,[3N 2Y 6Y ],930.0000,0.0000
Y,N,Y,Y,N,N,N,N,N,2220,[3Y 8N 5N ],1695.0000,0.2365
Y,N,Y,N,Y,N,N,Y,N,2400,[3Y 8Y ],2200.0000,0.0833
Y,Y,N,Y,N,Y,N,N,N,930,[3N 2Y 6Y ],930.0000,0.0000
Y,Y,Y,Y,N,N,N,N,N,2130,[3Y 8N 5N ],1695.0000,0.2042
Y,Y,Y,N,Y,Y,Y,N,Y,1500,[3Y 8N 5Y ],1950.0000,0.3000
Y,N,N,Y,Y,N,N,N,Y,1200,[3N 2N 5Y ],1230.0000,0.0250
Y,Y,Y,Y,Y,Y,Y,N,N,1800,[3Y 8N 5Y ],1950.0000,0.0833
Y,Y,Y,N,Y,N,Y,N,Y,1170,[3Y 8N 5Y ],1950.0000,0.6667
Y,Y,N,Y,N,Y,N,Y,N,990,[3N 2Y 6Y ],930.0000,0.0606
Y,Y,N,Y,N,N,N,N,N,1050,[3N 2Y 6N 9N ],1020.0000,0.0286
Y,Y,Y,Y,N,Y,N,Y,N,1890,[3Y 8Y ],2200.0000,0.1640
Y,Y,Y,Y,Y,N,N,N,Y,1050,[3Y 8N 5Y ],1950.0000,0.8571
Y,Y,Y,N,N,Y,Y,N,Y,1140,[3Y 8N 5N ],1695.0000,0.4868
Y,Y,Y,Y,Y,Y,N,N,Y,1170,[3Y 8N 5Y ],1950.0000,0.6667
Y,N,Y,Y,Y,N,Y,N,Y,1110,[3Y 8N 5Y ],1950.0000,0.7568
Y,Y,N,N,Y,N,N,N,Y,1020,[3N 2Y 6N 9Y ],1005.0000,0.0147
Y,Y,N,Y,Y,Y,Y,Y,N,990,[3N 2Y 6Y ],930.0000,0.0606
