Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,N,Y,N,N,Y,Y,Y,N,1980,[3Y 9N 4N ],1800.0000,0.0909
Y,Y,Y,Y,N,Y,Y,N,Y,1470,[3Y 9Y ],1190.0000,0.1905
Y,Y,N,N,N,Y,N,N,Y,930,[3N 2Y 7N ],990.0000,0.0645
Y,N,Y,N,Y,N,N,N,Y,1380,[3Y 9Y ],1190.0000,0.1377
Y,Y,N,Y,Y,Y,N,N,Y,930,[3N 2Y 7N ],990.0000,0.0645
Y,N,Y,Y,N,N,N,Y,N,2460,[3Y 9N 4Y ],2160.0000,0.1220
Y,Y,Y,N,Y,N,N,N,Y,1320,[3Y 9Y ],1190.0000,0.0985
Y,N,Y,Y,Y,Y,N,N,N,2040,[3Y 9N 4Y ],2160.0000,0.0588
Y,N,Y,Y,Y,N,Y,N,N,2190,[3Y 9N 4Y ],2160.0000,0.0137
Y,N,Y,Y,N,Y,Y,Y,N,1980,[3Y 9N 4Y ],2160.0000,0.0909
Y,Y,Y,Y,N,N,Y,N,Y,1170,[3Y 9Y ],1190.0000,0.0171
Y,N,N,N,N,N,N,N,Y,1230,[3N 2N 8N ],1095.0000,0.1098
Y,Y,N,N,N,N,Y,N,Y,960,[3N 2Y 7Y 4N ],870.0000,0.0938
Y,N,N,N,Y,Y,Y,N,Y,1050,[3N 2N 8N ],1095.0000,0.0429
Y,Y,Y,N,N,N,Y,N,N,1830,[3Y 9N 4N ],1800.0000,0.0164
Y,Y,N,N,Y,Y,Y,Y,N,960,[3N 2Y 7Y 4N ],870.0000,0.0938
Y,N,N,N,Y,Y,Y,N,N,990,[3N 2N 8N ],1095.0000,0.1061
Y,Y,N,N,N,N,N,N,Y,990,[3N 2Y 7N ],990.0000,0.0000
Y,Y,Y,N,N,Y,Y,N,Y,1140,[3Y 9Y ],1190.0000,0.0439
Y,N,N,Y,N,Y,Y,N,Y,1050,[3N 2N 8N ],1095.0000,0.0429
Y,N,Y,Y,Y,N,Y,Y,N,2430,[3Y 9N 4Y ],2160.0000,0.1111
Y,N,Y,N,Y,Y,N,N,Y,1350,[3Y 9Y ],1190.0000,0.1185
Y,Y,Y,N,N,N,Y,Y,N,2160,[3Y 9N 4N ],1800.0000,0.1667
Y,N,Y,Y,Y,Y,Y,Y,N,2070,[3Y 9N 4Y ],2160.0000,0.0435
Y,N,Y,N,Y,N,N,Y,N,2400,[3Y 9N 4N ],1800.0000,0.2500
Y,N,Y,N,Y,N,Y,N,N,1950,[3Y 9N 4N ],1800.0000,0.0769
Y,Y,Y,Y,Y,Y,Y,N,N,1800,[3Y 9N 4Y ],2160.0000,0.2000
Y,Y,Y,N,Y,N,N,Y,N,2280,[3Y 9N 4N ],1800.0000,0.2105
Y,N,N,N,N,Y,N,N,Y,1050,[3N 2N 8N ],1095.0000,0.0429
Y,Y,N,N,N,Y,N,N,N,900,[3N 2Y 7N ],990.0000,0.1000
Y,Y,Y,N,N,Y,N,N,Y,1200,[3Y 9Y ],1190.0000,0.0083
Y,N,Y,Y,Y,N,N,N,N,2370,[3Y 9N 4Y ],2160.0000,0.0886
Y,Y,N,Y,N,Y,Y,N,Y,870,[3N 2Y 7Y 4Y ],885.0000,0.0172
Y,Y,Y,Y,Y,Y,Y,Y,N,1860,[3Y 9N 4Y ],2160.0000,0.1613
Y,N,N,Y,Y,N,Y,Y,N,1380,[3N 2N 8Y ],1200.0000,0.1304
Y,N,N,N,N,Y,N,N,N,1080,[3N 2N 8N ],1095.0000,0.0139
Y,Y,Y,Y,Y,N,Y,Y,N,2190,[3Y 9N 4Y ],2160.0000,0.0137
Y,Y,Y,Y,Y,N,N,Y,N,2340,[3Y 9N 4Y ],2160.0000,0.0769
Y,N,N,N,N,N,N,N,N,1200,[3N 2N 8N ],1095.0000,0.0875
Y,N,N,Y,N,N,Y,N,N,1230,[3N 2N 8N ],1095.0000,0.1098
Y,N,Y,N,N,N,N,Y,N,2490,[3Y 9N 4N ],1800.0000,0.2771
Y,N,Y,N,N,Y,N,Y,N,2130,[3Y 9N 4N ],1800.0000,0.1549
Y,N,Y,N,N,N,N,N,N,2040,[3Y 9N 4N ],1800.0000,0.1176
Y,N,N,Y,Y,Y,N,N,Y,1140,[3N 2N 8N ],1095.0000,0.0395
Y,N,N,Y,N,N,Y,Y,N,1320,[3N 2N 8Y ],1200.0000,0.0909
Y,N,N,Y,Y,N,Y,N,N,1170,[3N 2N 8N ],1095.0000,0.0641
Y,Y,Y,Y,Y,N,N,N,N,2220,[3Y 9N 4Y ],2160.0000,0.0270
Y,N,Y,N,Y,Y,Y,Y,N,2100,[3Y 9N 4N ],1800.0000,0.1429
Y,N,Y,Y,N,N,Y,N,Y,1320,[3Y 9Y ],1190.0000,0.0985
Y,N,N,N,Y,N,N,N,N,1200,[3N 2N 8N ],1095.0000,0.0875
Y,N,N,Y,Y,Y,Y,N,Y,1110,[3N 2N 8N ],1095.0000,0.0135
Y,N,Y,Y,Y,Y,Y,N,Y,1170,[3Y 9Y ],1190.0000,0.0171
Y,N,Y,N,Y,N,Y,N,Y,1110,[3Y 9Y ],1190.0000,0.0721
Y,Y,N,N,Y,Y,N,N,N,900,[3N 2Y 7N ],990.0000,0.1000
Y,N,N,N,Y,Y,N,Y,N,1320,[3N 2N 8Y ],1200.0000,0.0909
Y,Y,Y,N,N,N,N,N,N,1950,[3Y 9N 4N ],1800.0000,0.0769
Y,Y,Y,Y,Y,Y,N,N,Y,1170,[3Y 9Y ],1190.0000,0.0171
Y,N,N,Y,Y,N,N,N,Y,1200,[3N 2N 8N ],1095.0000,0.0875
Y,Y,N,N,Y,Y,Y,N,N,840,[3N 2Y 7Y 4N ],870.0000,0.0357
Y,Y,Y,Y,Y,Y,Y,N,Y,870,[3Y 9Y ],1190.0000,0.3678
Y,Y,Y,Y,Y,Y,N,N,N,1920,[3Y 9N 4Y ],2160.0000,0.1250
Y,N,N,N,N,N,Y,Y,N,1290,[3N 2N 8Y ],1200.0000,0.0698
Y,N,Y,N,N,Y,Y,N,N,1680,[3Y 9N 4N ],1800.0000,0.0714
Y,N,N,Y,Y,Y,Y,Y,N,1230,[3N 2N 8Y ],1200.0000,0.0244
Y,Y,N,Y,N,N,N,Y,N,1110,[3N 2Y 7N ],990.0000,0.1081
Y,N,Y,Y,Y,Y,N,Y,N,2190,[3Y 9N 4Y ],2160.0000,0.0137
Y,N,N,N,Y,N,N,Y,N,1410,[3N 2N 8Y ],1200.0000,0.1489
Y,N,N,Y,N,N,N,N,Y,1200,[3N 2N 8N ],1095.0000,0.0875
Y,Y,N,N,Y,N,Y,N,Y,960,[3N 2Y 7Y 4N ],870.0000,0.0938
Y,Y,N,Y,Y,Y,N,N,N,960,[3N 2Y 7N ],990.0000,0.0312
Y,N,N,N,Y,Y,N,N,Y,1200,[3N 2N 8N ],1095.0000,0.0875
Y,N,Y,Y,N,Y,Y,N,N,1830,[3Y 9N 4Y ],2160.0000,0.1803
