Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,N,Y,Y,Y,N,Y,N,Y,1110,[3Y 9Y 2N ],1220.0000,0.0991
Y,Y,Y,N,Y,N,Y,N,N,1890,[3Y 9N 4N ],2000.0000,0.0582
Y,N,Y,Y,Y,Y,N,N,Y,1200,[3Y 9Y 2N ],1220.0000,0.0167
Y,Y,N,Y,Y,N,N,N,N,1080,[3N 2Y 9N ],950.0000,0.1204
Y,Y,N,N,N,N,Y,N,Y,960,[3N 2Y 9Y ],930.0000,0.0312
Y,Y,Y,Y,Y,Y,Y,Y,N,1860,[3Y 9N 4Y ],2152.5000,0.1573
Y,N,Y,N,N,N,Y,N,N,1920,[3Y 9N 4N ],2000.0000,0.0417
Y,Y,N,N,N,N,N,Y,N,1110,[3N 2Y 9N ],950.0000,0.1441
Y,N,Y,N,N,Y,N,N,Y,1230,[3Y 9Y 2N ],1220.0000,0.0081
Y,Y,N,N,Y,Y,Y,Y,N,960,[3N 2Y 9N ],950.0000,0.0104
Y,Y,Y,N,N,N,Y,N,N,1830,[3Y 9N 4N ],2000.0000,0.0929
Y,Y,Y,Y,N,Y,Y,Y,N,1860,[3Y 9N 4Y ],2152.5000,0.1573
Y,N,N,N,N,Y,Y,N,Y,1080,[3N 2N 8N ],1230.0000,0.1389
Y,N,N,Y,N,Y,N,N,Y,1110,[3N 2N 8N ],1230.0000,0.1081
Y,N,Y,N,Y,Y,N,N,Y,1350,[3Y 9Y 2N ],1220.0000,0.0963
Y,N,N,N,Y,N,Y,N,N,1140,[3N 2N 8N ],1230.0000,0.0789
Y,N,N,Y,N,N,Y,Y,N,1320,[3N 2N 8Y ],1357.5000,0.0284
Y,Y,N,Y,N,Y,Y,Y,N,960,[3N 2Y 9N ],950.0000,0.0104
Y,Y,N,Y,Y,Y,Y,N,N,900,[3N 2Y 9N ],950.0000,0.0556
Y,Y,Y,Y,Y,Y,Y,N,Y,870,[3Y 9Y 2Y ],1120.0000,0.2874
Y,N,Y,N,Y,Y,Y,Y,N,2100,[3Y 9N 4N ],2000.0000,0.0476
Y,N,N,Y,Y,Y,N,Y,N,1260,[3N 2N 8Y ],1357.5000,0.0774
Y,N,Y,N,Y,Y,N,N,N,1830,[3Y 9N 4N ],2000.0000,0.0929
Y,Y,Y,Y,Y,Y,N,Y,N,2100,[3Y 9N 4Y ],2152.5000,0.0250
Y,N,N,Y,Y,N,N,Y,N,1470,[3N 2N 8Y ],1357.5000,0.0765
Y,N,Y,Y,Y,N,Y,Y,N,2430,[3Y 9N 4Y ],2152.5000,0.1142
Y,N,Y,Y,N,N,Y,N,Y,1320,[3Y 9Y 2N ],1220.0000,0.0758
Y,N,Y,N,Y,Y,N,Y,N,2190,[3Y 9N 4N ],2000.0000,0.0868
Y,N,Y,N,N,Y,N,N,N,1770,[3Y 9N 4N ],2000.0000,0.1299
Y,N,Y,Y,N,Y,Y,Y,N,1980,[3Y 9N 4Y ],2152.5000,0.0871
Y,N,N,N,N,N,Y,N,N,1110,[3N 2N 8N ],1230.0000,0.1081
Y,Y,Y,N,N,Y,N,Y,N,1980,[3Y 9N 4N ],2000.0000,0.0101
Y,Y,Y,Y,N,Y,N,N,N,1890,[3Y 9N 4Y ],2152.5000,0.1389
Y,Y,Y,N,N,Y,Y,Y,N,1860,[3Y 9N 4N ],2000.0000,0.0753
Y,Y,Y,Y,Y,Y,Y,N,N,1800,[3Y 9N 4Y ],2152.5000,0.1958
Y,N,N,Y,Y,N,N,N,N,1350,[3N 2N 8N ],1230.0000,0.0889
Y,Y,N,N,N,Y,Y,N,Y,870,[3N 2Y 9Y ],930.0000,0.0690
Y,N,N,Y,Y,Y,Y,Y,N,1230,[3N 2N 8Y ],1357.5000,0.1037
Y,N,Y,N,N,N,Y,Y,N,2250,[3Y 9N 4N ],2000.0000,0.1111
Y,N,N,N,N,N,N,N,Y,1230,[3N 2N 8N ],1230.0000,0.0000
Y,Y,N,N,N,N,Y,Y,N,1020,[3N 2Y 9N ],950.0000,0.0686
Y,N,Y,Y,N,N,Y,N,N,2130,[3Y 9N 4Y ],2152.5000,0.0106
Y,N,N,Y,N,Y,Y,N,N,1080,[3N 2N 8N ],1230.0000,0.1389
Y,Y,N,N,N,Y,Y,Y,N,930,[3N 2Y 9N ],950.0000,0.0215
Y,Y,N,Y,Y,N,Y,N,N,990,[3N 2Y 9N ],950.0000,0.0404
Y,N,N,Y,N,Y,Y,N,Y,1050,[3N 2N 8N ],1230.0000,0.1714
Y,Y,Y,Y,N,N,N,N,N,2130,[3Y 9N 4Y ],2152.5000,0.0106
Y,Y,Y,Y,Y,Y,N,N,N,1920,[3Y 9N 4Y ],2152.5000,0.1211
Y,N,N,Y,N,Y,Y,Y,N,1140,[3N 2N 8Y ],1357.5000,0.1908
Y,Y,N,N,Y,N,N,N,N,960,[3N 2Y 9N ],950.0000,0.0104
Y,N,N,Y,N,N,N,Y,N,1410,[3N 2N 8Y ],1357.5000,0.0372
Y,N,N,Y,Y,N,N,N,Y,1200,[3N 2N 8N ],1230.0000,0.0250
