time_passes,gvn,instcombine,inline,jump_threading,simplifycfg,sccp,print_used_types,ipsccp,iv_users,licm,Performance,[DomFlist],DomEst,RelErr
Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,229.55,[4Y 3Y 11N ],248.9067,0.0843
Y,Y,N,N,N,Y,N,Y,N,Y,Y,231.89,[4N 11Y 6Y 3N ],235.7100,0.0165
Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,237.23,[4N 11Y 6N ],234.1433,0.0130
Y,N,N,Y,Y,N,Y,N,Y,Y,Y,259.50,[4Y 3N ],232.7400,0.1031
Y,N,Y,N,N,N,N,N,N,N,Y,257.33,[4N 11Y 6N ],234.1433,0.0901
Y,N,Y,N,N,N,Y,N,Y,Y,Y,233.45,[4N 11Y 6N ],234.1433,0.0030
Y,N,Y,N,Y,Y,Y,N,N,N,Y,236.43,[4N 11Y 6Y 3Y ],242.8800,0.0273
Y,N,N,N,N,N,Y,N,Y,N,N,201.15,[4N 11N 9Y 8N ],225.1300,0.1192
Y,N,Y,Y,Y,Y,Y,N,N,Y,N,231.77,[4Y 3Y 11N ],248.9067,0.0739
Y,N,Y,Y,Y,Y,Y,Y,N,N,N,222.63,[4Y 3Y 11N ],248.9067,0.1180
Y,N,Y,Y,N,N,Y,Y,N,N,Y,249.79,[4Y 3Y 11Y ],258.3100,0.0341
Y,N,N,N,N,N,Y,Y,Y,N,Y,217.55,[4N 11Y 6N ],234.1433,0.0763
Y,N,Y,N,Y,Y,N,Y,N,N,Y,234.63,[4N 11Y 6Y 3Y ],242.8800,0.0352
Y,Y,N,Y,N,Y,N,Y,N,N,Y,251.91,[4Y 3N ],232.7400,0.0761
Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,266.52,[4Y 3Y 11Y ],258.3100,0.0308
Y,N,Y,Y,N,Y,Y,N,Y,Y,N,230.47,[4Y 3Y 11N ],248.9067,0.0800
Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,219.95,[4N 11Y 6Y 3N ],235.7100,0.0717
Y,Y,Y,N,N,N,Y,N,Y,Y,Y,250.87,[4N 11Y 6N ],234.1433,0.0667
Y,Y,Y,N,N,N,N,N,N,N,Y,238.23,[4N 11Y 6N ],234.1433,0.0172
Y,N,Y,Y,N,N,N,Y,N,Y,Y,249.53,[4Y 3Y 11Y ],258.3100,0.0352
Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,236.38,[4N 11Y 6Y 3N ],235.7100,0.0028
Y,Y,Y,Y,Y,Y,Y,N,N,N,N,244.25,[4Y 3Y 11N ],248.9067,0.0191
Y,N,Y,N,N,Y,N,Y,N,Y,Y,231.63,[4N 11Y 6Y 3Y ],242.8800,0.0486
Y,Y,Y,Y,N,Y,N,Y,N,N,Y,266.45,[4Y 3Y 11Y ],258.3100,0.0305
Y,Y,N,N,N,Y,Y,Y,N,N,N,227.44,[4N 11N 9N ],234.7600,0.0322
Y,N,N,Y,N,N,Y,Y,Y,Y,N,215.88,[4Y 3N ],232.7400,0.0781
Y,Y,N,Y,N,N,Y,Y,Y,N,N,235.97,[4Y 3N ],232.7400,0.0137
