"","Performance","freqAll","freqN1","freqN2","freqN3","freqPW"
"1",268.72,0.000868055555555556,0,0,0,0
"2",268.017,0.000868055555555556,0,0,0,0
"3",276.103,0.000868055555555556,0,0,0,0.00493827160493827
"4",275.427,0.00173611111111111,0,0,0,0.00493827160493827
"5",260.267,0.000868055555555556,0,0,0,0
"6",266.483,0.000868055555555556,0,0,0.00416666666666667,0
"7",259.807,0.000868055555555556,0,0.00625,0.00416666666666667,0
"8",266.19,0.000868055555555556,0,0,0,0
"9",268.557,0.000868055555555556,0,0,0.00416666666666667,0.00246913580246914
"10",267.853,0.000868055555555556,0,0,0,0
"11",260.41,0.000868055555555556,0,0,0.00416666666666667,0
"12",259.903,0.000868055555555556,0,0,0,0.00493827160493827
"13",275.92,0.000868055555555556,0,0.00625,0,0
"14",266.527,0.000868055555555556,0,0,0,0.00493827160493827
"15",275.373,0.000868055555555556,0,0,0,0
"16",266.113,0.000868055555555556,0,0,0,0
"17",268.773,0.000868055555555556,0,0,0,0
"18",268.17,0.000868055555555556,0,0,0,0
"19",276.03,0.000868055555555556,0,0,0,0
"20",275.69,0.000868055555555556,0,0,0,0
"21",268.603,0.000868055555555556,0,0,0,0
"22",275.957,0.000868055555555556,0,0.00625,0,0
"23",268.11,0.000868055555555556,0,0,0.00416666666666667,0.00246913580246914
"24",275.31,0.000868055555555556,0,0.00625,0,0
"25",260.48,0.000868055555555556,0,0,0,0.00246913580246914
"26",259.963,0.000868055555555556,0,0,0.00416666666666667,0
"27",260.38,0.000868055555555556,0,0,0.00416666666666667,0
"28",259.84,0.000868055555555556,0.0125,0,0,0.00246913580246914
"29",266.67,0.000868055555555556,0,0.00625,0,0
"30",266.51,0.000868055555555556,0,0,0,0.00493827160493827
"31",266.22,0.000868055555555556,0,0,0,0
"32",266.273,0.000868055555555556,0,0,0,0
"33",305.4,0.000868055555555556,0,0,0,0
"34",304.9,0.000868055555555556,0,0,0,0
"35",310.58,0.000868055555555556,0,0,0,0.00246913580246914
"36",310.177,0.000868055555555556,0,0,0,0
"37",295.47,0.000868055555555556,0,0,0,0
"38",299.66,0.000868055555555556,0,0,0,0
"39",295.367,0.000868055555555556,0,0,0,0
"40",299.637,0.00173611111111111,0,0,0,0
"41",305.26,0.000868055555555556,0,0,0,0
"42",304.967,0.000868055555555556,0,0,0,0
"43",295.507,0.000868055555555556,0,0,0,0
"44",295.257,0.000868055555555556,0,0,0,0.00246913580246914
"45",310.52,0.000868055555555556,0,0,0,0
"46",299.77,0.000868055555555556,0.0125,0,0.00416666666666667,0
"47",310.153,0.000868055555555556,0,0,0,0.00246913580246914
"49",305.283,0.000868055555555556,0.0125,0,0,0
"50",304.997,0.000868055555555556,0,0,0.00416666666666667,0.00246913580246914
"51",310.577,0.000868055555555556,0,0,0,0
"52",310.217,0.000868055555555556,0,0,0,0
