Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,Y,N,N,N,Y,N,N,Y,930,[7N 3N ],900.0000,0.0323
Y,Y,Y,Y,N,Y,Y,N,N,1770,[7Y 6Y ],1800.0000,0.0169
Y,Y,Y,Y,N,Y,Y,N,Y,1470,[7Y 6Y ],1800.0000,0.2245
Y,N,N,N,Y,N,N,N,N,1200,[7N 3N ],900.0000,0.2500
Y,Y,Y,N,N,Y,N,N,N,1710,[7N 3Y ],2190.0000,0.2807
Y,Y,N,Y,N,Y,N,N,N,930,[7N 3N ],900.0000,0.0323
Y,Y,N,Y,Y,N,Y,N,N,990,[7Y 6N ],2130.0000,1.1515
Y,N,N,N,Y,N,N,Y,N,1410,[7N 3N ],900.0000,0.3617
Y,Y,N,N,N,Y,N,N,N,900,[7N 3N ],900.0000,0.0000
Y,Y,N,N,Y,N,N,Y,N,1140,[7N 3N ],900.0000,0.2105
Y,N,Y,N,N,N,Y,Y,N,2250,[7Y 6N ],2130.0000,0.0533
Y,Y,Y,N,N,Y,Y,Y,N,1860,[7Y 6Y ],1800.0000,0.0323
Y,Y,N,Y,Y,N,Y,N,Y,990,[7Y 6N ],2130.0000,1.1515
Y,Y,Y,Y,N,N,N,N,N,2130,[7N 3Y ],2190.0000,0.0282
Y,N,Y,N,N,Y,Y,N,Y,1260,[7Y 6Y ],1800.0000,0.4286
Y,N,Y,N,Y,Y,Y,Y,N,2100,[7Y 6Y ],1800.0000,0.1429
Y,Y,Y,N,N,N,N,N,Y,1140,[7N 3Y ],2190.0000,0.9211
Y,Y,Y,Y,N,N,N,N,Y,1170,[7N 3Y ],2190.0000,0.8718
Y,Y,N,Y,N,Y,Y,N,N,900,[7Y 6Y ],1800.0000,1.0000
Y,Y,Y,N,Y,N,N,N,N,1950,[7N 3Y ],2190.0000,0.1231
Y,Y,N,Y,Y,Y,N,N,Y,930,[7N 3N ],900.0000,0.0323
Y,Y,N,N,Y,Y,N,N,Y,930,[7N 3N ],900.0000,0.0323
Y,Y,N,Y,Y,N,Y,Y,N,1080,[7Y 6N ],2130.0000,0.9722
Y,N,Y,N,N,Y,N,Y,N,2130,[7N 3Y ],2190.0000,0.0282
Y,Y,Y,Y,N,Y,N,N,Y,1080,[7N 3Y ],2190.0000,1.0278
Y,N,Y,Y,N,Y,Y,Y,N,1980,[7Y 6Y ],1800.0000,0.0909
Y,Y,N,N,N,N,Y,N,Y,960,[7Y 6N ],2130.0000,1.2188
Y,N,Y,N,Y,Y,Y,N,N,1740,[7Y 6Y ],1800.0000,0.0345
Y,Y,N,N,Y,Y,N,Y,N,1020,[7N 3N ],900.0000,0.1176
Y,Y,Y,Y,N,Y,N,Y,N,1890,[7N 3Y ],2190.0000,0.1587
Y,N,N,N,N,N,N,N,Y,1230,[7N 3N ],900.0000,0.2683
Y,N,Y,Y,N,N,Y,Y,N,2310,[7Y 6N ],2130.0000,0.0779
Y,Y,Y,Y,N,N,Y,Y,N,2160,[7Y 6N ],2130.0000,0.0139
Y,Y,N,Y,N,N,N,N,Y,990,[7N 3N ],900.0000,0.0909
Y,Y,Y,N,Y,Y,Y,N,Y,1500,[7Y 6Y ],1800.0000,0.2000
Y,Y,N,N,Y,Y,Y,N,N,840,[7Y 6Y ],1800.0000,1.1429
Y,Y,N,N,Y,N,N,N,N,960,[7N 3N ],900.0000,0.0625
Y,N,N,N,Y,Y,N,N,N,1020,[7N 3N ],900.0000,0.1176
Y,Y,Y,Y,Y,Y,N,Y,N,2100,[7N 3Y ],2190.0000,0.0429
Y,N,Y,Y,Y,Y,Y,N,N,1890,[7Y 6Y ],1800.0000,0.0476
Y,N,Y,N,Y,Y,Y,N,Y,1230,[7Y 6Y ],1800.0000,0.4634
Y,N,N,Y,Y,N,Y,Y,N,1380,[7Y 6N ],2130.0000,0.5435
Y,Y,N,N,Y,N,Y,N,Y,960,[7Y 6N ],2130.0000,1.2188
Y,Y,Y,N,Y,N,Y,N,Y,1170,[7Y 6N ],2130.0000,0.8205
Y,Y,Y,Y,Y,N,N,N,Y,1050,[7N 3Y ],2190.0000,1.0857
Y,Y,N,N,N,N,Y,Y,N,1020,[7Y 6N ],2130.0000,1.0882
Y,N,N,Y,N,Y,Y,Y,N,1140,[7Y 6Y ],1800.0000,0.5789
Y,N,Y,Y,Y,N,N,N,Y,1200,[7N 3Y ],2190.0000,0.8250
Y,Y,Y,N,N,Y,Y,N,Y,1140,[7Y 6Y ],1800.0000,0.5789
Y,N,N,N,Y,N,Y,Y,N,1380,[7Y 6N ],2130.0000,0.5435
Y,Y,N,Y,Y,Y,Y,N,N,900,[7Y 6Y ],1800.0000,1.0000
Y,Y,N,N,N,N,N,N,Y,990,[7N 3N ],900.0000,0.0909
Y,N,N,N,N,N,Y,Y,N,1290,[7Y 6N ],2130.0000,0.6512
Y,N,N,N,N,Y,N,Y,N,1260,[7N 3N ],900.0000,0.2857
Y,N,N,Y,Y,N,N,Y,N,1470,[7N 3N ],900.0000,0.3878
Y,Y,Y,Y,Y,N,Y,Y,N,2190,[7Y 6N ],2130.0000,0.0274
Y,Y,Y,N,N,N,N,Y,N,2280,[7N 3Y ],2190.0000,0.0395
Y,N,Y,N,N,N,N,N,Y,1200,[7N 3Y ],2190.0000,0.8250
Y,Y,N,N,Y,Y,Y,Y,N,960,[7Y 6Y ],1800.0000,0.8750
Y,N,Y,Y,N,Y,Y,N,N,1830,[7Y 6Y ],1800.0000,0.0164
Y,N,N,N,N,N,Y,N,Y,1080,[7Y 6N ],2130.0000,0.9722
Y,Y,Y,N,Y,N,Y,Y,N,2190,[7Y 6N ],2130.0000,0.0274
Y,Y,N,Y,N,Y,Y,Y,N,960,[7Y 6Y ],1800.0000,0.8750
Y,Y,N,N,N,N,N,Y,N,1110,[7N 3N ],900.0000,0.1892
Y,N,Y,N,N,N,N,Y,N,2490,[7N 3Y ],2190.0000,0.1205
Y,N,Y,Y,N,N,Y,N,Y,1320,[7Y 6N ],2130.0000,0.6136
Y,N,Y,Y,Y,Y,N,N,Y,1200,[7N 3Y ],2190.0000,0.8250
Y,N,Y,N,N,N,N,N,N,2040,[7N 3Y ],2190.0000,0.0735
Y,Y,N,N,N,Y,Y,Y,N,930,[7Y 6Y ],1800.0000,0.9355
Y,N,Y,N,N,N,Y,N,N,1920,[7Y 6N ],2130.0000,0.1094
Y,Y,Y,Y,N,Y,N,N,N,1890,[7N 3Y ],2190.0000,0.1587
Y,N,N,N,Y,N,Y,N,Y,1200,[7Y 6N ],2130.0000,0.7750
Y,N,N,Y,N,Y,N,N,N,1170,[7N 3N ],900.0000,0.2308
Y,Y,Y,N,N,Y,N,Y,N,1980,[7N 3Y ],2190.0000,0.1061
Y,Y,N,Y,N,Y,Y,N,Y,870,[7Y 6Y ],1800.0000,1.0690
Y,N,Y,Y,N,Y,Y,N,Y,1230,[7Y 6Y ],1800.0000,0.4634
Y,Y,Y,Y,Y,N,N,Y,N,2340,[7N 3Y ],2190.0000,0.0641
Y,N,N,Y,N,N,N,N,Y,1200,[7N 3N ],900.0000,0.2500
Y,N,Y,N,Y,Y,N,N,N,1830,[7N 3Y ],2190.0000,0.1967
Y,N,N,Y,Y,Y,N,Y,N,1260,[7N 3N ],900.0000,0.2857
Y,N,N,Y,N,N,N,N,N,1320,[7N 3N ],900.0000,0.3182
Y,Y,Y,N,Y,Y,N,Y,N,2070,[7N 3Y ],2190.0000,0.0580
Y,N,N,Y,Y,N,Y,N,Y,1230,[7Y 6N ],2130.0000,0.7317
Y,N,N,N,Y,Y,N,N,Y,1200,[7N 3N ],900.0000,0.2500
Y,N,Y,N,Y,N,N,N,N,2100,[7N 3Y ],2190.0000,0.0429
Y,Y,N,Y,N,Y,N,N,Y,930,[7N 3N ],900.0000,0.0323
Y,N,N,Y,N,Y,N,Y,N,1260,[7N 3N ],900.0000,0.2857
Y,N,N,Y,Y,Y,N,N,N,1200,[7N 3N ],900.0000,0.2500
Y,Y,Y,Y,Y,Y,Y,Y,N,1860,[7Y 6Y ],1800.0000,0.0323
Y,N,N,Y,Y,Y,Y,Y,N,1230,[7Y 6Y ],1800.0000,0.4634
Y,N,N,Y,N,Y,Y,N,Y,1050,[7Y 6Y ],1800.0000,0.7143
Y,Y,N,N,Y,N,Y,Y,N,1050,[7Y 6N ],2130.0000,1.0286
Y,Y,Y,Y,Y,N,N,N,N,2220,[7N 3Y ],2190.0000,0.0135
Y,N,Y,Y,Y,N,Y,N,Y,1110,[7Y 6N ],2130.0000,0.9189
Y,N,N,N,N,N,Y,N,N,1110,[7Y 6N ],2130.0000,0.9189
Y,Y,N,N,N,Y,Y,N,N,840,[7Y 6Y ],1800.0000,1.1429
Y,N,N,Y,Y,N,N,N,N,1350,[7N 3N ],900.0000,0.3333
Y,Y,N,Y,Y,Y,N,Y,N,1020,[7N 3N ],900.0000,0.1176
Y,N,N,N,N,Y,Y,N,Y,1080,[7Y 6Y ],1800.0000,0.6667
Y,Y,Y,Y,Y,N,Y,N,Y,1200,[7Y 6N ],2130.0000,0.7750
Y,N,Y,Y,N,Y,N,N,N,1980,[7N 3Y ],2190.0000,0.1061
Y,Y,Y,N,N,N,Y,Y,N,2160,[7Y 6N ],2130.0000,0.0139
Y,N,N,Y,Y,Y,Y,N,Y,1110,[7Y 6Y ],1800.0000,0.6216
Y,N,N,N,N,Y,Y,Y,N,1140,[7Y 6Y ],1800.0000,0.5789
Y,N,Y,N,N,Y,Y,Y,N,1980,[7Y 6Y ],1800.0000,0.0909
Y,Y,Y,N,Y,N,N,N,Y,1320,[7N 3Y ],2190.0000,0.6591
Y,Y,Y,N,Y,Y,Y,N,N,1680,[7Y 6Y ],1800.0000,0.0714
Y,N,Y,N,Y,N,N,Y,N,2400,[7N 3Y ],2190.0000,0.0875
Y,Y,Y,N,Y,Y,N,N,N,1770,[7N 3Y ],2190.0000,0.2373
Y,N,Y,N,Y,N,N,N,Y,1380,[7N 3Y ],2190.0000,0.5870
Y,N,Y,Y,N,N,Y,N,N,2130,[7Y 6N ],2130.0000,0.0000
Y,N,N,Y,N,Y,Y,N,N,1080,[7Y 6Y ],1800.0000,0.6667
Y,Y,N,N,N,N,Y,N,N,900,[7Y 6N ],2130.0000,1.3667
Y,Y,N,Y,Y,Y,Y,Y,N,990,[7Y 6Y ],1800.0000,0.8182
Y,Y,Y,Y,Y,Y,Y,N,N,1800,[7Y 6Y ],1800.0000,0.0000
Y,Y,N,N,N,N,N,N,N,990,[7N 3N ],900.0000,0.0909
Y,N,Y,Y,N,Y,N,N,Y,1020,[7N 3Y ],2190.0000,1.1471
Y,Y,N,Y,Y,N,N,N,Y,1050,[7N 3N ],900.0000,0.1429
Y,N,N,N,Y,N,Y,N,N,1140,[7Y 6N ],2130.0000,0.8684
Y,N,Y,Y,N,N,N,N,N,2220,[7N 3Y ],2190.0000,0.0135
Y,Y,N,Y,Y,Y,Y,N,Y,870,[7Y 6Y ],1800.0000,1.0690
Y,N,N,N,Y,Y,Y,N,N,990,[7Y 6Y ],1800.0000,0.8182
Y,Y,Y,N,N,N,Y,N,Y,1020,[7Y 6N ],2130.0000,1.0882
Y,N,Y,N,N,Y,N,N,Y,1230,[7N 3Y ],2190.0000,0.7805
Y,N,Y,N,N,N,Y,N,Y,1350,[7Y 6N ],2130.0000,0.5778
Y,Y,Y,N,N,Y,Y,N,N,1620,[7Y 6Y ],1800.0000,0.1111
Y,Y,Y,Y,N,Y,Y,Y,N,1860,[7Y 6Y ],1800.0000,0.0323
Y,N,Y,Y,Y,N,N,Y,N,2640,[7N 3Y ],2190.0000,0.1705
Y,N,N,Y,Y,Y,N,N,Y,1140,[7N 3N ],900.0000,0.2105
Y,Y,N,Y,N,N,N,N,N,1050,[7N 3N ],900.0000,0.1429
Y,N,Y,Y,Y,Y,Y,N,Y,1170,[7Y 6Y ],1800.0000,0.5385
Y,N,Y,Y,Y,N,Y,Y,N,2430,[7Y 6N ],2130.0000,0.1235
Y,N,N,Y,Y,N,N,N,Y,1200,[7N 3N ],900.0000,0.2500
Y,Y,Y,N,N,Y,N,N,Y,1200,[7N 3Y ],2190.0000,0.8250
Y,N,Y,Y,N,N,N,N,Y,1290,[7N 3Y ],2190.0000,0.6977
Y,N,N,Y,N,N,Y,N,Y,1140,[7Y 6N ],2130.0000,0.8684
Y,N,N,Y,N,N,Y,N,N,1230,[7Y 6N ],2130.0000,0.7317
Y,N,N,Y,Y,N,Y,N,N,1170,[7Y 6N ],2130.0000,0.8205
Y,N,N,N,Y,N,N,N,Y,1260,[7N 3N ],900.0000,0.2857
Y,Y,N,Y,N,N,Y,N,Y,960,[7Y 6N ],2130.0000,1.2188
Y,Y,Y,N,Y,N,Y,N,N,1890,[7Y 6N ],2130.0000,0.1270
Y,Y,N,N,Y,Y,Y,N,Y,900,[7Y 6Y ],1800.0000,1.0000
Y,Y,N,Y,N,Y,N,Y,N,990,[7N 3N ],900.0000,0.0909
Y,N,N,N,Y,Y,N,Y,N,1320,[7N 3N ],900.0000,0.3182
Y,Y,N,N,Y,N,Y,N,N,930,[7Y 6N ],2130.0000,1.2903
Y,N,Y,N,Y,Y,N,N,Y,1350,[7N 3Y ],2190.0000,0.6222
Y,Y,N,Y,Y,Y,N,N,N,960,[7N 3N ],900.0000,0.0625
Y,Y,N,Y,Y,N,N,N,N,1080,[7N 3N ],900.0000,0.1667
Y,N,Y,Y,Y,N,N,N,N,2370,[7N 3Y ],2190.0000,0.0759
Y,Y,Y,N,N,N,N,N,N,1950,[7N 3Y ],2190.0000,0.1231
Y,Y,Y,N,Y,Y,N,N,Y,1080,[7N 3Y ],2190.0000,1.0278
Y,N,N,N,Y,Y,Y,N,Y,1050,[7Y 6Y ],1800.0000,0.7143
Y,Y,N,Y,N,N,Y,N,N,960,[7Y 6N ],2130.0000,1.2188
Y,Y,Y,N,Y,N,N,Y,N,2280,[7N 3Y ],2190.0000,0.0395
Y,Y,Y,Y,N,N,Y,N,Y,1170,[7Y 6N ],2130.0000,0.8205
Y,N,Y,N,Y,N,Y,Y,N,2430,[7Y 6N ],2130.0000,0.1235
Y,N,Y,Y,Y,Y,Y,Y,N,2070,[7Y 6Y ],1800.0000,0.1304
Y,Y,N,N,Y,Y,N,N,N,900,[7N 3N ],900.0000,0.0000
Y,Y,Y,Y,N,N,N,Y,N,2160,[7N 3Y ],2190.0000,0.0139
Y,N,N,N,N,N,N,N,N,1200,[7N 3N ],900.0000,0.2500
Y,Y,Y,Y,N,N,Y,N,N,2010,[7Y 6N ],2130.0000,0.0597
Y,Y,N,N,N,Y,Y,N,Y,870,[7Y 6Y ],1800.0000,1.0690
Y,N,N,N,N,Y,N,N,N,1080,[7N 3N ],900.0000,0.1667
Y,N,Y,N,Y,N,Y,N,Y,1110,[7Y 6N ],2130.0000,0.9189
Y,N,N,Y,N,N,Y,Y,N,1320,[7Y 6N ],2130.0000,0.6136
Y,Y,N,N,N,Y,N,Y,N,1020,[7N 3N ],900.0000,0.1176
Y,N,Y,Y,N,Y,N,Y,N,2100,[7N 3Y ],2190.0000,0.0429
Y,N,Y,Y,Y,Y,N,N,N,2040,[7N 3Y ],2190.0000,0.0735
Y,Y,N,N,Y,N,N,N,Y,1020,[7N 3N ],900.0000,0.1176
Y,N,N,N,N,Y,N,N,Y,1050,[7N 3N ],900.0000,0.1429
Y,N,N,Y,N,N,N,Y,N,1410,[7N 3N ],900.0000,0.3617
Y,N,Y,Y,N,N,N,Y,N,2460,[7N 3Y ],2190.0000,0.1098
Y,N,Y,N,N,Y,N,N,N,1770,[7N 3Y ],2190.0000,0.2373
Y,Y,N,Y,N,N,Y,Y,N,1020,[7Y 6N ],2130.0000,1.0882
Y,N,Y,N,Y,Y,N,Y,N,2190,[7N 3Y ],2190.0000,0.0000
Y,Y,Y,Y,Y,Y,Y,N,Y,870,[7Y 6Y ],1800.0000,1.0690
Y,N,Y,N,Y,N,Y,N,N,1950,[7Y 6N ],2130.0000,0.0923
Y,Y,Y,Y,Y,Y,N,N,N,1920,[7N 3Y ],2190.0000,0.1406
Y,N,N,Y,Y,Y,Y,N,N,1110,[7Y 6Y ],1800.0000,0.6216
Y,Y,N,Y,N,N,N,Y,N,1110,[7N 3N ],900.0000,0.1892
Y,N,Y,Y,Y,Y,N,Y,N,2190,[7N 3Y ],2190.0000,0.0000
Y,N,N,N,N,Y,Y,N,N,1020,[7Y 6Y ],1800.0000,0.7647
Y,N,N,N,N,N,N,Y,N,1410,[7N 3N ],900.0000,0.3617
