Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,N,Y,Y,Y,Y,Y,N,Y,1170,[3Y 8N 4Y 5Y ],1800.0000,0.5385
Y,Y,Y,N,Y,N,Y,N,Y,1170,[3Y 8N 4N ],1640.0000,0.4017
Y,N,N,Y,Y,Y,N,Y,N,1260,[3N 2N 6Y ],1220.0000,0.0317
Y,Y,N,Y,N,N,N,N,N,1050,[3N 2Y 5N ],1000.0000,0.0476
Y,N,Y,Y,N,N,Y,N,Y,1320,[3Y 8N 4Y 5N ],2050.0000,0.5530
Y,N,N,Y,N,Y,Y,Y,N,1140,[3N 2N 6Y ],1220.0000,0.0702
Y,N,Y,N,N,N,N,N,Y,1200,[3Y 8N 4N ],1640.0000,0.3667
Y,N,N,Y,N,N,N,Y,N,1410,[3N 2N 6N ],1300.0000,0.0780
Y,N,N,Y,N,Y,Y,N,N,1080,[3N 2N 6Y ],1220.0000,0.1296
Y,Y,Y,Y,N,Y,Y,N,N,1770,[3Y 8N 4Y 5N ],2050.0000,0.1582
Y,Y,N,Y,Y,Y,Y,N,Y,870,[3N 2Y 5Y ],982.5000,0.1293
Y,N,Y,Y,N,N,N,N,Y,1290,[3Y 8N 4Y 5N ],2050.0000,0.5891
Y,Y,Y,Y,N,N,Y,Y,N,2160,[3Y 8Y 7Y ],2370.0000,0.0972
Y,Y,Y,N,N,N,N,Y,N,2280,[3Y 8Y 7N ],2150.0000,0.0570
Y,N,N,Y,Y,N,Y,Y,N,1380,[3N 2N 6N ],1300.0000,0.0580
Y,Y,Y,N,Y,N,N,N,Y,1320,[3Y 8N 4N ],1640.0000,0.2424
Y,N,N,Y,Y,N,N,N,N,1350,[3N 2N 6N ],1300.0000,0.0370
Y,Y,Y,N,N,Y,N,N,N,1710,[3Y 8N 4N ],1640.0000,0.0409
Y,N,Y,N,Y,N,Y,N,N,1950,[3Y 8N 4N ],1640.0000,0.1590
Y,Y,Y,N,N,Y,N,N,Y,1200,[3Y 8N 4N ],1640.0000,0.3667
Y,N,Y,Y,Y,Y,Y,N,N,1890,[3Y 8N 4Y 5Y ],1800.0000,0.0476
Y,Y,N,Y,Y,N,Y,N,N,990,[3N 2Y 5Y ],982.5000,0.0076
Y,Y,Y,N,N,Y,Y,Y,N,1860,[3Y 8Y 7Y ],2370.0000,0.2742
Y,Y,N,N,N,N,Y,Y,N,1020,[3N 2Y 5N ],1000.0000,0.0196
Y,Y,Y,N,N,Y,Y,N,N,1620,[3Y 8N 4N ],1640.0000,0.0123
Y,Y,N,N,Y,Y,Y,N,Y,900,[3N 2Y 5Y ],982.5000,0.0917
Y,N,Y,N,Y,Y,N,Y,N,2190,[3Y 8Y 7N ],2150.0000,0.0183
Y,Y,N,Y,N,N,N,N,Y,990,[3N 2Y 5N ],1000.0000,0.0101
Y,Y,N,N,Y,N,N,N,N,960,[3N 2Y 5Y ],982.5000,0.0234
Y,N,Y,Y,Y,N,N,N,N,2370,[3Y 8N 4Y 5Y ],1800.0000,0.2405
Y,Y,Y,Y,Y,Y,Y,Y,N,1860,[3Y 8Y 7Y ],2370.0000,0.2742
Y,Y,N,Y,N,N,Y,N,Y,960,[3N 2Y 5N ],1000.0000,0.0417
Y,Y,N,Y,N,Y,N,N,N,930,[3N 2Y 5N ],1000.0000,0.0753
Y,N,Y,N,Y,Y,Y,N,Y,1230,[3Y 8N 4N ],1640.0000,0.3333
Y,N,N,Y,Y,Y,Y,N,Y,1110,[3N 2N 6Y ],1220.0000,0.0991
Y,Y,Y,N,N,N,N,N,Y,1140,[3Y 8N 4N ],1640.0000,0.4386
Y,Y,N,Y,Y,Y,N,Y,N,1020,[3N 2Y 5Y ],982.5000,0.0368
Y,Y,Y,Y,Y,Y,Y,N,Y,870,[3Y 8N 4Y 5Y ],1800.0000,1.0690
Y,N,N,Y,Y,N,N,Y,N,1470,[3N 2N 6N ],1300.0000,0.1156
