HAVE_CRYPTO,HAVE_HASH,HAVE_REPLICATION,HAVE_VERIFY,HAVE_SEQUENCE,HAVE_STATISTICS,DIAGNOSTIC,PAGESIZE,PS1K,PS4K,PS8K,PS16K,PS32K,CACHESIZE,CS32MB,CS16MB,CS64MB,CS512MB,Performance
N,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,0.9300
N,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,Y,N,1.2713
N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,0.9252
Y,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9724
N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,0.5029
Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,3.2374
Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,N,19.9746
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,Y,N,10.7588
N,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,0.5129
N,N,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,Y,N,0.6333
Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,37.8035
Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,Y,N,6.5278
Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,3.3033
Y,N,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,N,20.0014
Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,37.6677
N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,0.6515
Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,38.9265
N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,0.3734
N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,2.0939
N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,Y,N,0.4520
Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2663
N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,0.5219
Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,2.0686
Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,37.6538
N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,0.5215
N,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,0.4681
N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,0.6279
N,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,Y,N,N,2.3672
N,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,N,Y,0.9118
Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,21.2274
N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,2.1033
N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,N,0.6275
Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,5.8306
Y,N,N,N,N,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,37.8018
N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,2.1719
N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,0.3826
N,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,Y,N,N,0.5054
N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,0.3881
N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,0.7844
N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,0.5214
N,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,0.5399
Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,2.0874
N,N,Y,N,Y,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,0.9557
N,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,0.5833
Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,37.6824
N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,Y,0.4768
Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,10.7701
N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,0.3918
Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,38.8651
Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,6.5311
Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,38.9881
Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,Y,5.8267
N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,Y,N,0.5231
N,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,0.3828
Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,2.0870
Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,Y,N,10.9177
Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,2.0373
Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,3.2671
Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,Y,N,6.4994
N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,0.7601
N,N,N,N,N,Y,N,Y,N,N,Y,N,N,Y,N,Y,N,N,0.5088
N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,0.5189
Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,2.0308
Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,19.9186
N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,Y,0.5213
N,Y,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,N,1.2515
Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,Y,N,5.8394
Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,21.2034
Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,2.0364
Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,10.9450
Y,Y,N,N,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,10.9350
N,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,Y,0.5173
Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,21.2036
N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,0.5731
N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,0.9234
N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,Y,N,0.5127
Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,10.7330
Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,21.2343
N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,0.5819
