no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,254.820
Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,291.067
Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,259.963
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,476.127
Y,Y,N,Y,N,N,N,N,Y,N,N,Y,Y,Y,N,N,257.463
Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,275.973
Y,Y,N,Y,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,286.427
Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,260.380
Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,432.667
Y,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,437.920
Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,680.557
Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,493.440
Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,414.833
Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,N,244.230
Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,556.327
Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,368.630
Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,449.383
Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,291.660
Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,535.800
Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,607.700
Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,246.273
Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,445.457
Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,413.913
Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,407.757
Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,305.000
Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,432.773
Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,509.273
Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,780.657
Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,652.550
Y,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,515.663
Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,N,383.260
Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,286.430
Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,562.570
Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,645.540
Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,295.427
Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,275.417
Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,817.353
Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,291.610
Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,609.330
Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,446.680
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,444.380
Y,Y,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,494.233
Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,490.473
Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,571.350
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,665.230
Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,510.010
Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,455.513
Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,299.867
