time_passes,gvn,instcombine,inline,jump_threading,simplifycfg,sccp,print_used_types,ipsccp,iv_users,licm,Performance,[DomFlist],DomEst,RelErr
Y,N,Y,Y,N,N,Y,N,Y,Y,N,229.64,[2N 3Y 4Y 8N ],235.7100,0.0264
Y,N,Y,N,N,N,N,N,N,Y,Y,230.74,[2N 3Y 4N ],224.5500,0.0268
Y,N,Y,N,N,N,N,Y,N,N,Y,234.27,[2N 3Y 4N ],224.5500,0.0415
Y,N,N,Y,Y,N,N,Y,N,N,Y,264.74,[2N 3N ],210.8400,0.2036
Y,N,Y,Y,N,Y,N,N,N,Y,Y,246.61,[2N 3Y 4Y 8N ],235.7100,0.0442
Y,N,Y,Y,Y,Y,N,N,N,N,Y,269.38,[2N 3Y 4Y 8N ],235.7100,0.1250
Y,N,Y,N,N,Y,N,N,N,Y,Y,231.62,[2N 3Y 4N ],224.5500,0.0305
Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,248.81,[2Y 4Y 11N 10Y ],249.5900,0.0031
Y,Y,N,N,Y,N,Y,Y,Y,N,N,222.56,[2Y 4N ],232.8033,0.0460
Y,Y,Y,N,Y,N,Y,Y,Y,N,N,244.26,[2Y 4N ],232.8033,0.0469
Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,261.36,[2Y 4Y 11Y 5Y ],254.8533,0.0249
Y,Y,N,Y,Y,Y,N,N,N,N,Y,239.50,[2Y 4Y 11Y 5Y ],254.8533,0.0641
Y,Y,Y,Y,Y,N,Y,N,Y,N,N,253.15,[2Y 4Y 11N 10N ],243.8325,0.0368
Y,N,N,Y,N,Y,Y,Y,N,Y,Y,261.90,[2N 3N ],210.8400,0.1950
Y,Y,N,N,Y,Y,Y,Y,N,N,Y,256.23,[2Y 4N ],232.8033,0.0914
Y,Y,N,N,Y,N,Y,Y,Y,Y,N,226.65,[2Y 4N ],232.8033,0.0271
Y,N,Y,Y,Y,N,Y,Y,N,N,N,227.53,[2N 3Y 4Y 8Y ],227.8400,0.0014
Y,N,N,N,Y,Y,Y,Y,Y,N,Y,217.40,[2N 3N ],210.8400,0.0302
Y,N,N,N,N,N,N,N,N,Y,N,210.34,[2N 3N ],210.8400,0.0024
Y,Y,N,Y,N,N,Y,Y,N,N,N,238.78,[2Y 4Y 11N 10N ],243.8325,0.0212
Y,Y,N,N,N,Y,N,Y,N,Y,N,223.21,[2Y 4N ],232.8033,0.0430
Y,Y,Y,N,N,N,N,N,N,N,N,232.70,[2Y 4N ],232.8033,0.0004
Y,N,N,Y,Y,Y,Y,N,N,N,N,217.47,[2N 3N ],210.8400,0.0305
Y,Y,N,N,Y,N,N,N,N,Y,Y,230.79,[2Y 4N ],232.8033,0.0087
Y,N,Y,Y,N,Y,Y,N,Y,N,N,228.27,[2N 3Y 4Y 8N ],235.7100,0.0326
Y,Y,N,N,Y,Y,Y,Y,Y,N,N,227.12,[2Y 4N ],232.8033,0.0250
Y,N,N,N,Y,Y,Y,N,N,N,N,206.62,[2N 3N ],210.8400,0.0204
Y,N,N,N,N,N,Y,Y,N,Y,Y,215.29,[2N 3N ],210.8400,0.0207
Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,253.10,[2Y 4Y 11N 10Y ],249.5900,0.0139
Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,236.89,[2Y 4Y 11N 10Y ],249.5900,0.0536
Y,N,Y,Y,Y,N,Y,N,N,Y,N,230.57,[2N 3Y 4Y 8N ],235.7100,0.0223
Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,264.29,[2N 3N ],210.8400,0.2022
Y,N,N,Y,Y,N,Y,N,Y,N,N,211.59,[2N 3N ],210.8400,0.0035
Y,N,Y,N,Y,Y,N,N,N,N,N,233.28,[2N 3Y 4N ],224.5500,0.0374
Y,Y,Y,N,Y,N,Y,N,N,Y,N,242.87,[2Y 4N ],232.8033,0.0414
Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,249.34,[2N 3Y 4Y 8N ],235.7100,0.0547
Y,N,Y,N,N,N,Y,N,Y,Y,Y,236.60,[2N 3Y 4N ],224.5500,0.0509
Y,Y,N,Y,N,N,N,N,N,N,Y,240.35,[2Y 4Y 11Y 5N ],263.7700,0.0974
Y,Y,N,Y,N,Y,Y,N,Y,N,Y,250.26,[2Y 4Y 11Y 5N ],263.7700,0.0540
Y,N,Y,N,N,Y,Y,Y,Y,N,N,221.26,[2N 3Y 4N ],224.5500,0.0149
Y,N,Y,Y,Y,N,N,Y,N,Y,N,225.80,[2N 3Y 4Y 8Y ],227.8400,0.0090
Y,Y,Y,Y,Y,N,Y,N,N,Y,N,251.41,[2Y 4Y 11N 10Y ],249.5900,0.0072
Y,N,Y,Y,Y,N,N,Y,N,N,N,232.14,[2N 3Y 4Y 8Y ],227.8400,0.0185
Y,N,Y,N,N,Y,Y,Y,N,N,Y,232.59,[2N 3Y 4N ],224.5500,0.0346
Y,N,N,N,N,Y,N,N,N,Y,N,200.38,[2N 3N ],210.8400,0.0522
Y,N,N,Y,N,N,Y,N,Y,N,Y,260.88,[2N 3N ],210.8400,0.1918
Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,239.37,[2Y 4N ],232.8033,0.0274
Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,250.62,[2Y 4Y 11N 10Y ],249.5900,0.0041
Y,Y,N,Y,N,N,N,Y,N,N,Y,250.88,[2Y 4Y 11Y 5N ],263.7700,0.0514
Y,N,N,N,Y,Y,N,Y,N,Y,Y,215.18,[2N 3N ],210.8400,0.0202
Y,Y,N,N,Y,N,Y,N,N,N,N,231.19,[2Y 4N ],232.8033,0.0070
Y,N,N,Y,Y,N,Y,Y,Y,N,N,214.31,[2N 3N ],210.8400,0.0162
Y,N,N,N,Y,N,Y,N,N,Y,N,201.70,[2N 3N ],210.8400,0.0453
Y,N,N,N,Y,N,Y,Y,Y,Y,N,207.10,[2N 3N ],210.8400,0.0181
Y,Y,N,Y,N,N,Y,N,N,N,N,239.98,[2Y 4Y 11N 10N ],243.8325,0.0161
Y,Y,N,Y,Y,N,Y,N,Y,N,N,237.50,[2Y 4Y 11N 10N ],243.8325,0.0267
Y,Y,Y,N,Y,N,Y,N,Y,N,Y,249.44,[2Y 4N ],232.8033,0.0667
Y,Y,Y,N,N,Y,Y,N,Y,N,N,245.20,[2Y 4N ],232.8033,0.0506
Y,N,N,Y,Y,N,N,N,N,N,Y,266.32,[2N 3N ],210.8400,0.2083
Y,Y,N,N,Y,N,N,Y,N,Y,Y,234.24,[2Y 4N ],232.8033,0.0061
Y,N,Y,Y,N,N,Y,Y,Y,N,N,224.99,[2N 3Y 4Y 8Y ],227.8400,0.0127
Y,Y,N,N,N,Y,Y,N,N,Y,Y,235.70,[2Y 4N ],232.8033,0.0123
Y,N,Y,Y,N,Y,Y,N,Y,Y,N,230.77,[2N 3Y 4Y 8N ],235.7100,0.0214
Y,Y,N,Y,Y,N,N,N,N,Y,N,231.33,[2Y 4Y 11N 10Y ],249.5900,0.0789
Y,N,N,Y,Y,Y,Y,Y,N,Y,N,214.50,[2N 3N ],210.8400,0.0171
Y,Y,N,N,N,N,Y,Y,Y,Y,N,229.79,[2Y 4N ],232.8033,0.0131
Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,252.77,[2Y 4N ],232.8033,0.0790
Y,N,N,Y,Y,N,Y,Y,Y,N,N,214.15,[2N 3N ],210.8400,0.0155
Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,250.73,[2Y 4Y 11N 10N ],243.8325,0.0275
Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,231.31,[2Y 4N ],232.8033,0.0065
Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,223.52,[2N 3Y 4Y 8Y ],227.8400,0.0193
Y,N,N,Y,Y,N,Y,N,Y,Y,Y,261.84,[2N 3N ],210.8400,0.1948
Y,Y,N,Y,N,N,Y,Y,Y,N,Y,252.52,[2Y 4Y 11Y 5N ],263.7700,0.0446
Y,N,Y,Y,N,N,N,N,N,N,N,224.95,[2N 3Y 4Y 8N ],235.7100,0.0478
Y,Y,Y,Y,Y,Y,N,N,N,N,Y,251.80,[2Y 4Y 11Y 5Y ],254.8533,0.0121
Y,N,N,N,Y,Y,Y,N,N,Y,N,206.12,[2N 3N ],210.8400,0.0229
Y,Y,N,N,N,N,Y,Y,N,N,Y,234.70,[2Y 4N ],232.8033,0.0081
Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,247.37,[2Y 4Y 11Y 5Y ],254.8533,0.0303
Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,251.79,[2N 3Y 4Y 8N ],235.7100,0.0639
Y,Y,Y,N,Y,N,N,Y,N,Y,N,238.70,[2Y 4N ],232.8033,0.0247
Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,229.55,[2N 3Y 4Y 8Y ],227.8400,0.0074
Y,Y,N,N,N,Y,N,N,N,Y,N,222.24,[2Y 4N ],232.8033,0.0475
Y,N,Y,Y,N,N,Y,Y,Y,N,N,230.69,[2N 3Y 4Y 8Y ],227.8400,0.0124
Y,Y,N,Y,Y,N,Y,N,Y,N,N,239.79,[2Y 4Y 11N 10N ],243.8325,0.0169
Y,Y,Y,N,Y,N,Y,N,N,Y,Y,251.10,[2Y 4N ],232.8033,0.0729
Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,251.25,[2N 3Y 4Y 8Y ],227.8400,0.0932
Y,Y,N,N,N,N,Y,N,Y,N,N,227.78,[2Y 4N ],232.8033,0.0221
Y,N,Y,Y,Y,N,Y,N,Y,Y,N,230.14,[2N 3Y 4Y 8N ],235.7100,0.0242
Y,N,N,Y,Y,Y,Y,N,Y,N,N,213.41,[2N 3N ],210.8400,0.0120
Y,Y,N,N,N,Y,N,N,N,Y,Y,231.22,[2Y 4N ],232.8033,0.0068
Y,N,Y,N,Y,N,Y,N,N,N,N,222.82,[2N 3Y 4N ],224.5500,0.0078
Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,248.90,[2Y 4N ],232.8033,0.0647
Y,Y,Y,N,N,Y,Y,N,Y,Y,N,242.43,[2Y 4N ],232.8033,0.0397
Y,N,Y,N,Y,Y,Y,N,N,N,Y,236.43,[2N 3Y 4N ],224.5500,0.0502
Y,N,Y,N,Y,Y,Y,N,Y,N,N,222.16,[2N 3Y 4N ],224.5500,0.0108
Y,Y,Y,N,Y,N,Y,N,Y,N,N,239.93,[2Y 4N ],232.8033,0.0297
Y,Y,Y,Y,N,N,N,Y,N,Y,Y,261.44,[2Y 4Y 11Y 5N ],263.7700,0.0089
Y,Y,N,Y,N,N,Y,N,N,Y,Y,246.38,[2Y 4Y 11Y 5N ],263.7700,0.0706
Y,Y,N,Y,Y,Y,Y,N,N,N,N,256.97,[2Y 4Y 11N 10N ],243.8325,0.0511
Y,Y,N,Y,N,N,Y,Y,N,Y,Y,246.87,[2Y 4Y 11Y 5N ],263.7700,0.0685
Y,N,N,Y,Y,Y,Y,N,N,Y,Y,266.12,[2N 3N ],210.8400,0.2077
Y,N,N,N,Y,Y,Y,Y,Y,N,N,204.29,[2N 3N ],210.8400,0.0321
Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,251.00,[2Y 4Y 11N 10N ],243.8325,0.0286
Y,Y,N,N,N,Y,Y,Y,Y,N,Y,237.47,[2Y 4N ],232.8033,0.0197
Y,N,N,N,N,N,Y,N,Y,Y,Y,215.61,[2N 3N ],210.8400,0.0221
Y,Y,Y,Y,Y,N,N,N,N,Y,N,246.73,[2Y 4Y 11N 10Y ],249.5900,0.0116
Y,N,Y,N,Y,Y,Y,N,N,Y,N,219.87,[2N 3Y 4N ],224.5500,0.0213
Y,N,N,Y,N,N,Y,Y,N,Y,Y,261.13,[2N 3N ],210.8400,0.1926
Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,268.80,[2Y 4Y 11Y 5N ],263.7700,0.0187
Y,N,Y,N,N,N,N,N,N,Y,N,216.40,[2N 3Y 4N ],224.5500,0.0377
Y,Y,N,N,Y,N,Y,Y,N,Y,N,224.30,[2Y 4N ],232.8033,0.0379
Y,N,Y,N,N,N,Y,Y,Y,N,N,217.29,[2N 3Y 4N ],224.5500,0.0334
Y,Y,Y,Y,Y,Y,N,N,N,Y,N,248.54,[2Y 4Y 11N 10Y ],249.5900,0.0042
Y,Y,Y,N,N,N,Y,Y,N,N,N,242.79,[2Y 4N ],232.8033,0.0411
Y,N,Y,Y,N,Y,Y,Y,N,N,N,229.12,[2N 3Y 4Y 8Y ],227.8400,0.0056
Y,N,Y,Y,N,Y,Y,N,Y,N,Y,248.71,[2N 3Y 4Y 8N ],235.7100,0.0523
Y,N,N,N,N,N,Y,N,N,N,Y,217.40,[2N 3N ],210.8400,0.0302
Y,Y,N,Y,N,N,Y,N,Y,N,Y,252.13,[2Y 4Y 11Y 5N ],263.7700,0.0462
Y,N,Y,N,Y,N,Y,Y,Y,N,N,221.44,[2N 3Y 4N ],224.5500,0.0140
Y,Y,N,Y,Y,N,N,Y,N,N,Y,254.39,[2Y 4Y 11Y 5Y ],254.8533,0.0018
Y,N,Y,Y,N,N,Y,Y,N,N,Y,249.79,[2N 3Y 4Y 8Y ],227.8400,0.0879
Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,261.68,[2Y 4Y 11Y 5N ],263.7700,0.0080
Y,Y,Y,N,N,N,Y,Y,Y,Y,N,241.70,[2Y 4N ],232.8033,0.0368
Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,251.91,[2N 3Y 4Y 8Y ],227.8400,0.0955
Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,250.48,[2Y 4N ],232.8033,0.0706
Y,Y,N,Y,N,Y,Y,N,N,N,Y,253.39,[2Y 4Y 11Y 5N ],263.7700,0.0410
Y,N,N,Y,Y,Y,Y,N,Y,Y,N,215.37,[2N 3N ],210.8400,0.0210
Y,Y,N,N,N,Y,Y,N,Y,Y,N,225.41,[2Y 4N ],232.8033,0.0328
Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,256.18,[2Y 4Y 11N 10Y ],249.5900,0.0257
Y,N,N,Y,Y,N,Y,N,N,Y,N,215.31,[2N 3N ],210.8400,0.0208
Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,239.51,[2Y 4Y 11N 10Y ],249.5900,0.0421
Y,Y,N,N,N,Y,Y,Y,Y,N,N,229.31,[2Y 4N ],232.8033,0.0152
Y,Y,N,N,N,N,N,N,N,Y,Y,228.30,[2Y 4N ],232.8033,0.0197
Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,261.85,[2Y 4Y 11Y 5N ],263.7700,0.0073
Y,Y,Y,Y,N,N,Y,N,N,Y,Y,261.90,[2Y 4Y 11Y 5N ],263.7700,0.0071
Y,Y,N,Y,N,Y,N,Y,N,N,Y,251.91,[2Y 4Y 11Y 5N ],263.7700,0.0471
Y,N,Y,N,Y,Y,N,N,N,Y,N,218.12,[2N 3Y 4N ],224.5500,0.0295
Y,Y,Y,N,Y,Y,N,N,N,N,N,245.76,[2Y 4N ],232.8033,0.0527
Y,N,N,N,Y,N,N,Y,N,N,N,204.69,[2N 3N ],210.8400,0.0300
Y,N,Y,Y,Y,N,Y,N,N,N,Y,250.60,[2N 3Y 4Y 8N ],235.7100,0.0594
Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,254.24,[2Y 4Y 11N 10Y ],249.5900,0.0183
Y,Y,Y,Y,N,Y,Y,N,Y,N,N,249.12,[2Y 4Y 11N 10N ],243.8325,0.0212
Y,Y,Y,Y,Y,N,N,Y,N,N,N,256.47,[2Y 4Y 11N 10N ],243.8325,0.0493
Y,Y,Y,Y,N,N,Y,Y,N,Y,N,247.72,[2Y 4Y 11N 10Y ],249.5900,0.0075
Y,N,Y,Y,Y,Y,N,N,N,N,N,223.77,[2N 3Y 4Y 8N ],235.7100,0.0534
Y,N,Y,Y,N,N,Y,N,Y,N,Y,248.43,[2N 3Y 4Y 8N ],235.7100,0.0512
Y,Y,N,N,N,Y,N,Y,N,N,Y,239.59,[2Y 4N ],232.8033,0.0283
Y,Y,N,N,Y,Y,Y,Y,Y,N,N,226.87,[2Y 4N ],232.8033,0.0262
Y,N,N,N,N,N,N,Y,N,N,Y,216.64,[2N 3N ],210.8400,0.0268
Y,N,N,N,N,N,Y,N,Y,N,N,203.64,[2N 3N ],210.8400,0.0354
Y,Y,N,N,Y,N,N,N,N,N,Y,256.22,[2Y 4N ],232.8033,0.0914
Y,Y,Y,Y,N,Y,N,N,N,N,N,253.96,[2Y 4Y 11N 10N ],243.8325,0.0399
Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,243.44,[2Y 4N ],232.8033,0.0437
Y,N,Y,N,N,N,Y,Y,N,N,N,220.42,[2N 3Y 4N ],224.5500,0.0187
Y,Y,N,N,Y,Y,Y,N,N,Y,N,227.64,[2Y 4N ],232.8033,0.0227
Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,246.16,[2Y 4N ],232.8033,0.0543
Y,Y,N,N,Y,Y,N,Y,N,N,Y,238.74,[2Y 4N ],232.8033,0.0249
Y,Y,N,N,N,N,Y,Y,N,Y,N,223.49,[2Y 4N ],232.8033,0.0417
Y,N,N,N,Y,Y,Y,Y,Y,Y,N,207.65,[2N 3N ],210.8400,0.0154
Y,N,Y,Y,N,N,Y,N,Y,Y,Y,248.20,[2N 3Y 4Y 8N ],235.7100,0.0503
Y,N,N,N,Y,Y,Y,Y,Y,N,Y,219.50,[2N 3N ],210.8400,0.0395
Y,N,N,Y,Y,N,N,Y,N,Y,Y,257.68,[2N 3N ],210.8400,0.1818
Y,Y,Y,N,Y,Y,Y,N,N,N,Y,254.50,[2Y 4N ],232.8033,0.0853
Y,N,N,N,N,Y,Y,Y,Y,N,Y,217.73,[2N 3N ],210.8400,0.0316
Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,267.59,[2Y 4Y 11Y 5Y ],254.8533,0.0476
Y,Y,N,Y,Y,N,Y,Y,N,N,N,240.62,[2Y 4Y 11N 10N ],243.8325,0.0134
Y,Y,N,Y,N,Y,Y,N,N,N,N,240.23,[2Y 4Y 11N 10N ],243.8325,0.0150
Y,N,N,Y,Y,N,Y,N,Y,N,Y,257.71,[2N 3N ],210.8400,0.1819
Y,N,Y,N,N,N,N,Y,N,N,N,221.38,[2N 3Y 4N ],224.5500,0.0143
Y,Y,Y,N,Y,N,N,Y,N,Y,Y,247.61,[2Y 4N ],232.8033,0.0598
Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,254.42,[2Y 4N ],232.8033,0.0850
Y,N,N,N,Y,Y,N,Y,N,N,Y,215.20,[2N 3N ],210.8400,0.0203
Y,N,Y,Y,Y,N,N,N,N,N,Y,269.52,[2N 3Y 4Y 8N ],235.7100,0.1254
Y,N,N,Y,Y,Y,Y,Y,Y,N,N,214.41,[2N 3N ],210.8400,0.0167
Y,N,N,Y,N,N,N,Y,N,N,Y,246.96,[2N 3N ],210.8400,0.1463
Y,N,N,N,Y,Y,N,N,N,Y,N,200.92,[2N 3N ],210.8400,0.0494
Y,N,Y,Y,Y,N,Y,N,N,Y,Y,247.67,[2N 3Y 4Y 8N ],235.7100,0.0483
Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,248.42,[2N 3Y 4Y 8N ],235.7100,0.0512
Y,Y,N,N,N,Y,Y,N,Y,N,Y,233.12,[2Y 4N ],232.8033,0.0014
Y,Y,N,N,N,Y,Y,Y,N,Y,N,225.26,[2Y 4N ],232.8033,0.0335
Y,N,N,N,Y,Y,Y,Y,Y,N,N,205.71,[2N 3N ],210.8400,0.0249
Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,238.82,[2Y 4N ],232.8033,0.0252
Y,Y,N,Y,N,Y,N,N,N,N,Y,252.21,[2Y 4Y 11Y 5N ],263.7700,0.0458
Y,Y,N,N,N,N,Y,N,Y,N,Y,235.73,[2Y 4N ],232.8033,0.0124
Y,N,N,N,Y,N,Y,N,N,N,N,207.23,[2N 3N ],210.8400,0.0174
Y,N,Y,Y,N,N,Y,N,Y,Y,Y,251.24,[2N 3Y 4Y 8N ],235.7100,0.0618
Y,N,N,N,N,N,Y,Y,N,N,Y,215.13,[2N 3N ],210.8400,0.0199
Y,N,Y,N,Y,Y,Y,Y,N,N,Y,234.75,[2N 3Y 4N ],224.5500,0.0435
Y,Y,N,N,N,N,Y,N,Y,Y,N,226.57,[2Y 4N ],232.8033,0.0275
