1200;1200;0
1230;1230;0
1320;1320;0
2040;2040;0
1110;1110;0
990;990;0
1080;1080;0
1410;1410;0
1200;1200;0
2040;2100;3
2280;2310;1
1410;1260;-12
1320;1140;-16
2250;2100;-7
2160;1980;-9
1320;1110;-19
2160;2160;0
1200;990;-21
2040;1890;-8
1230;1020;-21
1080;1020;-6
1110;960;-16
2070;2160;4
1950;1860;-5
1530;1470;-4
2370;2640;10
1440;1380;-4
2280;2430;6
1320;1140;-16
1230;1080;-14
2160;2340;8
1920;1830;-5
2070;2190;5
1410;1260;-12
2250;2190;-3
1200;1020;-18
2040;2100;3
1320;1230;-7
1110;990;-12
2160;2070;-4
1950;1860;-5
1110;1140;3
1140;1080;-6
1110;1050;-6
1020;1080;6
1230;1260;2
1110;1200;8
1140;1200;5
1020;1050;3
1350;1200;-12
1260;1140;-11
1350;1200;-12
990;990;0
1260;1230;-2
1230;1110;-11
1230;1140;-8
1140;1050;-9
1140;1110;-3
2070;1200;-72
1980;1350;-47
1950;1230;-59
1860;1260;-48
2190;1290;-70
1950;1950;0
2070;1020;-103
2100;1320;-59
1980;1230;-61
2070;1380;-50
1980;1110;-78
2190;1200;-82
2100;1110;-89
1950;1350;-44
2070;1200;-72
1860;1230;-51
1830;1740;-5
1980;1170;-69
1020;990;-3
930;960;3
900;930;3
891;870;-2
1020;1020;0
900;930;3
930;960;3
891;900;1
1860;1140;-63
1770;1020;-74
1860;1320;-41
1770;1170;-51
1740;1200;-45
1740;1080;-61
1650;1140;-45
1650;1500;-10
1140;990;-15
1050;960;-9
1020;930;-10
2160;2220;3
930;870;-7
1980;1170;-69
1860;1080;-72
1890;1170;-62
1770;1470;-20
1140;1050;-9
1050;990;-6
1980;1050;-89
1890;1200;-58
1020;930;-10
1230;1230;0
1860;1170;-59
930;870;-7
1770;870;-103
2070;2130;3
1320;1350;2
1230;1170;-5
2160;2370;9
2070;2190;5
1200;1170;-3
2040;1980;-3
1200;1200;0
2040;2040;0
1110;1080;-3
1110;1110;0
1950;1830;-7
1950;1890;-3
1830;1950;6
900;900;0
1740;1830;5
891;900;1
891;840;-6
1710;1710;0
1950;1920;-2
1620;1620;0
1110;1050;-6
1950;2130;8
990;930;-6
1830;1890;3
1020;960;-6
900;900;0
1860;2010;7
1740;1770;2
990;960;-3
1830;1950;6
900;930;3
1740;1890;8
1110;1080;-3
1020;990;-3
1950;2220;12
1860;2070;10
891;900;1
1710;1770;3
990;960;-3
990;1020;3
1830;1920;5
891;840;-6
900;900;0
1620;1680;4
1740;1800;3
2250;2490;10
1320;1290;-2
2160;2250;4
1290;1260;-2
1920;1770;-8
1200;1140;-5
2130;2130;0
2040;1980;-3
1410;1410;0
2250;2400;6
1290;1320;2
2130;2190;3
1320;1380;4
1200;1230;2
2160;2430;11
1830;1680;-9
2040;2100;3
1200;1110;-8
2040;2280;11
1110;1020;-9
1950;2160;10
1200;1140;-5
1110;1050;-6
2040;2280;11
1950;2190;11
1080;1020;-6
1920;1980;3
1080;1020;-6
1920;2070;7
990;930;-6
990;960;-3
1830;1860;2
1830;1920;5
1530;1410;-9
2370;2460;4
1440;1320;-9
