no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
Y,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,437.92
Y,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,N,Y,N,494.597
Y,Y,N,N,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,687.6
Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,543.083
Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,476.953
Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,260.637
Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,266.527
Y,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,278.197
Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,579.023
Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,517.123
Y,Y,N,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,428.027
Y,N,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,260.48
Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,821.51
Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,562.923
Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,485.477
Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,253.01
Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,817.793
Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,456.74
Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,254.733
Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,817.34
Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,446.63
Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,261.31
Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,614.57
Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,434.643
Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,266.51
Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,286.327
Y,N,Y,N,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,263.887
Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,279.013
Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,690.59
Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,Y,N,512.773
Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,575.477
Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,446.68
Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,449.383
Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,609.33
Y,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,310.697
Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,256.82
Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,291.2
Y,N,N,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,616.087
Y,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,270.137
Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,428.427
Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,544.823
Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,544.58
Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,783.877
Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,651.703
Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,427.243
Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,249.64
Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,449.133
Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,583.847
Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,310.327
Y,N,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,299.907
Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,508.423
Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,608.68
Y,N,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,726.79
Y,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,257.927
Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,652.467
Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,476.997
Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,715.737
Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,275.427
Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,N,244.23
Y,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,N,518.96
Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,408.073
Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,482.877
Y,Y,N,Y,N,N,N,N,Y,N,Y,N,Y,Y,N,N,256.333
Y,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,310.317
Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,407.757
Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,276.103
Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,249.44
Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,291.067
