time_passes,gvn,instcombine,inline,jump_threading,simplifycfg,sccp,print_used_types,ipsccp,iv_users,licm,Performance
Y,Y,Y,Y,N,N,Y,N,Y,Y,N,249.81
Y,Y,Y,N,Y,N,Y,N,Y,Y,N,240.22
Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,220.98
Y,Y,Y,N,N,N,N,Y,N,N,N,242.92
Y,N,N,Y,N,Y,Y,Y,Y,N,Y,263.57
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,262.11
Y,Y,N,Y,N,N,Y,N,N,N,N,239.98
Y,Y,N,Y,N,N,Y,N,N,N,Y,253.98
Y,Y,N,N,Y,N,Y,N,N,Y,N,223.34
Y,N,N,N,Y,N,N,N,N,Y,N,199.68
Y,Y,N,Y,Y,N,Y,Y,N,Y,N,235.3
Y,N,N,Y,N,N,Y,N,Y,N,Y,243.79
Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,251.57
Y,N,N,Y,Y,N,Y,N,Y,N,Y,257.17
Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,251.31
Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,262.6
Y,Y,N,N,N,Y,Y,N,Y,N,Y,235.51
Y,Y,Y,Y,N,Y,N,Y,N,N,N,253.26
Y,N,Y,Y,Y,Y,Y,N,N,N,N,224.51
Y,Y,N,N,N,N,N,Y,N,N,N,227.85
Y,Y,Y,N,N,N,Y,N,Y,Y,N,241.97
Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,269.47
Y,N,N,N,N,Y,Y,Y,Y,Y,N,206.43
Y,N,Y,Y,N,Y,Y,N,Y,N,Y,249.25
Y,Y,N,Y,N,N,N,Y,N,Y,Y,247.63
Y,N,Y,N,N,N,Y,N,N,Y,Y,232.22
Y,N,Y,Y,N,N,Y,N,Y,N,N,229.19
Y,N,N,N,Y,Y,Y,N,Y,N,Y,216.63
Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,231.31
Y,N,Y,N,N,N,Y,N,Y,Y,Y,236.6
Y,N,Y,Y,Y,Y,Y,N,N,N,Y,268.55
Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,254.26
Y,Y,N,N,Y,Y,Y,Y,Y,N,N,227.12
Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,248.9
Y,N,N,Y,Y,N,Y,N,Y,Y,N,213.85
Y,N,Y,N,N,Y,N,Y,N,N,Y,235.85
Y,Y,Y,Y,Y,N,Y,Y,N,N,N,252.6
Y,N,N,Y,Y,N,N,Y,N,Y,Y,257.68
Y,Y,Y,N,Y,Y,Y,N,N,Y,N,243.26
Y,Y,N,Y,N,N,Y,Y,Y,N,Y,243.81
Y,Y,Y,Y,Y,N,N,Y,N,Y,N,247.8
Y,Y,N,Y,N,Y,Y,Y,N,N,Y,250.57
Y,N,N,Y,Y,Y,Y,Y,N,N,N,214.48
Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,253.49
Y,N,N,Y,Y,N,N,Y,N,N,N,216.84
Y,Y,Y,N,N,Y,Y,Y,N,Y,N,240.98
Y,Y,N,Y,N,N,N,Y,N,N,Y,250.88
Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,253.49
Y,Y,N,Y,N,N,Y,N,Y,N,N,236.24
Y,N,Y,Y,N,N,Y,N,Y,Y,N,227.4
Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,262.67
Y,Y,N,N,N,Y,N,N,N,N,Y,238.75
Y,Y,N,Y,N,Y,Y,N,N,Y,Y,250.44
Y,N,N,N,Y,N,Y,Y,Y,Y,Y,219.87
Y,N,N,N,N,Y,N,Y,N,Y,N,201.47
